,0
0,Are you wasting your time taking Omega-3 supplements? #NYP nutritionist Mary Grace Webb breaks it down with @YahooStyleCA:  https://nyphosp.co/2LdGOze  pic.twitter.com/RijUfqaX3m
1,"Beat the heat this #summer with this hydrating & replenishing #kale, #spinach & #pear #smoothie. #NYPNutrition #NYP pic.twitter.com/M7XLHmCcIE"
2,"We're happy to share that the Auxiliary of @NYPHVH awarded 5 local high school students with scholarships for their academic achievements, display of character & level of commitment to study in the field of healthcare. Learn more:  https://nyphosp.co/2zULR2g  CC: @PeekskillPatch"
3,"Gabriel Ramires was born with kniest dysplasia, a rare genetic disorder causing skeletal abnormalities & hearing & vision problems. In honor of National Cleft & Craniofacial Awareness & Prevention Month, we celebrate him & patients like him who are affected by these conditions. pic.twitter.com/tZEPDxoQfK"
4,#NYP & @WeillCornell's Jane Jeffrie Seley talks with @GoHealio about the challenges of diabetes management among #NYC's homeless population:  https://nyphosp.co/2uP9DHd  pic.twitter.com/nQCkPtjUOp
5,"#ICYMI: Our amazing #NYP Lower Manhattan Hospital employees were at @TheSeaport in downtown #NYC this past weekend, for #CityOfTheWater Day and waterfront fun! #NYPInYourCommunity pic.twitter.com/muzYpLou4O"
6,Dr. Shah of @nyphospital Highlights Immunotherapy for Esophageal Cancer https://www.onclive.com/onclive-tv/dr-shah-highlights-immunotherapy-for-esophageal-cancer …
7,@ColumbiaMed #NYP/@Columbiamed's Dr. Charles Drake talks with @OncLive about the emerging role of immunotherapy in the treatment of #kidneycancer #kcsm:  https://nyphosp.co/2zKSzbg  pic.twitter.com/EV31nQdUMu
8,"Some people are under the impression that eating certain foods before drinking will prevent a hangover, but is it true? #NYP & @WeillCornell's Dr. Alexis Halpern is talking to @Refinery29's @corystieg about facts and myths:  https://r29.co/2Jqo5Li  pic.twitter.com/DeBFbYOxmv"
9,"Have you signed up yet for #NYP's #HealthMatters newsletter? See how you can get monthly emails with stories about science, care, and wellness delivered straight to your inbox:  http://bit.ly/2IbKuLM  pic.twitter.com/vreOeXrZ98"
10,#NYP/@ColumbiaDoctors' Dr. William Bulman offers expert tips to @brides' @erinnicolemc on how to quit smoking:  https://nyphosp.co/2zBsbAo  pic.twitter.com/fvHNj1qegn
11,.@OurTownNYC explores how virtual visits with medical professionals through #NYP's #OnDemand suite of services can help #NewYorkers deal with certain health issues:  https://nyphosp.co/2uDgrHW  CC: @WeillCornell & @ColumbiaMed pic.twitter.com/TnojoxyHeS
12,"We are proud to share that the #NYP David H. Koch Center has been named the 2018 Best #Healthcare Project by @ENRnews!  https://nyphosp.co/2L2viXx  CC: @HOKNetwork, @Ballingerae & @PeiCobbFreed #DHKatNYP pic.twitter.com/RcUpwmo7aV"
13,New analysis shows that mutations may be detectable years before someone is diagnosed with acute myeloid leukemia (AML):  https://nyphosp.co/2JhjhaJ  CC: @WeillCornell pic.twitter.com/WIOmnBPYz8
14,Having a polished resume and excellent interview skills are key to landing a good job. Join @nyphospital's workshop next Tuesday -- details below. pic.twitter.com/yqsZNRWLXU
15,"We are proud to have more top doctors, perform more organ transplants, and have better survival rates than any other hospital in the U.S. Learn more about the amazing things that are happening at #NYP:  http://bit.ly/2ul3wen  pic.twitter.com/LQBAMjwQ3c"
16,We teamed up with @nyphospital to help you prevent Lyme disease this summer: pic.twitter.com/0eyd5nyCIm
17,.@NYPBrooklyn's Dr. Mendel Goldfinger talks with @MSN about 14 #Cancer warning signs you should never ignore:  https://nyphosp.co/2Jhil6d  pic.twitter.com/43cIGL382U
18,"After brain surgery w/ #NYP & @WeillCornell's Dr. Jeffrey Greenfield, to relieve side effects from chiari malformation, 7 y/o Darby McGregor is now back home in Dallas w/ her family. Join us in sending this #ChiariWarrior best wishes for a happy & healthy future! #BraveLikeDarby pic.twitter.com/4I2T48qqly"
19,#NYP & @WeillCornell’s VP of Operations @J_MMejia welcomed staff from all departments to our special #EmployeeAppreciation Day celebrations! RT if you took part in the festivities at your campus! pic.twitter.com/xTu1l5987v
20,"We had a wildly good time at #NYP’s #EmployeeAppreciation Day! Our amazing staff from #NYP & @WeillCornell enjoyed a day of team bonding and delicious food in the wild, wild west! pic.twitter.com/KLvBdCfx9E"
21,"@subaru @LLSusa A touch of comfort goes a long way! #ThankYou @LLSUSA & @Subaru for delivering blankets, art supplies and message of hope to our patients at #NYP & @WeillCornell. pic.twitter.com/0D7cfE36ZF"
22,"We are proud to share that @ResearchAmerica recently announced the Herbert Pardes Family Award for National Leadership in Advocacy for Research, named for #NYP's Executive Vice Chairman of the Board of Trustees, Dr. Herbert Pardes:  https://nyphosp.co/2zMsXut  pic.twitter.com/FMjsYUArYo"
23,"Warmer weather means increased time outdoors, making it more important than ever to protect your skin from the sun’s harmful rays. Are you taking all the right steps? Read more to find out:  https://nyphosp.co/2muO0Zf  CC: @ColumbiaMed #HealthMatters pic.twitter.com/Co1zzTjhov"
