,0
0,Take some time for yourself today and relax with some essential oils. #InternationalSelfCareDay https://upmc.me/2Oiv0K6 
1,"Welder Jim Marks of West Mifflin works high up on the top corner of the U. S. Steel Tower in #Pittsburgh on June 14, 1970.(Edward Frank/Post-Gazette) pic.twitter.com/5egL2Sh9HA"
2,"@TransplantGames Honoring the life and legacy of her late husband, transplant pioneer Thomas Starzl, Joy Starzl created a quilt square of Thomas to be displayed at the @transplantgames Quilt Pinning…  https://www.instagram.com/p/BlnuLFwAcjg/?utm_source=ig_twitter_share&igshid=whtqanj0tb8b …"
3,"The first step in surviving a #heartattack is being able to identify the symptoms so you can quickly seek help. If you think you are experiencing a heart attack, call 911 right away. https://upmc.me/2v2Qt0u "
4,Get the most out of your workout. #TuesdayMotivation https://share.upmc.com/2018/06/treadmill-workout-tips/ …
5,Menopause can be a difficult and uncomfortable time for women ages 45-55. Learn what you can do to lessen the adverse effects of menopause here:  https://goo.gl/QJuMUB  #WomensHealth pic.twitter.com/X1ThTyCsrh
6,Got the interview jitters? Hear from our recruiters on application and interview tips!  http://bit.ly/2LKr56T  pic.twitter.com/IEEFydOTLP
7,Ever wonder how your favorite song has the power to make you feel better when you're down?  https://upmc.me/2LEYHDq  #MusicMonday
8,Sue Mascia has sewn bags for patients in the inpatient rehabilitation unit at UPMC Passavant for the past four years. The bags are meant for patients who need to use a walker but also want to take items like phones and books with them.  https://upmc.me/2Li6dHZ  pic.twitter.com/2XJ0nWeKHI
9,Did the weekend mess up your sleep schedule? Get back on track with these tips. pic.twitter.com/46KdoVgogR
10,"Do you have severe, uncontrolled #asthma? You may be able to take part in a research study. Visit  https://goo.gl/34doyc  for details. @asthmainstitute pic.twitter.com/qIHMuSyOIy"
11,Keeping a refillable water bottle with you or adding some fruit can be a great way to drink more water this summer! https://upmchp.us/2LE3dlv 
12,One food serving may be less than you think. Eat smart this summer.  http://spr.ly/6014DUCmg  pic.twitter.com/5yxCLbgdOo
13,Do your nails always peel when they grow? https://upmc.me/2O6ALKG 
14,Dry skin is annoying. Learn how you can prevent it. https://upmc.me/2NCk0G2 
15,Do you know what a cold sore is? https://upmc.me/2LvQtAs 
16,Get facts about the keto diet. https://upmc.me/2JEXgD6 
17,You were right! Learn more about the sit-up myth. pic.twitter.com/GT6LenHcU0
18,"“Pittsburgh has the potential to be a global leader again, not in the steel mills, not in the mines, but in the hospitals and universities through those using their minds,” - Mayor Bill Peduto (@billpeduto).  https://upmc.me/2JGwGcK  #UPMCinnovates #H2P pic.twitter.com/N45rMMI1uo"
19,"""How @UPMC turned #Innovation into an Enterprise""Read the latest from @HealthLeaders here:  https://www.healthleadersmedia.com/innovation/how-upmc-turned-innovation-enterprise …#UPMCinnovates #hcldr #HITsm pic.twitter.com/ZnaRu2Z83b"
20,"Some of the places you may visit this summer that may make you vulnerable to #heatstroke, if you're not prepared. https://upmc.me/2zX4YJ2 "
21,"@HealthLeaders Tal Heppenstall, president of @UPMCEnterprises, joined @imjackobrien to discuss value-based care, #HealthIT, and how UPMC turned innovation into an enterprise.More from @healthleaders:  https://www.healthleadersmedia.com/innovation/how-upmc-turned-innovation-enterprise … pic.twitter.com/qSuyDv6XFy"
22,Get ready #Pittsburgh @KelOnAir @StarPittsburgh and I are teaming up again. 💞🎗💙 @UPMCHealthPlan @UPMC thank you for supporting us as we help young adults w cancer in Western PA. 🙏🏼🤗 pic.twitter.com/nVEkbI0s60
23,"Do you know the difference between #PalliativeCare and #hospice care? Kathleen O. Lindell, PhD, RN, from the @Simmons_ILD explains. #PulmonaryFibrosis https://twitter.com/pfforg/status/1019629452005961735 …"
24,"There's more than one kind of S.W.A.T. team! UPMC's S.W.A.T. nurses circulate among various locations, stepping in where they're needed. Do you think S.W.A.T. nursing could be the right career path for you?  http://bit.ly/2LgvstH  pic.twitter.com/95dtn7skI4"
25,Are sit-ups the key to a flat stomach? 🤔
26,"STAT ME14 on-the-pad at UPMC Presbyterian Hospital, part of the UPMC Trauma Care System, along with UPMC Mercy, UPMC Children’s Hospital of Pittsburgh, UPMC Hamot​, & UPMC Altoona. The system admits approx 11,500 adult trauma patients & 1,700 pediatric trauma patients annually! pic.twitter.com/w9bp2yI4lJ"
27,Online registration for the Violet Rippy 5K closes TONIGHT at 11:59PM! Don’t miss out on this great event 🦋@Simmons_ILD @UPMC Click Here to Register: https://runsignup.com/Race/PA/Pittsburgh/VioletRippy5K …
28,"Sometimes, your belly may feel bigger after a meal. Don't panic! It's probably just bloat and it's totally normal. https://upmchp.us/2O0Jo9y "
29,Learn about the health benefits of acai berries.  https://upmc.me/2Jz9jl6  pic.twitter.com/5lfmhlT2Yh
30,Is bone broth really that healthy? #WellnessWednesday https://upmc.me/2LnjQF4 
31,Today is the grand opening of Matt's Maker Space at @ChildrensPgh . Learn about Matt's story from his mom Noelle.  https://upmc.me/2tYEgJQ  #UPMCLifeChangers pic.twitter.com/2AmnW178WA
32,"Today, UPMC Children’s Hospital of Pittsburgh unveils Matt’s Maker Space, a new space specifically designed for Maker and STEAM (science, technology, engineering, arts and mathematics)-related programming. pic.twitter.com/ChhBoAdgFz"
33,Can you avoid getting sick after traveling? #TravelTuesday https://upmc.me/2Lc1Bmb 
34,"Today’s moms-to-be are more likely than women from their mothers’ generation to become depressed while pregnant, a study suggests. Dr. Priya Gopalan, chief of psychiatry at UPMC Magee-Womens Hospital, weighs in.  https://upmc.me/2mnSfp5  via @FoxNews pic.twitter.com/ejejhyFiTA"
35,Did you know there are three types of venomous snakes in Western PA? #WorldSnakeDay https://upmc.me/2La49Bh 
36,What to do if you're bitten by a snake 🐍 via @MrYukPgh #WorldSnakeDay https://upmc.me/2uFfoHz 
37,You were right. Stress can cause acne. Here's what you can do to help prevent that.  https://upmc.me/2zLI9YO  https://twitter.com/UPMC/status/1016740194702290946 …
38,You'd never guess that this sloppy Joe is actually vegan. pic.twitter.com/37xLmr3soz
39,@amazon Taking part in #PrimeDay? Support Women's Health while you shop! Use this link and @Amazon will donate a portion of the purchase price to @Magee_Womens:  https://smile.amazon.com/ch/25-1462312  pic.twitter.com/ByokC7mtfS
40,Happy National Gummy Worm Day! pic.twitter.com/VpOsC5MF1H
41,Learn how stress affects your brain. https://upmc.me/2LbQEky 
