,0
0,Three phases of a career development award ⁦@vahsrd⁩   -Rich Nelson Enjoy the rainbows. pic.twitter.com/Ix6NvFqZ92
1,"Wait, so next week we lose the @AHRQNews Quality Measures Clearinghouse and now the guidelines too?? C’mon, this is not even rounding error in the budget!  https://www.qualitymeasures.ahrq.gov  https://twitter.com/choo_ek/status/1017573722314629120 …"
2,The elimination of Agency for Healthcare Research & Quality's  National Guidelines Clearinghouse health care is another astonishing and unconscionable blow for access to scientific information. https://thebea.st/2LdQhTj 
3,Every year the @UCSF  Senate recognizes four outstanding faculty with the Distinction In  Mentoring (DIM) and the Distinction In Teaching (DIT) Awards. Read the  post-event summary here:  https://bit.ly/2NORcva  @CMangurian @geri_doc @UCSFMedicine
4,Today is World #Benzodiazepine Awareness Day. Share your stories! #worldbenzoday @WorldBenzoDayFurther details can be found here: http://w-bad.org/ 
5,"Fantastic work by @LenaKMakaroun: for better quality of life, avoid transitions in the last 3 days of life, especially between nursing homes and the hospital. More evidence these late transitions are burdensome https://twitter.com/agsjournal/status/1015088183711694850 …"
6,"A THREAD:  I’ve been waiting 3 and a half years to post this particular story because it’s one that is dear to me. Originally I had posted this back in April, but due to the privacy laws here in UT that protect children who are in states custody, I was asked to take it down"
7,"#340B Program needs fixing, not scrapping. It does help true #SafetyNet #Hospitals like @Parkland - the intended purpose of the policySee @walidgellad @NEJM perspective for nice summary of this complex policy issue@ahahospitals https://www.nejm.org/doi/10.1056/NEJMp1716139 … https://twitter.com/Parkland/status/1017145703859093504 …"
8,A move from disease-based care to patient goals directed care! https://twitter.com/PtPriorities/status/1017026947954683904 …
9,"""I arise in the morning torn between a desire to improve the world and a desire to enjoy the world. This makes it hard to plan the day."" E.B. White"
10,"If a patient with a Foley catheter has WBCs, bacteria +/- nitrites in their urine, it means they have a Foley catheter. #TipsForNewDocs"
11,"On Wednesday, July 25, learn how pharmacists in a community setting can address medication-related harm. Drs. Lisa McCarthy and Clara Korenvain are the hosts of the webinar, “Community pharmacists: partners in #deprescribing” Register here:  http://ow.ly/EPCI30kUfMm  pic.twitter.com/5xD5wjElaq"
12,Great analysis of a interesting study with a cart before the horse problem. Diagnosing 3% more asymptomatic elderly pts with afib does not help me as a PCP decide if they would benefit from anticoagulation...but it will probably help Janssen (study funder) sell more  rivaroxaban. https://twitter.com/CBGood23/status/1016860490197340160 …
13,Saw this in @washingtonpost too. I provide care to older adults & people with disabilities I want them to know all options they have for coverage. How can we expect people to make informed choices if they can’t see the info? Esp. With navigation centers funding cut? @CMSGov https://twitter.com/cnn/status/1017393164615929857 …
14,"For more information on the #deprescribing research repository hosted through ResearchGate, contact deprescribing@bruyere.org or go to:  https://www.researchgate.net/project/Deprescribing-Research-Repository … and message Frank Moriarty or Wade Thompson and ask to be added to the group."
15,Ever wondered which meds take the biggest bite out of Medicare Part D budgets?  See below. Key point: specialty meds are major drivers of increased spending.   https://onlinelibrary.wiley.com/doi/abs/10.1111/jgs.15443?campaign=wolearlyview … @AGSJournal pic.twitter.com/hrieOySnFF
16,Older adults cared for by female internists have lower mortality than those cared for by male internists.  Much to learn from this.   https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2593255?utm_source=silverchair&utm_medium=email&utm_campaign=article_alert&utm_term=mostread&utm_content=olf-widget_07092018 … pic.twitter.com/3J4DoAzdyd
17,"I love it when my patients do this! Gives me, so much insight into who they were/are and helps me reframe the patient -- as I think we often define them as who they are in the hospital, not who they are as individuals prior to hospitalization #JHMChat https://twitter.com/hmkyale/status/1016497230705057798 …"
18,Impressive study by @s_persell - EHR-based tools and nurse-led medication tx mgmt did not improve BP & related outcomes in ambulatory care. Intervention focused on med rec & med understanding. Key may be to focus on non-rational drivers of med use.  https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2686407?utm_source=silverchair&utm_medium=email&utm_campaign=article_alert-jamainternalmedicine&utm_content=olf&utm_term=070918 … pic.twitter.com/53QHfFD1z9
19,The @UCSF Center for Vulnerable Populations is excited to announce Dr. Margot Kushel @MKushel as our new incoming Director. So much ❤️for our co-founders Dr. @KBibbinsDomingo & Dr. Dean Schillinger for their vision to improve health & reduce disparities in at risk communities. pic.twitter.com/JWlFu3pYmY
20,"Sign up for the Bruyère Deprescribing Guidelines Research Team’s webinar “Community pharmacists: partners in deprescribing” by Drs. Lisa McCarthy and Clara Korenvain, July 25. Learn how pharmacists in community settings can tackle medication-related harm http://ow.ly/s25i30kMso2 "
