,0
0,"Honored and excited to see our #KidneyCancer study @UMichPath featured on the cover of 30th year/issue of @ModernPathology , official journal of @TheUSCAP  https://www.ncbi.nlm.nih.gov/m/pubmed/28840857 … @UMRogelCancer @sska_path @MLabsUM pic.twitter.com/taJsLK99Ku"
1,"A: Rhabdoid tumor of kidney (RTK). AGGRESSIVE! Infants (median: ~1 yr). Discohesive; large cells w/eccentric large vesicular nuclei, big nucleoli; +LVI. IHC: -INI1; patchy +EMA/CK. Molec: hSNF5/INI1 inactivation on 22q11; germline a/w concurrent RTK & AT/RT. #UMichPath #PediPath pic.twitter.com/eNKoLgPd6U"
2,Our newest issue of Inside Pathology is out and it's all about patient-focused pathology. Read the feature article about our Patient and Families Advisory Council here:  https://www.pathology.med.umich.edu/news/629 You can also download the magazine as a PDF:  https://www.pathology.med.umich.edu/static/apps/InsidePathology/InsidePathology2018.pdf … #UMichPath pic.twitter.com/kUaizUGsax
3,"#Microtubules in a human MDA-231 cell (interphase). Highly dynamic! #Spinning_Disk_Microscopy, #cell_biology pic.twitter.com/EMHKZM0wI3"
4,Croatia 🇭🇷 is one of the smallest nations to ever reach the #WorldCupFinal #CROFRA  http://wef.ch/2md6bCh  pic.twitter.com/3XOYA3Y8ZY
5,"🔬 Pediatric #Pathology, Day 5➡️ What’s your #DailyDx of this proximal extremity mass from a teenager?➡️ With what genetic aberrancies are these associated?➡️ We’ll tweet the answers and some quick facts tomorrow! #UMichPath #PediPath pic.twitter.com/izgIUuNugB"
6,"Histopathology of psoriasis: Hyperkeratosis, uniform acanthosis with elongated rete ridges, focal loss of granular layer, suprapapillary thinning over elongated dermal papillae, perivascular infiltrate with occasional neutrophils. #PathElective @kmirza  http://www.pathologyoutlines.com/topic/skinnontumorpsoriasis.html … pic.twitter.com/Iya48kVKmz"
7,Malakoplakia of the urinary bladder with histiocytic infiltrate and MG bodies (concentric basophilic inclusions)- one of the highest number of MG bodies I have seen in any case! #bladder #Pathology @UMichPath pic.twitter.com/pSE0odryFB
8,"🔬 Pediatric #Pathology, Day 2➡️ What’s your #DailyDx of this abdominal mass?➡️ With what syndrome(s) are these related?➡️ We’ll tweet the answers and some quick facts tomorrow! #UMichPath #PediPath pic.twitter.com/XGZxRE47Mn"
9,🔬 #DailyDx theme this week: Pediatric #Pathology➡️ What’s your diagnosis of this soft tissue mass?➡️ What testing would you order to confirm?➡️ We’ll tweet the answers and some quick facts tomorrow! #UMichPath #PediPath pic.twitter.com/LmB6t5miXJ
10,LEIOMYOSARCOMA. IHC: H-caldesmon. NB: tumour arising from the wall of a mid-sized vessel; vague fascicular pattern; nuclear pleomorphism and mitotic activity. pic.twitter.com/A4hbmuOxqK
11,EWING SARCOMA. IHC: ERG. NGS: EWSR1-ERG. NB: diffuse strong immunoreactivity for ERG frequently characterizes the subset of Ewing sarcoma with an ERG fusion partner (PMID: 22766791). pic.twitter.com/oY3Nwb2Z3W
12,"🚨 Save the Date 🚨🔬New Frontiers in Pathology Conference🔬📅 Sep 27-29, 2018📍Ann Arbor, MIAt this 2.5-day symposium participants will gain a better understanding of new methods of diagnosis using current tools & information technology. https://www.pathology.med.umich.edu/newfrontiers  #NFPath2018 pic.twitter.com/9yeywBvUc0"
13,Metastatic adrenocortical carcinoma (bottom-right) in the liver (top left) in a young female patient-characteristic nuclear features including nuclear stippling #pathology @UMichPath pic.twitter.com/Sh1AILeibM
14,Frequent PD-L1 Protein Expression and Molecular Correlates in Urinary Bladder Squamous Cell Carcinoma  https://buff.ly/2KIkzND 
15,Looking forward to your study in print! @henning_reis @whynottwitgu https://twitter.com/henning_reis/status/1014785831490523136 …
16,Our new study @EUplatinum shows 65% of pure squamous cell ca of urinary bladder demonstrate PD-L1 expression(compared to only 20% of conventional UCA)-potential implication forthis aggressive cancer in termsof #Immunotherapy @UMichPath @UMichUrology @UMRogelCancer #BladderCancer pic.twitter.com/YuAxqwKoGs
17,"Pancreatic insulinoma, a functionally active, well-differentiated pancreatic neuroendocrine tumor that produces clinical symptoms of hypoglycemia due to inappropriate secretion of insulin #NeuroendocrineTumor #NeuroendocrineCancer #PNET #GIPathology #Pathology #PancreaticCancer pic.twitter.com/4mIvMKmUz5"
18,Nice magnification loops! Thanks! https://twitter.com/kriyer68/status/1013988372140789761 …
19,"Ooooh, classic case for #pathboards https://twitter.com/drmehrarohit/status/1013846415905316867 …"
20,🔬 This week's #DailyDx theme: Soft Tissue #Pathology➡Day 1: What's your diagnosis of this mass?➡ We’ll tweet the answer and some quick facts tomorrow! #UMichPath #BSTPath pic.twitter.com/MFOy1Ips8n
21,"Neuroblastoma is the most common ""extracranial solid tumor of children."" Differentiating subtype has >5% ganglionic-appearing neuroblasts, Schwannian stroma-poor but usually neuropil-rich, and usually low mitotic-karyorrhectic index. #pedipath pic.twitter.com/GNSHNNjCQS"
22,Canning: Gonadoblastoma can occur as early as 5 months in patients with Turner Mosaic with Y chromosome material. Consider early gonadectomy for all abdominal #gonads. http://ow.ly/ZLOq30kIi7Q 
23,"perfect case of malakoplakia#PathTip: I'll often get queried about if PAS/VonKossa should be tried to pick up possible malakoplakia.....remember: only worthwhile chasing when histiocytes are PINK on H&E, not pale/clear https://twitter.com/drmehrarohit/status/1013846415905316867 …"
24,Malakoplakia of the urinary bladder with histiocytic infiltrate and MG bodies (concentric basophilic inclusions)- one of the highest number of MG bodies I have seen in any case! #bladder #Pathology @UMichPath pic.twitter.com/pSE0odryFB
25,Excellent update & review! #testis #Cancer @Pathologists @ArchivesPath #Pathology https://twitter.com/pathologists/status/1013414170572787714 …
26,"All you uro oncs! 🧐 check out our brand new 2nd issue at  https://euoncology.europeanurology.com/current  featuring #pcsm #blcsm #kcsm Multiple disciplines, one goal! @Uroweb @EUplatinum @Els_Urology @ELS_Oncology pic.twitter.com/t4lw3bqzVo"
27,Somatic Bi-allelic Loss of TSC Genes in Eosinophilic Solid and Cystic Renal Cell Carcinoma  https://buff.ly/2MvEi3A  pic.twitter.com/x7bia1tzrF
28,"PUBLICATION: @drmehrarohit and others from #UMichPath @UMRogelCancer #MCTP #ChinnaiyanLab author ""Somatic Bi-allelic Loss of TSC Genes in Eosinophilic Solid and Cystic Renal Cell Carcinoma"" in @EUplatinum  https://www.europeanurology.com/article/S0302-2838(18)30432-9/fulltext … #MCTP #ChinnaiyanLab pic.twitter.com/JvPDBMziQR"
29,"Cribriform basal cell hyperplasia of prostate with blue mucin (+basal cell markers on PIN4)- easy to overcall as cribriform adenocarcinoma #prostatecancer #pathologists #pathboards @UMichPath Not all blue mucin in prostate=cancer, not all cribriform lesions in prostate =cancer pic.twitter.com/8L9cteU9yc"
30,🔬 H&E #HemePath #DailyDx Day 4: ➡️ What’s your #DailyDx of this blood smear? ➡️ What molecular alteration(s) are associated with a good prognosis? A poor prognosis? ➡️ We’ll tweet the answers and some quick facts tomorrow! pic.twitter.com/H5GNksh1xc
31,"34, female, ovarian mass...Small cell carcinoma, hypercalcemic typeAssociated with rhabdoid tumor predisposition syndrome (SMARCA4 germline mutation). Increased serum calcium and poor prognosis. pic.twitter.com/DQSlcAMuf2"
32,Active Surveillance for Low-risk #ProstateCancer : The European Association of Urology Position in 2018   https://buff.ly/2lBCpGZ  #VisualAbstract @Uroweb pic.twitter.com/wVfbq6oD7O
33,Fresh study from Dr. Hikmat Al-Ahmadie @whynottwitgu & colleagues @MSKPathology @sloan_kettering - focus: intratumoral heterogeneity of ERBB2 amplification and HER2 expression in micropapillary urothelial carcinoma #gupath #bladdercancer link here:  https://www.ncbi.nlm.nih.gov/pubmed/29601842  pic.twitter.com/EgHOwGvbua
34,Thanks for your contribution! https://twitter.com/slusagar/status/1012131904722649088 …
35,🔬 H&E #HemePath #DailyDx Day 3: ➡️ What’s your #DailyDx of this blood smear? ➡️ What molecular alteration is common in this neoplasm? ➡️ What clinical condition requires rapid recognition of this neoplasm? ➡️ We’ll tweet the answers and some quick facts tomorrow! pic.twitter.com/bwC965nbdw
36,"🔬 H&E #HemePath #DailyDx, Day 1:➡️ What’s your #DailyDx of this blood smear?➡️ What IHC pattern would you expect in the bone marrow?➡️ What molecular alterations are common in this neoplasm?➡️ We’ll tweet the answers and some quick facts tomorrow! #UMichPath pic.twitter.com/edt2Lk4nuH"
37,"Embryonal Rhabdomyosarcoma - Paratesticular location in young patients. Small round blue cells or spindle, cellular and less cellular areas, skeletal muscle differentiation (MYOD1 positive seen here). #GUpath pic.twitter.com/oN51hfUK64"
38,"Mixed epithelial &stromal tumor (MEST)of kidney in middle aged female-solid &cystic,fibrous/sclerotic/ovarian stroma,cystic component with flat/hobnail/cuboidal/columnar epithelium,stroma ER+PR+,majority benign with rare malignant phenotype @UMichPath #KidneyDisease #pathology pic.twitter.com/To4Z4rFJZm"
39,Extensive involvement of periurethral ducts by prostate cancer (intraductal growth pattern)- somewhat uncommon but classic! #prostatecancer @UMichPath #pathology pic.twitter.com/oJp8tJ3CP2
40,#WhyPathologistsMatter https://twitter.com/Doc_B_to_the_B/status/1011363389476671493 …
41,@UMichUrology's own Dr. Alon Weizer and @montrose52 served as authors on a landmark study comparing robotic radical cystectomies with open radical cystectomies. The study was published in @TheLancet. https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30996-6/fulltext …
42,Nice case! https://twitter.com/uabpathology/status/1010151234446282752 …
43,"🔬 H&E #GUPath #DailyDx, Day 5:➡️ What’s your #DailyDx of this bladder lesion?➡️ What IHC pattern would you expect in this lesion?➡️ We’ll tweet the answers and some quick facts tomorrow! #UMichPath pic.twitter.com/ngk5uIKoM1"
44,"Modric put the game away with a beautiful strike against Argentina, earning him Goal of the Day honors! pic.twitter.com/t5zJ8uNrfP"
