,0
0,Manhattanhenge 2018 pic.twitter.com/Uh1EXgPBNY
1,Getting ready for 4 pm EST Dr. radio channel 110 @NYUDocs @nyulangone to discuss #nutrition and gut health with #superstar #dietician @AlannaCabrero pic.twitter.com/APXWZrAvVo – at NYU Langone Medical Center
2,"The ACG Institute proudly introduces a new Young Physician #Leadership Scholars Program: ""Elevating great doctors into great leaders.""  Co-Directors Dr. David Hass and Dr. Mark Pochapin.  Application deadline = July 13th. Learn more:  https://bit.ly/2JeOccy  #gastroenterology pic.twitter.com/iqumLQ7e0g"
3,@DrJordanAxelrad @DrRitaKnotts Excited to welcome #superstars @drritaknotts and @drjordanaxelrad to @nyulangone GI! #DDW18 pic.twitter.com/UiwJQ0PQL6
4,Congrats to these terrific future leaders @DDWMeeting #DDW2018 https://twitter.com/petersliang/status/1002990769731440640 …
5,Tune in to @NBCNews tonight with @rehemaellis to discuss @AmericanCancer #ColorectalCancer screening now starting at age 45 @AmCollegeGastro @DDWMeeting @nyulangone pic.twitter.com/JER8BLCEUE
6,What is a child’s smile worth?  Ask “Spot” #SpotTheDog outside of the new children’s hospital @nyulangone.  Spot is the worlds largest #TherapyDog and is balancing a real NYC #Taxi pic.twitter.com/LOVFaMbkZy
7,So true! https://twitter.com/jsekharan/status/992842844988624896 …
8,"#wendywalk demonstrates that we can overcome any disease with love, commitment and dedication #sarcoma #liposarcoma pic.twitter.com/FXQ2iWKVo6 – at Tavern on the Green"
9,One of the most important #leadership messages.#clinicalwellbeing @nyulangone pic.twitter.com/RwrDmUa1ma
10,"Giving #leadership talk today @nyulangone. What I tell every student, resident, fellow and faculty member. #Reach4TheStars pic.twitter.com/v2mmPX0swx"
11,"What a privilege to host the #Rockstars of Transplantation @NYUDocs @nyulangone @NNDagher ,Dr. Robert Montgomery, Dr. Zachary Kon, Dr. Nader Moazami pic.twitter.com/IOa5kYdccm – at NYU Langone Medical Center"
12,It is so important to advocate for our patients! https://twitter.com/amcollegegastro/status/986968545597775873 …
13,On the air with @levinemd @NYUDocs #DrRadio discussing #ovariancancer @nyulangone pic.twitter.com/NVSBoijHd5
14,Thank you to the leadership of @AmCollegeGastro for participating in a special #DrRadio #ColorectalCancer broadcast on @SIRIUSXM @NYUDocs @nyulangone. Together we can prevent this disease and save lives! https://twitter.com/amcollegegastro/status/976943563417313280 …
15,"For 20 years, Katie has been advocating for #Colorectalcancer screening. #CouricEffect #KimmelEffect #livessaved @katiecouric https://twitter.com/katiecouric/status/976567599185108992 …"
16,"Listen to #ColorectalCancer special on #DrRadio @NYUDocs March 22, 4-6 PM EST.  Call in and speak to the leadership of @AmCollegeGastro about colon cancer.  Channel 110 @SIRIUSXM @nyulangone pic.twitter.com/r90g2HlA5C"
17,I feel so grateful to be part of @AmCollegeGastro and partner with @FightCRC to eradicate #ColorectalCancer #coloncancerawarenessmonth https://twitter.com/danielleisb/status/976088475714883585 …
18,One life saved is saving the world. LET'S SAVE THE WORLD!Cheers to @MarkPochapin and the physicians at @AmCollegeGastro who are ccontinuing save the world!#conc2018 #80by2018
19,We must ask our younger patients about their family history of cancer:  30-40% of the new cases of young colorectal cancer have a family history of cancer. We can do better!  #coloncancerawarenessmonth @nyulangone https://twitter.com/gastrogirl/status/974060085919051776 …
20,I couldn’t agree more.  #hippocrates was a smart guy! https://twitter.com/amelre/status/972506850137698311 …
21,"In this video @katiecouric offers advice about #coloncancer for all of us, no matter our age. WATCH  http://goo.gl/sNE8kB ☑️ Age 50+? #GetScreened☑️ Under 50? Tell someone who needs screening to get screened☑️ All ages: know the symptoms #ColorectalCancerAwarenessMonth pic.twitter.com/oIWh4tvvKS"
22,Cure #ibd #BigGutIBD18 . Treating #ibd is #teamwork @MarkPochapin @NYUDocs pic.twitter.com/QwJFAuQN86
23,"Great panel discussion regarding the treatment of #IBD at #BigGutIBD18. There are so many new options and treatments, the key is having specialists comfortable with IBD treatment and follow up and patients willing to accept #biologics for long term therapy @nyulangone pic.twitter.com/3uDIlxy90L – at NYU Langone Medical Center"
24,"According to Dr. Lisa Malter, #IBD patients, especially those on immunosuppressant medication, should be aware of an increased risk of #melanoma #BigGutIBD18 @nyulangone"
25,According to @DrCoreySiegel too many patients are on #steroids for #IBD and need to discuss #biologics with their doctors. #BigGutIBD18
26,"Thank you @FezaRemziMD @DrCoreySiegel @IBDMD Dr Lisa Malter, Dr David Hudesman and Michael Osso @CrohnsColitisFn for a terrific #ChiefRounds on #IBD #DrRadio @NYUDocs @nyulangone https://twitter.com/fezaremzimd/status/971890774878097409 …"
27,Do YOU know what month it is?  Let’s see if Dr. Andrew Dikman @nyulangone knows.  #ColonCancerAwarenessMonth #coloncancer pic.twitter.com/AYIZu5Wwz0
28,2/2 Yet more great #DressInBlue Day pics from across @nyulangone sites to promote #ColorectalCancerAwarenessMonth Let's get everyone screened! @MarkPochapin pic.twitter.com/VzBRXGXFPr
29,#shareyourscreen to raise awareness of colorectal cancer screening.  I now lchallenge @FezaRemziMD @SophieBalzoraMD @mlatorremd @AustinChiangMD @DrLaPook @katiecouric to do the same pic.twitter.com/TCHB5KGCmT
30,Thank you @DrLaPook.  This is quite a complement coming from an Emmy award winning medical correspondent! https://twitter.com/drlapook/status/969796368633122816 …
31,"Video of the Week: Dr. Mark Pochapin’s 2017 Emily Couric Memorial Lecture: #Polyps, Prevention, and Progress @MarkPochapin  http://acgblog.org/2018/02/28/video-of-the-week-mark-b-pochapin-md-facg-delivers-the-emily-couric-memorial-lecture-colon-cancer-polyps-prevention-and-progress/ … #ColorectalCancerAwarenessMonth #ColorectalCancer #ColonCancer #CRCSM pic.twitter.com/UNe1T8D06p"
32,#DressInBlueDay @nyulangone with the best fellows around! #ColonCancerAwarenessMonth pic.twitter.com/rYnALiB8pA
33,The @nyulangone GI Fellows sharing an important message on #DressInBlueDay for #ColonCancerAwarenessMonth pic.twitter.com/TD9wFTmkc1
34,#Colonoscopy is nothing the be afraid of.  Watch this video from a few years ago of a colonoscopy on @HarrySmith with @katiecouric making sure that I did not miss any polyps!  #ColonCancerAwareness  https://www.youtube.com/watch?v=zLAPQdlXgdU&sns=tw … via @YouTube
