,0
0,Probably has interesting applications to medicine on how to restructure care to when the mind is fresh. What surgical cases to start first? What patients to discuss first on rounds?
1,How does time of day affect productivity?Analysis of 2 million students quasi-randomized to class schedules -> having math or english in AM vs afternoon increases GPA & state test scores a lot: effect size ~ 1/4th st dev increase in teacher quality https://www.mitpressjournals.org/doi/abs/10.1162/REST_a_00525 … pic.twitter.com/voCHRfWe4J
2,"Did exposure to Hurricane Katrina lead to a REDUCTION in mortality? Fascinating @nberpubs study by Deryugina & Molitor shows that mortality for Medicare patients previously living in New Orleans fell, owing to displacement to lower mortality regions. http://www.nber.org/papers/w24822  pic.twitter.com/HdfS26dzOm"
3,"This is an offensive against worldwide Biotech innovation, US Health care and US Higher-Education. (@AnupamBJena will write the @NEJM paper) https://twitter.com/OnlyInBOS/status/1017030749222916096 …"
4,Fascinating studyIn Vaccines We Trust? The Effects of the CIA's Vaccine Ruse on Immunization in Pakistan cc @monicambravoJuly 2011 Pakistani public learns of CIA vaccine campaignLent credibility to Taliban-spread vax conspiracy theoriesVax rates fall http://www.cemfi.es/~martinez-bravo/mmb/Research_files/MS_Vaccines.pdf … pic.twitter.com/A2uggZCCeQ
5,This is classic. https://twitter.com/de1ong/status/1015046832525676544 …
6,@Medscape @DrJohn Ex post dead versus ex ante dead. @AnupamBJena @drjohn @sara_rm84  https://www.medscape.com/viewarticle/898994?src=soc_tw_share … via @medscape
7,Impressive preliminary evidence of successful nudging in the context of cardiac disease. @jflier @AnupamBJena @kevin_volpp http://www.ideas42.org/blog/project/sticking-statins/ …
8,New piece by @DrSarahWakeman & @ml_barnett in @NEJM on a topic whose title speaks for itselfPrimary Care and the Opioid-Overdose Crisis — Buprenorphine Myths and Realities https://www.nejm.org/doi/full/10.1056/NEJMp1802741#.Wz5cEk9U58g.twitter …
9,"""While the best available estimates uggest malpractice accounts for less than 5% of overall health care spending, these estimates may be too low.""  https://dooz.us/2MGFHFj  @LisaRotenstein @AnupamBJena"
10,"Police killings of unarmed black men lead to worse mental health in following months. Fascinating @TheLancet study by @JacobBor @Atheendar Tsai & Williams. No effect on whites, on pre-shooting mental health, of non-black shootings, of armed shootings. https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)31130-9/fulltext?utm_campaign=lancet&utm_content=73359796&utm_medium=social&utm_source=twitter&code=lancet-site …"
11,"Depends on what type of conferences...apparently attendance at cardiology conferences has large (beneficial) effects on health and health care, or so I hear... https://twitter.com/sacjai/status/1009666464461225985 …"
12,"My interview with incomparable Gurpreet Dhaliwal, who approaches diagnostic reasoning with rigor of an Olympic athlete  http://bit.ly/2K7zGjn  Includes his insights on Dr. House, @cartalk, why kindness is key to dx, & whether #AI will replace MDs @Gurpreet2015 @UCSF @UCSFMedicine"
13,The Anatomy of Physician Behavior- terrific piece by @AnupamBJena and @LisaRotenstein - much prior thinking has missed the boat. These folks are on it! https://twitter.com/anupambjena/status/1009402572468350977 …
14,"Couldn't agree more. Physician behavior remains a ""black box"" in medicine. The only thing worse than not understanding is assuming we do. How can we design policies attempting to change physician behavior without understanding it? Great piece @AnupamBJena and @LisaRotenstein https://twitter.com/AnupamBJena/status/1009402572468350977 …"
15,"The predominant public discourse focuses on payment incentives and the impact of the fee-for-service system as what affects physician behavior, but fee-for-service is not the only entity we should focus on. #FFS @LisaRotenstein @AnupamBJena  http://www.healthaffairs.org/do/10.1377/hblog20180618.721948/full/ …"
16,"Check out our new Health @Health_Affairs Blog piece where @AnupamBJena and I discuss the numerous factors beyond fee for service payment that influence physician behavior, and why we should be paying attention https://www.healthaffairs.org/do/10.1377/hblog20180618.721948/full/#.Wyo-GXerCwQ.twitter …"
17,"This is a discussion definitely with having — while financial incentives may play a role esp for some physicians, other factors at play. https://twitter.com/anupambjena/status/1009402572468350977 …"
18,"Why does this matter?Many efforts to fixing health care focus on fixing FFS, ‘Aligning incentives’. That’s fine and makes sense. But it also makes sense to understand more deeply what is the anatomy that drives physician decisions and to target that pathology directly."
19,"-Risk aversion and how docs deal with uncertainty. This is critical. A lot of decisions are driven by fear of the unknown, not direct financial incentives. -Insulation from costs. Doctors don’t bear the costs of the tests they order, and often aren’t even aware."
20,"A lot of factors influence how doctors may think and the decisions they make. -Where & how they trained. Some studies suggest if you trained in a high utilization place, those practice patterns continue-Malpractice fears. Estimates put this at 2-5 percent that may be too low"
21,"Most PCP offices don’t actually get paid for the costly services that ensue from doctor decisions, like MRIs, CTs, specialist consults. If the PCPs aren’t paid for these sometimes low value services, it’s hard to argue that financial incentives drove those decisions."
22,Dartmouth studies show large variation in FFS Medicare across patients that are arguably similar (at least more similar than not). The fact that doctors who are all paid same way (FFS) have such different utilization suggests it’s something about doctors not the payment mechanism
23,"It’s Time To Rethink The Anatomy Of Physician BehaviorOur @Health_Affairs blog piece where @LisaRotenstein & I argue that the fee for service payment system, while not ideal, IS NOT the main culprit driving waste in U.S. health care. Thread for why... https://www.healthaffairs.org/do/10.1377/hblog20180618.721948/full/#.Wyo-GXerCwQ.twitter …"
24,"Do NBA coaches at high risk of termination under-invest in long-term prospects? New @nberpubs study shows that rookie playing time (a risky, long-term investment for a team) is lower when coaches are at risk of termination and perhaps more risk averse. http://www.nber.org/papers/w24708  pic.twitter.com/bmEhHY3nJQ"
25,Increases in deportation fear lead to reduced use of safety net services. Interesting new @nberpubs study by Alsan and Yang. http://www.nber.org/papers/w24731  pic.twitter.com/64iPZY9Jkq
26,A lose-lose proposition: how society suffers when women physicians are mistreated or discriminated against. @LisaRotenstein @AnupamBJena https://www.nejm.org/doi/full/10.1056/NEJMp1801164 …
27,"My and @AnupamBJena's new piece in NEJM discussing what we lose as a society - in terms of patient outcomes, scientific discoveries and more - due to gender discrimination in medicine https://www.nejm.org/doi/full/10.1056/NEJMp1801164#.WyGH7yG_32Y.twitter …"
28,Impressive @NEJM  trial to reduce smoking by @ScottHalpernMD @kevin_volpp -Cost to quit ~ $3000 w/ financial incentives is a steal -Seems that much larger incentives would still be very CE & could have huge impact https://www.nejm.org/doi/full/10.1056/NEJMsa1715757#.WyG9Wuj52EI.twitter …
29,"2/2How many fewer discoveries occur bc of systematic gender bias? Eg how many lost Helen Taussigs?And how might patients be affected?Given research by @ytsugawa1 @ashishkjha and others, this has implications for patient care and outcomes too.Cc @choo_ek @FutureDocs"
30,"Lost Taussigs — The Consequences of Gender Discrimination in Medicine Our new piece in @NEJM led by @LisaRotensteinGender bias usually viewed as equity issue, which is true and important. But 'efficiency' losses to society are also large. 1/2 https://www.nejm.org/doi/full/10.1056/NEJMp1801164#.WyGH7yG_32Y.twitter …"
31,"Clinical management in nursing homes by economist @DavidCGrabowski “There’s this saying in nursing homes, and it’s really unfortunate: ‘When in doubt, ship them out...’ https://khn.org/news/medicare-takes-aim-at-boomerang-hospitalizations-of-nursing-home-patients/ …"
32,"Interesting @JAMACardio study on how state malpractice caps reduce invasive cardiac testing (25%), presumably reflecting less defensive medicine (ie docs less likely to recommend angiography for patients w/ chest pain when malpractice risk falls) https://ja.ma/2kVfZAv "
33,"Across a wide range of surgical and medical conditions, teaching hospitals do better than non-teaching hospitals—both for complex and non-complex patients. Great @Health_Affairs paper led by @LauraBurke20 @ashishkjha  https://www.healthaffairs.org/doi/10.1377/hlthaff.2017.1250 … pic.twitter.com/wSTNREmdHx"
34,#ThinkingDifferently #ACR2018. @AnupamBJena ends his presentation in sign - never seen that before. Highlighting that we all have different challenges - which we can overcome!#RadLeaders @RadiologyACR @CARadiologists
35,Awesome provocative session now underway at #acr2018. @AnupamBJena teaching us about thinking differently using natural experiments. pic.twitter.com/oM9VjNkbYp
36,"@AnupamBJena In #radiology, we must Think Differently 🤔 💭 Come learn more during @anupambjena’s Moreton Lecture- happening NOW at #ACR2018! pic.twitter.com/CXGTUHYNZt"
37,Looking forward to hearing @AnupamBJena unique perspective on #healthcare today as #ACR2018 Moreton Lecture http://ow.ly/2z6F30k1WWO 
38,New work with @citizeness @AnupamBJena in @AnnalsofIM - how can MDs use opioid history data in PDMPs to guide patient care? /1 http://annals.org/aim/fullarticle/2681796/patterns-potential-opioid-misuse-subsequent-adverse-outcomes-medicare-2008-2012 … pic.twitter.com/mcmjYKpjdi
39,Patterns associated with potential opioid misuse and adverse outcomes. @AnnalsofIM study by @citizeness @AnupamBJena @ml_barnett  http://bit.ly/2x32RC0 
40,"In @Health_Affairs, @amitabhchandra2 @RahulRajkumar11 & I explore the limits of thinking of ""patients as consumers"" when it comes to hospital care, and argue that reimagining ACOs as shoppers of bundled hospital care could promote more price competition  https://www.healthaffairs.org/do/10.1377/hblog20180515.520870/full/#.Wv7hbv9JALw.twitter … pic.twitter.com/JLDl4aqSyE"
41,"@USATODAY @netflix Today's the day: new #13ReasonsWhy streaming @Netflix & parents should handle with care. @AnupamBJena, @JoshGray_hit & @CassSunstein explain their research here: Doctor visits about suicidal thoughts rose with @13ReasonsWhy.  https://usat.ly/2ImpTJv  @usatoday @usatodayopinion"
42,"HMS’ @AnupamBJena and colleagues find that doctor visits for suicidal thoughts rose with the release of #13ReasonsWhy, something they say parents and health care providers should be aware of prior to Season 2 (via @USATODAY) https://www.usatoday.com/story/opinion/2018/05/17/13-reasons-why-doctor-visits-suicidal-thoughts-rose-first-season-column/563026002/ …"
43,"Graph from our @USATODAY piece on suicidal visits increasing among teens after first season 13 reasons why release. About 0.19% visits by teens were for suicidal ideation in both 2016/2017 Jan-March, increased to 0.27% of visits immediately following show https://amp.usatoday.com/amp/563026002#click= https://t.co/a9h66ITqo9 … pic.twitter.com/qTHiCjqGfv"
44,"From @AnupamBJena, @CassSunstein and @JoshGray_hit: Doctor visits about suicidal thoughts rose with ""#13ReasonsWhy."" Handle Season 2 with care. https://usat.ly/2k4i3W9 "
45,"As Season 2 of #13ReasonsWhy kicks off, important to be vigilant about teen safety.  Last season was associated with uptick in suicidal ideation across the @athenahealth network.  @AnupamBJena @CassSunstein https://usat.ly/2k4i3W9 "
46,"@USATODAY New research from @AnupamBJena, @JoshGray_hit & @CassSunstein that should concern parents: Doctor visits about suicidal thoughts rose with #13ReasonsWhy. Handle Season 2 with care.  https://usat.ly/2ImpTJv  @usatoday @usatodayopinion #SuicidePrevention #SuicideAwareness"
47,"3/3 Could these visits reflect teens seeking help (positive effect of show) vs more suicide contemplation?Yes, but prior work by @JohnWAyers & colleagues in @JAMAInternalMed shows google searches for how to commit suicide go up. Suggests our findings are worrisome, not reassuring"
48,"2/x These findings are relevant as season 2 of the show starts. Consistent with other studies of how media impacts behavior, eg our recent demonstration of faster driving after Fast and Furious movie releases https://mobile.nytimes.com/2018/01/30/upshot/do-fast-and-furious-movies-cause-a-rise-in-speeding.html …"
49,"Our new piece today in @USATODAY w/ @CassSunstein @JoshGray_hit shows increases in doc visits for suicidal ideation among teens immediately following @13ReasonsWhy season 1 release. Large increases, nearly 40%. 1/x Cc @JillDLawrence https://www.usatoday.com/story/opinion/2018/05/17/13-reasons-why-doctor-visits-suicidal-thoughts-rose-first-season-column/563026002/ …"
50,"New study by @EricApaydin @MWFriedberg - 30% MD gender income gap left unexplained after adj for total hrs worked, composition of work hrs, % patient care time spent on procedures, specialty, compensation type, age, yes practice, race, state, practice https://link.springer.com/article/10.1007/s11606-018-4462-2 …"
51,"There is a difference b/t HOW and WHY US drug prices are higher than rest of world. The HOW is easy: stronger bargaining via willingness to exclude drugs, use of CE thresholds, etc. But WHY is more difficult to answer. One economic explanation is that the US faces diff trade offs"
52,"US market is > 40% global profits which means pricing policy of US matters much more than individual EU member nations even though combined EU market would be on par. If you believe there is an innovation-access tradeoff, US faces it most saliently bc of its sheer mkt share"
53,"W/ new WH pricing proposal, my piece in @thehill on why US drug prices exceed prices in other countries w/ similar per capita income is relevant. 1/x http://thehill.com/opinion/healthcare/369727-us-drug-prices-higher-than-in-the-rest-of-the-world-heres-why …"
54,This is classic. I'm pretty sure there is a good @NEJM article buried somewhere in here. https://twitter.com/McGarryBE/status/994544328990232576 …
55,Glad @AnupamBJena will be joining #ACR2018 on 5/22 as our Moreton Lecturer! https://twitter.com/choo_ek/status/994774695672205312 …
56,"Another interesting finding on what unexpected factors influence scientific collaboration. Entry of Southwest plane routes associated w/ increased scientific collaboration, esp among junior scientists and those who are more productive than peers locally https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2764219 … pic.twitter.com/ZzSwnVEngQ"
57,"The new, interdisciplinary Behavioral Insights Project will use behavioral science to improve patient health and aid doctors' decision making @JeffreyFlier @CassSunstein @AnupamBJena  https://bit.ly/2wAjG7p  via @Harvard_Law"
58,Now isn’t this interesting...Hurricane caused cancellation of American poly sci assoc meeting and co-authorship among meeting attendees fell. Fewer high impact pubs originated and neg effects strongest for new or non-geographic collaborations. https://onlinelibrary.wiley.com/doi/abs/10.1111/ecoj.12566?campaign=woletoc … pic.twitter.com/X4APoEVpNz
59,"2012 APSA annual meeting cancelled due to hurricane --> ""in difference‐in‐differences analysis we find that the conference cancellation led to a decrease in individuals’ likelihood of co‐authoring an article with another attendant by 16%.""  https://onlinelibrary.wiley.com/doi/abs/10.1111/ecoj.12566?campaign=woletoc …"
60,"BTW, seeing a lot of 5am retweets. @CassSunstein has a good excuse (me too) but seeing a lot of doctor colleagues very active on Twitter in the early morning. First intervention will be a sleep nudge!"
61,W/ goal of using behavioral insights to improve provider / patient decision making & outcomes. Lots of help from ppl like @ml_barnett @raffasadun @robert_huckman @neel_shah @MWFriedberg @rwyeh @jasonwasfy & many others in need of nudging to join TwitterLooking for partners!
