,0
0,"John Trojanowski, Iqbal lifetime achievement award from @alzassociation, well deserved! Anyone who knows him knows he is far from done! @PennPathLabMed #AAIC2018 #AAIC18 #neuropathology #EndAlz pic.twitter.com/yX7SfZwzP0"
1,@PennMedNews Largest Genetic Database on Alzheimer’s Disease Now Open for Business:  https://www.pennmedicine.org/news/news-releases/2018/july/largest-genetic-database-on-alzheimers-disease-now-reopen-for-business … via @pennmednews cc @niagads
2,From Startup to Meltdown -- The Unraveling of Theranos:   http://knowledge.wharton.upenn.edu/article/the-secrets-and-lies-that-sunk-theranos/ … via @whartonknows
3,"In this video, the concepts, process, and uses of CAR T-cell therapy are explained. Read the full review article on chimeric antigen receptor therapy:  https://nej.md/2tPkmBW  pic.twitter.com/rakOyxZjMY"
4,One of our program graduates! @PennPathLabMed @david_b_roth2 @feldmanm30 @mlage @emma_furth @lendeschwartz https://twitter.com/SurgeonRetina/status/1019188590142685185 …
5,Congrats to @PennMedicine’s Avery Posey on his @CureSearch 2018 Young Investigator Award. Posey is one of only two recipients of the award nationally. He’s developing a CAR T therapy for neuroblastoma. RT @CureSearch https://twitter.com/CureSearch/status/1019227171557134337 …
6,A CAR-T bottleneck: Centers that collect patient cells feel crunch from growing demand:  https://www.statnews.com/2018/07/17/car-t-bottleneck-cell-collection-centers-feel-crunch/ … via @statnews
7,"""A Look Forward: Chimeric Antigen Receptor Therapy,"" N Engl J Med → https://dx.doi.org/10.1056/NEJMra1706169 …"
8,"Pathology is a natural home for physician scientists, allowing opportunities in basic and translational science as well as dry bench data science across a wide range of diseases. https://twitter.com/DanielRemick1/status/1019355347121655808 …"
9,"""Change in Diagnostic Criteria for Noninvasive Follicular Thyroid Neoplasm With Papillarylike Nuclear Features,"" JAMA Oncol →  https://dx.doi.org/10.1001/jamaoncol.2018.1446 …"
10,"""Epidermal Growth Factor Receptor Extracellular Domain Mutations in Glioblastoma Present Opportunities for Clinical Imaging and Therapeutic Development,"" Cancer Cell →  https://dx.doi.org/10.1016/j.ccell.2018.06.006 …"
11,"""MAFB enhances oncogenic Notch signaling in T cell acute lymphoblastic leukemia,"" Sci Signal → https://dx.doi.org/10.1126/scisignal.aam6846 …"
12,Precision CAR T-cells therapeutics video:  https://vimeo.com/278501309  via @ecancer
13,Swift Gene-Editing Method May Revolutionize Treatments for Cancer and Infectious Diseases:  https://nyti.ms/2NFU79b  via @nytimes
14,"@pennmed Born July 12, 1849, Bond Head, Ont Sir William Osler led a generation of young doctors away from the textbooks and directly to the bedsides of the afflicted. #CMHFLaureate @McGillMed @PennMed @HopkinsMedicine @UniofOxford  https://bit.ly/2w1WDR4  pic.twitter.com/eD1SUhuRGN"
15,"Rethinking Neurodegenerative Disease Treatment -- Target Multiple Pathological Proteins, Not Just One:  https://www.pennmedicine.org/news/news-releases/2018/july/rethinking-neurodegenerative-disease-treatment-target-multiple-pathological-proteins …"
16,@RareDR Targeting Multiple Pathological Proteins May Be Key to Treating Neurodegenerative Diseases:  https://www.raredr.com/news/targeting-multiple-pathological-proteins-may-be-key-treating-neurodegenerative-diseases … via @raredr
17,National Medical Laboratory Professionals Week recognizes and celebrates medical laboratory professionals and pathologists who play a vital role in every aspect of health care:  https://www.pennmedicine.org/news/internal-newsletters/hupdate/2018/july/lab-medicine-professionals-playing-a-vital-role-in-health-care …
18,6 days to Business of Regenerative Medicine @PennMedicine We're excited about all star line up of speakers.  Registration still open  but limited  #celltherapy #immunotherapy #regenmed  http://www.med.upenn.edu/brm2018/  pic.twitter.com/mFaY65OZ22
19,"New EHR-Phenolyzer Seeks to Automate Linkage of Genomic, Phenotypic Data:  https://www.genomeweb.com/informatics/new-ehr-phenolyzer-seeks-automate-linkage-genomic-phenotypic-data … via @GenomeWeb"
20,Dramatic before-and-after images of 8 men with widespread metastatic #prostatecancer who underwent treatment with cutting-edge technology has been awarded the 2018 Image of the Year from @SNM_MI.  http://ms.spr.ly/6019r48WT  pic.twitter.com/m5pdC5g2iN
21,A ‘smart-connected cup’ to fight Zika:  https://penntoday.upenn.edu/news/smart-connected-cup-fight-zika … via @PennNewsToday
22,"@OncLive Tisagenlecleucel Nears European Approval for DLBCL, ALL:  https://shar.es/a1a93E  via @onclive"
23,"That $35 that scientific journals charge you to read a paper goes 100% to the publisher, 0% to the authors. If you just email us to ask for our papers, we are allowed to send them to you for free, and we will be genuinely delighted to do so. https://twitter.com/mantia/status/1013559718759956481 …"
24,"Multiple Targets: Could homing in on more than one brain disease protein expand treatment of #Alzheimer’s, #Parkinson’s? @PennMedicine, @PennAging study finds many proteinopathies in neurodegeneration @PennPathLabMed, @Brain1878, @NIH, #SuperScience  http://bit.ly/2tTi6JV  pic.twitter.com/7mcvPvQOPt"
25,"Immunotherapy for Prostate Cancer: Where Do We Go From Here?—PART 2: Checkpoint Inhibitors, Immunotherapy Combinations, Tumor Microenvironment Modulation, and Cellular Therapies  http://www.cancernetwork.com/article/immunotherapy-prostate-cancer-where-do-we-go-here …—part-2-checkpoint-inhibitors-immunotherapy"
26,We @PennPathLabMed #gupath group look forward to many more #mri guided #prostate biopsies. #teamwork #radiology #pathology #urology @PennRadiology https://twitter.com/pennurology/status/1013204364431896576 …
27,Penn invests $50 million in biotech in a bold bid to build Philly's innovation cluster:  http://www.philly.com/philly/blogs/inq-phillydeals/penn-plans-45-million-investment-in-philly-biotechs-20180626.html … via @phillydotcom
28,Shout out to former @PennPathLabMed resident Amanda Barrett! https://twitter.com/LisaRooperMD/status/1011620625503391744 …
29,"As a 3rd year Neurology resident I sought a #Neuropath rotation and was extremely lucky to spend 2 months @MGHPathology. I went back to Spain, decided to become a neuropathologist. 13 years later the people who inspired me are my colleagues & I made great friends @PennPathLabMed https://twitter.com/pathologistmag/status/1011350821290823681 …"
30,Thank you to Deans' Distinguished Visiting Professor Dr. Andrew Vaughan from @pennvet who presented at yesterday's @PennPathLabMed Grand Rounds #PSOMDDVP.  Join us for the next set of DDVP events  http://ow.ly/NHQh30kFXTJ  pic.twitter.com/q3UYfc07DE
31,"So proud of our 3rd year resident and AP chief, Sharon Song Who was selected as the new resident representative for Pathology to the AAMC Organization of Resident Representatives. @PennPathLabMed @david_b_roth2 @aakasharmand @lendeschwartz @emma_furth @rashmitondon @StutiPathDoc"
32,"The news hit Twitter on Friday, but we'll confirm it here - BGS has unanimously decided to drop the GRE requirement for our PhD programs! The application for Fall 2019 admission will open in October."
33,AI #DeepLearning for cancer detection in lymph nodes keeps marching forward https://apple.news/AW7vsUdfEQ52S-oo4UF2npQ …
34,". @AmerMedicalAssn, @SHSMDAHA, and @JAMAInternalMed, this new blog discusses how physicians can master Twitter and improve medical dialogue on social media.  http://bit.ly/2I3z2Sa "
35,"Now> Penn Center for Precision Medicine 2nd annual symposium. Watch this space for the latest on innovative projects looking at tailoring the best treatment for the right person at the right time w/ @PennPrecisMed, @PennPathLab Med pic.twitter.com/NduVex6iEP"
36,"Welcome to the @PennPathLabMed PGY-1 class, 2 of these pictures attendings! Can you guess which one I am? @ktmontone pic.twitter.com/iMPvKBWyTZ"
37,“It is though she is taking a pill and throwing it over her shoulder” keynote address @MarylynRitchie re: #pharmacogenomics @PennPrecisMed pic.twitter.com/5nDxLtJnQG
38,Kickoff! The second annual PCPM symposium @PennPrecisMed https://twitter.com/pennprecismed/status/1009056389019430913 …
39,All Pathology residents should check this out! Especially those @PennPathLabMed https://twitter.com/kabeerkshah/status/1008706248752197632 …
40,"Proud to know this incredible clinical microbiologist and ABMM/ABMLI award winner, Betz Forbes #ASMicrobe2018 pic.twitter.com/5KxhwFK7Wb"
41,Early-career award for @Penn expert in quantitative proteomics by the American Society for Mass Spectrometry (ASMS) by @asmsnews:  https://www.pennmedicine.org/news/news-releases/2018/june/biochemist-major-award-research-epigenetic-protein-modifications …
42,@PennPathLabMed @ktmontone @Sara_Jiang @lendeschwartz Kathy is a wonderful teacher and mentor!
43,UK going in big on digital pathology https://twitter.com/digi_pathology/status/1007935074560405504 …
44,"""Myosin VI and branched actin filaments mediate membrane constriction and fission of melanosomal tubule carriers,"" J Cell Biol → https://dx.doi.org/10.1083/jcb.201709055 …"
45,Honored by my @PennPathLabMed residents tonight. Humbled and grateful for the opportunity to teach and learn from them. And to workshop new dad jokes. pic.twitter.com/zI4D2btHnv
46,"Jason Rosenbaum @olytic received outstanding teaching award, well deserved sir! @PennPathLabMed pic.twitter.com/yf2BRewBe5"
47,Resident and fellow graduation and goodbye party @PennPathLabMed pic.twitter.com/iRYWJiOcTv
48,So honored to have been the associate program director under @ktmontone for the past 4 years! She is without a doubt a MVP Most Valued Pathologist! @PennPathLabMed pic.twitter.com/3xJz00ig7e
49,Surg path fellows graduating @PennPathLabMed pic.twitter.com/N0e5tFhQgr
50,#RedesignAlert! Check out the brand new @PennPrecisMed site and learn more about Precision Medicine at Penn!  http://www.med.upenn.edu/pcpm/ 
51,"""Distinct Microbial Signatures Associated With Different Breast Cancer Types,"" Front Microbiol → https://dx.doi.org/10.3389/fmicb.2018.00951 …"
52,"@pennvet Boundary-crossing studies @Penn, AKA #PennOneHealth, span many disciplines, @PennVet, @PennMicro, @PennPathLabMed, @PennNursing as well as species… (Penn Today)  http://bit.ly/2JAXTm6   (Blog)  http://bit.ly/2MsDRIa  #SuperScience pic.twitter.com/KsZXrWjey5"
53,We @PennPathLabMed can't wait to meet all of you! Take a trip to six founders and visit us! If you want a tour let me know @pennsurgery #frozensection https://twitter.com/pennsurgery/status/1006590477687279616 …
54,"""Neurodegenerative disease concomitant proteinopathies are prevalent, age-related and APOE4-associated,"" Brain → https://dx.doi.org/10.1093/brain/awy146 …"
55,@ASMicrobiology Our clinical microbiology fellow Dr. Priyanka Uprety (second from right) received an outstanding abstract travel award in the Infectious Disease Fellows Program at this year's @asmicrobiology ASM Microbe meeting in Atlanta! pic.twitter.com/cctS4QZ4VD
56,"""MEF2 and the tumorigenic process, hic sunt leones,"" Biochim Biophys Acta →  https://dx.doi.org/ https://doi.org/10.1016/j.bbcan.2018.05.007 …"
57,"""Genetic Inactivation of CD33 in Hematopoietic Stem Cells to Enable CAR T Cell Immunotherapy for Acute Myeloid Leukemia,"" Cell →  https://dx.doi.org/10.1016/j.cell.2018.05.013 …"
58,Congratulations @theREALaivisaur from @PennPathLabMed and Dr. Anne Shepler from Pitt for Diagnostic Slide Session Award at the AANP #Neuropath2018 #proud pic.twitter.com/3BRsYQs3uk
59,@PennCancer @DrPHanley Announcing my new Internatiional Society for Cell and Gene Therapy position- honored to serve @ISCTglobal #celltherapy pic.twitter.com/pBPpf6RKeP
60,Tales from the GI crypt: Search for gut stem cell niche produces surprise. @PennMedicine @PennIDOM @PennGenetics Klaus Kaestner lab found layer of cells running from #stomach to #colon that signal to GI stem cells for regeneration. @NatureNews  https://go.nature.com/2JQCctM  pic.twitter.com/TQuQCvnRdC
61,Awesome diagram. I hope the residents @PennPathLabMed  take note! #gupath https://twitter.com/HeartPathology/status/991728454713380865 …
62,"""Cerebrospinal fluid neurogranin concentration in neurodegeneration: relation to clinical phenotypes and neuropathology,"" Acta Neuropathol → https://dx.doi.org/10.1007/s00401-018-1851-x …"
63,"Welcome to all the scientists, medical experts, and lovers of knowledge following this account! We’re excited to share all things basic biomedical #research  happening @PennMedicine!"
64,@PennMedicine Great team science with investigators from @BasserBRCA @Penn_OCRC @PennRadiology @PennPathLabMed and @Pennmedicine.JCI - A PET imaging agent for evaluating PARP-1 expression in ovarian cancer.  https://www.jci.org/articles/view/97992#.Wusm5bcIuaI.twitter …
65,Take a closer look at how @PennMedicine scored on @Forbes’ Best Employers list  http://bit.ly/2JJagYP  pic.twitter.com/lO9yePz8sr
66,"""CALHM3 Is Essential for Rapid Ion Channel-Mediated Purinergic Neurotransmission of GPCR-Mediated Tastes,"" Neuron →  https://dx.doi.org/10.1016/j.neuron.2018.03.043 …"
67,@Pathologists @ChildrensPhila @harvardmed @BIDMChealth @ktmontone Update: energizing day w a group of highly dedicated #pathologists & #patientsafety professionals. Great to connect w others trying to build broad overarching Quality & Safety programs in #PediPath & adult #pathology as well @feldmanm30 & @LaurelGlaser of @PennPathLabMed
68,We're celebrating another milestone in CAR-T immunotherapy: @US_FDA approval for 2nd indication! @PennMedicine @PennCancer #immunorevolution pic.twitter.com/dnR3JJ9Q5h
69,"""One for all and all for One: Improving replication of genetic studies through network diffusion,"" PLoS Genet → https://dx.doi.org/10.1371/journal.pgen.1007306 …"
70,@Penn_Today FDA approves CAR T therapy for large B-Cell lymphoma developed at Penn:  https://penntoday.upenn.edu/news/fda-approves-car-t-therapy-large-b-cell-lymphoma-developed-penn … via @penn_today
71,Great new study on why CAR T fail in some CLL from J.Fraietta and J.Melenhorst. Memory vs Exhaustion matters! https://www.nature.com/articles/s41591-018-0010-1 …
72,Good luck to the @PennMedicine medical students tomorrow on your exam! The faculty of @PennPathLabMed greatly enjoyed teaching you this year! #gynpath #gupath pic.twitter.com/HZLc8T9Mnk
73,Penn study points to why T-cell therapy fails in some patients:  http://www.philly.com/philly/health/penn-study-points-to-why-t-cell-therapy-fails-in-some-patients-20180430.html … via @phillydotcom
74,@Penn_Today Healthy T cells have a fighting chance for cell therapy:  https://penntoday.upenn.edu/news/healthy-t-cells-have-fighting-chance-cell-therapy … via @penn_today
