,0
0,"""We couldn’t stop thinking about the huge population of men living with enlarged prostate who need a better solution."" Learn how #Innovation Fellows @nickd717 and @smehta36 developed a less invasive treatment for #BPH and founded @zenflowinc.  https://stan.md/2NMBvoa  #Menshealth pic.twitter.com/9RIcGv6SCU"
1,"Look out world, here they come!  The spectacular 2018 ⁦@StanfordSurgery⁩ ⁦@OpNotes⁩ chief class. pic.twitter.com/zNg5xwSapM"
2,Celebrating some of our Stanford Surgery graduates at the annual women’s luncheon #StrongWomen #DaughterInspiration #SUSurgGrad18 #WomenInMedicine #womeninsurgey #StanfordSurgery pic.twitter.com/Z3y3wWVcnw
3,We ate dessert first #SUSurgGrad18 pic.twitter.com/cjAmIKRQHl – at Paul Brest Hall at Munger
4,Thanks to the nor’easter we got a mini @MGHSurgery 2016 reunion!  #SSO2018 #chicago #mghsurgery #chiefclass pic.twitter.com/TGYVlqzzJr
5,"My brilliant, brave, compassionate bestie explains how her Catholic faith can coexist w/ rights to abortion #ProChoice is being pro-Life https://www.google.com/amp/s/amp.usatoday.com/amp/416614002 …"
6,".@Laurie_Garrett great Q re: expanding global gag rule threatening all kinds of global health efforts. thought it ironic that afterward, an older white man insisted on having last word after Pulitzer Prize winning female journalist during a War on Women session. #CUGH2018"
7,Road traffic accidents. Setting the stage for trauma system @drrayprice @UUtah @FiemuN @ACSTrauma #CUGH2018 #GlobalSurgery #RoadSafety pic.twitter.com/N2vVwS8nQK
8,Injuries cause 5.8 million deaths/yr w/20-50 million non-fatal injuries/yr @drrayprice #CUGH2018 #globalsurgery pic.twitter.com/1gYYgLHeoC – at New York Hilton Midtown
9,We're happy to announce the close of our $31 million Series A round! https://www.wsj.com/articles/zenflow-refuels-for-prostate-treatment-device-1517920201 …
10,.@MarshallBBurke guest speaking in our #globalhealth class today: health might be the reason we get stuff done on #climatechange pic.twitter.com/53YO1VN84D
11,"Bill Rodriguez of @DRKFoundation teaching tonight’s #globalsurgery med student seminar about #globalhealth governance, govts, innovation, NGOs, entrepeneurship. What hasn’t this guy done? @StanfordCIGH @StanfordMed @StanfordSurgery pic.twitter.com/p6wokKYjTO"
12,"As surgeons, we are charged with more than caring for the sick and injured. We must act now to advocate for firearm-related injury prevention. We must address the gun-violence epidemic that is indiscriminant of race, age, creed, gender, and sexual identity."
13,First day of school! Teaching Stanford class on #globalhealth this quarter w/ @gdarmsta @Drpablowise pic.twitter.com/U3WYY9qVzC
14,Moral Choices for Today’s Physician.   http://ja.ma/2ju3OgM 
15,A new vision for global health leadership http://www.thelancet.com/journals/lancet/article/PIIS0140-6736%2817%2933101-X/fulltext#.WiCgrWqQpYM.twitter …
16,Hope there isn't some robot out there that can outperform me anytime soon... https://news.stanford.edu/2017/11/15/algorithm-outperforms-radiologists-diagnosing-pneumonia/ …
17,Interested in #globalsurgery consider taking the 6th annual @StanfordCIGH Humanitarian Surgery Course  https://med.stanford.edu/cme/courses/2018/ihum18_full_eblast.html …
18,Beautiful piece from trauma surgeon perspective on firearm violence. Well done @CorneliaLG @MGHSurgery @NEJM http://www.nejm.org/doi/full/10.1056/NEJMp1714825?query=TOC#.WgzrPybwLxc.twitter …
19,Proud to have trained with these @MGHSurgery surgical leaders now calling for firearm-related injury prevention in @AnnalsofSurgery  http://journals.lww.com/annalsofsurgery/Citation/2017/01000/Stopping_the_Bleeding_Is_Not_Enough.9.aspx …
20,"Public health approach: framing as ""gun safety"" rather than ""gun control."" Great take by @NickKristof @nytimes https://nyti.ms/2hL5i2c "
21,"@StanfordSurgery with @StanfordCIGH #GlobalSurgery “pitch” night for summer student research projects. Projects from OB, GU, GS & anesthesia pic.twitter.com/g7E5zjXxhG"
22,Many hands helping @MGHDisasterMed @MGHGDR @GlobalHealthMGH Puerto Rico after Maria | HMS https://hms.harvard.edu/news/puerto-rico-after-maria#.WfHSSaZCbkc.twitter …
23,Kat Chu at Univ Cape Town pointing out that access to surgery goes beyond 2 hour access. #ACSCC2017 pic.twitter.com/z9WJEGWTPv
24,This is evidence-based.  Let’s bring science back to the decisions about our OR attire.  @AmCollSurgeons #ACSCC17 https://twitter.com/uwburndoc/status/922490388236996609 …
25,Great work all!  @GeoffAndersonMD @DrJohnScott @DrTiffanyChao @JoshNgKamstra @globalsurgallie @KatAlbutt @JohnMeara @markshrime @ainhoac63 https://twitter.com/robertriviello/status/923242665436594176 …
26,Says my original #globalsurgery mentor that I met in Liberia during med school and followed to Boston for residency! https://twitter.com/robertriviello/status/923242665436594176 …
27,.@GeoffAndersonMD- trauma training that is locally relevant to the Ugandan context. Such cool work. pic.twitter.com/EEV5lgt1gw
28,".@KatAlbutt presenting on surgical volumes in UgandaGreat to see @HarvardPGSSC continuing to do awesome, partnership-based work. pic.twitter.com/b60R0N1eoN"
29,We should collect data about Periop Mortality Rates through selected procedures @JoshNgKamstra @HarvardPGSSC #ACSCC17 pic.twitter.com/r4aMffKgAM
