,0
0,110 eager new employees @BarnesJewish hospital at orientation. We are so happy to welcome this group! #comeforajobstayforacareer pic.twitter.com/Topc2xx2iO
1,No more ‘manage up’ — it should be Challenge Up  thanks @AdamMGrant #SHRM2018
2,"New view on trust—it’s about integrity, competence and compassion. Thanks @richardfagerlin #SHRM2018"
3,#SHRM18 is not for faint of heart— my fit bit says I’m at 5000+ steps and it’s early! Worth the walking!
4,My 1st SHRM conference! Any friends here? #SHRM2018 pic.twitter.com/hM5BmubE2V
5,Employee Bash @BarnesJewish rocked—esp at night. Love our night shift teams! #bjhbash pic.twitter.com/43qo7Ok03y
6,Incredible teams @BarnesJewish working on Epic go-live! pic.twitter.com/R9jjKFXF61
7,@BJC_HealthCare Congrats to @bjc_healthcare's very own June Fowler @JuneMacFow for being recognized as the 2018 @GreaterMissouri Inspirational Leader of the Year! pic.twitter.com/DYcmYQzlI7
8,Congrats to Steven Player @BarnesJewish  BESt program as honoree of @FOCUSstl awards! pic.twitter.com/jUHWRWlcsN
9,Wonderful event for @FOCUSstl  and @BarnesJewish is proud sponsor. pic.twitter.com/BEYdVdCCI4
10,Happy Nurses Week @BarnesJewish staff! Outstanding recognition to you from an outstanding leader. pic.twitter.com/JmCcnDvIvi
11,Hilary Harris - rock star @BarnesJewish Director -interviewing new @BJC_HealthCare CEO Rich Liekweg in front of 500 close friends! pic.twitter.com/EYUwKzIP7J
12,Honors for @BarnesJewish transplant services from Mid America Transplant! pic.twitter.com/ZojJUwRENB
13,Esteemed women leaders on Governors cabinet talking w 2018 @greatermo class of Challengers pic.twitter.com/gMjSTTdibu
14,Editor’s letter: Simon Sinek on fulfilling potential https://www.virgin.com/entrepreneur/editors-letter-simon-sinek-fulfilling-potential#.WlQgjH-dngA.twitter …
15,Congrats to Gloria Carter-Hicks St St Louis American Entrepreneur of the Year—   @BarnesJewish is proud to be a client! pic.twitter.com/qjHmJ3K5k2
16,June Fowler speaking to Greater MO Leadership challengers about BJC healthcare at Cortex pic.twitter.com/3agokFda0S
17,Touring St Patrick’s work as UnitedWay agency w @BarnesJewish Volunteers. They need food donations! pic.twitter.com/ZCL6ZSnZ8i – at St. Patrick's
18,BJH HR rocks @BarnesJewish ICARE finale w #resilency !! pic.twitter.com/2FwPSCwmx7
19,Thanks to @BarnesJewish HR Manager Shannon Norman for bringing us the book that @bjc_president Rich Liekweg mentioned at Leader meeting. pic.twitter.com/xxWDaFKCTv
20,"Rhonda Gray from Almost Home, a United Way agency speaking to @BarnesJewish leaders. pic.twitter.com/JfJdSRRVe6"
21,Saying a tough goodbye to a valued colleague @BarnesJewish VP Coreen Vlodarchyk -- retirement! pic.twitter.com/sW81R3pLjC
22,"Dr Lynch w @BarnesJewish all manager meeting covering important topics such as EPIC, Diversity Week and others. pic.twitter.com/GuEbXzUMAJ"
23,So honored to have Al Vivian for @BarnesJewish diversity keynote speaker talking about inclusive leadership. pic.twitter.com/v0FwXCRRER
