,0
0,We are in Costa Rica with our July Pre-Med class! The students are learning about spinal immobilization. #emergencymedicine #wildernessmedicine
1,Morning trip to the beach...#purevida https://www.facebook.com/ColoradoWM/videos/2124494164464937/ …
2,Welcome back from ziplining! https://www.facebook.com/ColoradoWM/videos/2124452281135792/ …
3,Back in Costa Rica with our students!
4,"Medical Monday: What if my grades are not good enough to get into medical school? Dr. Vaughn Browne, Associate Professor of Emergency Medicine and Chairman of the School of Medicine Admissions committee, discusses... https://www.facebook.com/ColoradoWM/videos/2113385038909183/ …"
5,Are you worried you do not have good enough grades to get into medical school? Take a look at our second blog in our Getting Into Medical School:Tips and Tricks series. This articles discusses what options you... https://www.coloradowm.org/blog/making-grade-academics-med-school/ …
6,"Dr. Martin Musi, Dr. Vaughn Browne, Dr. Julia Dixon, Dr. Mariana Guerrero, and Joel Vaughan EMT from the University of Colorado were invited to the University of Panama Facultad de Meidicina to teach an Emergency Procedures and Processes course for graduating medical students. pic.twitter.com/TCIxM4ln16"
7,"How do you prevent burnout?We have created a new question and answer series! We asked undergraduate students if they had the opportunity to   ask a physician or nurse one question, what would it be? We will... https://www.coloradowm.org/blog/medical-question-answer-series/ …"
8,"Save the Date: Come join us September 22, 2018 for CU Pre-Health Day from 7:30 AM - 5:00 PM! This event will provide you with the resources you need to ensure a successful admissions process into the health-related field of your choice! Registration link will be coming soon! pic.twitter.com/TaPXG0PAzZ"
9,"@CWHR_CUAnschutz Read Dr. Cecilia Sorenson & @JayLemery @COwildernessMED and @DenverEMed @CUAnschutz describe impacts of climate change for women's health #womenshealth, contributing to work @cwhr_CUAnschutz http://dx.plos.org/10.1371/journal.pmed.1002603 …"
10,Dr. Benjamin Honigman and... https://www.cuanschutztoday.org/researchers-find-little-association-between-suicide-and-hypoxia/?utm_source=CUAT-Wed-Jul-11-2018&utm_medium=email&utm_campaign=CUAnschutzToday&utm_content=Researchers-find-little-association-between-suicide-and-hypoxia …
11,Dynamic Duo! Dr. Martin Musi and Dr. Vaughn Browne presented at the Emergency Medicine conference in Panama last week! #emergencymedicine pic.twitter.com/pg0WioMZUH
12,A step towards #drones having a real impact on #mountainrescue and also reducing unnecessary helicopter use in the mountains:  https://www.vaildaily.com/news/mountain-rescue-aspens-drone/ … #HEMS #SAR
13,Our article in #PLOSMedicine special issueClimate change and women's health: Impacts and policy directions  http://dx.plos.org/10.1371/journal.pmed.1002603 …Lead author #DrCeciSorensen - the nation's first #climatechange & health science policy fellow for physicians https://www.coloradowm.org/climate-health-science-policy-fellowship/ …@drjbalbus
14,"Medical Monday: How important is research?  Dr. Vaughn Browne, Associate Professor of Emergency Medicine and Chairman of the School of Medicine Admissions committee, discusses the importance of research in preparation for medical school. https://www.facebook.com/ColoradoWM/videos/2109407102640310/ …"
15,Senior Medical students looking for a Wilderness Medicine elective? Spots available for the 2019 SKMC/ @WildMedSociety Breckenridge elective  https://wms.org/conferences/breck_elective/ …
16,An impossible experience  http://wanderlustpa.blog/2018/06/17/an-impossible-experience/ … pic.twitter.com/2Y8jaWX6Ir
17,"Check out our new blog series entitled ""Getting Into Med School: Tips and Tricks."" This series gives advice on what makes a strong applicant when applying to medical school. The first article features Karina... https://www.coloradowm.org/blog/getting-med-school-tips-tricks/ …"
18,"Pre-health students:  if you could ask a physician one question about becoming a doctor, what would it be?"
19,"Medical Monday: How do you get clinical experience?  Dr. Vaughn Browne, Associate Professor of Emergency Medicine and Chairman of the School of Medicine Admissions committee, discusses different ways a student can get clinical experience. https://www.facebook.com/ColoradoWM/videos/2095816247332729/ …"
20,"Medical Monday: How do you get clinical experience before medical school?  Dr. Vaughn Browne, Associate Professor of Emergency Medicine and Chairman of the School of Medicine Admissions committee, discusses different ways a student can get clinical...  https://www.facebook.com/ColoradoWM/videos/2095815867332767/ …"
21,"We can't wait for our upcoming August pre-health course here in Colorado: two weeks of hands-on learning, including ultrasound and suturing labs, wilderness medicine emergency simulations, EMS ride-alongs...  https://coloradowm.regfox.com/pre-med-registration-2018-august-colorado …"
22,YouTube video: Hear from leaders in #EmergencyMedicine and #WildernessMedicine on how the medical community can better address #climatechange https://youtu.be/DxG24fIvagY @docsforclimate@SAEMonline@COwildernessMED@WildMedSociety
23,"Medical Monday: how do I choose a medical school?  Watch Karina Goodwin, Senior Admissions Professional at the University of Colorado, provide tips on how to choose a medical school. https://www.facebook.com/ColoradoWM/videos/2083254071922280/ …"
24,"Medical Monday: What GPA do I need to have in order to be considered for medical school? Dr. Vaughn Browne, Associate Professor of Emergency Medicine and Chairman of the School of Medicine Admissions committee, discusses the general GPA requirement. https://www.facebook.com/ColoradoWM/videos/2079658055615215/ …"
25,"@COwildernessMED New on the Harvard FXB Press page, links to frequently asked questions about our @HarvardChanSPH @COwildernessmed @UAlbizuPR study @NEJM on mortality  in #PuertoRico after #Hurricane Maria https://buff.ly/2LjQe7V "
26,Our study with colleagues from @HarvardFxb & @HarvardChanSPHWe estimated that the number of excess deaths related to Hurricane Maria in Puerto Rico is more than 70 times the official estimate. http://ow.ly/Cgoz30keL33 @COwildernessMED@CUAnschutz@CUMedicalSchool@DenverEMed
27,Our May-June pre-med students learned how to suture yesterday! They also learned about patient movement in remote settings! #emergencymedicine #wildernessmedicine pic.twitter.com/hDIsUlzeWS
28,Our May-June pre-med students are in action! They learned how to ultrasound yesterday! Thank you Dr. Browne for a great lab and lecture! pic.twitter.com/jZaZZw2gdY
29,"Medical Monday: What do you do if your friend flips over the handle bars while mountain biking? Dr. Todd Miner, Education Director at the University of Colorado Wilderness and Environmental Medicine section,... https://www.facebook.com/ColoradoWM/videos/2073125529601801/ …"
30,Would you be prepared to splint a broken bone in the backcountry? Check out our overview on splinting techniques for a quick refresher! https://www.coloradowm.org/blog/splinting-review/ …
31,Have you entered our contest to win a free jacket? Only 3 days left until we pick the winner! https://gleam.io/1HKQw/cu-wilderness-medicine-jacket-giveaway …
32,"Should you take a gap year before medical school? Watch Karina Goodwin, Senior Admissions Professional at the University of Colorado, answer if a student should take a gap year or not. https://www.facebook.com/ColoradoWM/videos/2066352880279066/ …"
33,Interested in how others studied for the mcat? https://www.youtube.com/watch?v=bFbN5Mrqemg …
34,"Check out this session of The Premed Years podcast featuring Dr. Elaine Reno, Assistant Professor in Emergency Medicine at the University of Colorado. Dr. Reno discusses her journey to... https://medicalschoolhq.net/pmy-279-from-a-cocktail-waitress-to-physician-and-em-doc/ …"
35,"It's @enviromedics week in Colorado!Tomorrow, high noon, #GlobalHealth lecture series at @ColoradoSPH Center for Global Health.How #ClimateChangesHealth and what we do about it.@COglobalEM@docsforclimate@COwildernessMED@Climate4Health@CUAnschutz pic.twitter.com/GA1qClM5YF"
36,"Join us tonight for a presentation and a book signing by our section chief, Dr. Jay Lemery, presenting his new book Enviromedics at the Tattered Cover Book Store at 7:00 PM. He is the co-author of the book...  https://www.facebook.com/ColoradoWM/posts/2056123124635375 …"
37,"Win a CU Wilderness Medicine Jacket! Entering is easy, just click the link below. 🎉🎁🎉 https://gleam.io/1HKQw/cu-wilderness-medicine-jacket-giveaway …"
38,We're giving away a CU Wilderness Medicine Jacket! Enter for your chance to win by clicking the link below 🎁🎉 https://gleam.io/1HKQw/cu-wilderness-medicine-jacket-giveaway …
39,Recent Avy fatality this last weekend. Stay vigilant. https://twitter.com/caicstate/status/983347419571040257 …
