,0
0,SHH! @mshshospitalist Michael Herscher presenting his Sleep Hygiene in the Hospital study at @SHMLive #HospMed18 pic.twitter.com/9Bzf06blb1
1,"New year, new comic! Back to Work | Ann Intern Med | ACP |  http://bit.ly/2CE94n4  #PMG pic.twitter.com/SeNsz7ZWxt"
2,"Impressive group leading this high value alliance, including @mshshospitalist @HyungChoMD https://twitter.com/hvpaa/status/945789742225985536 …"
3,Great fun as a @mshshospitalist pitch day judge for the Sinai student HVC projects. Hard to choose a winner. All terrific! pic.twitter.com/oqXrLE6ZKw
4,Reducing harm: #ChoosingWisely shifts focus to implementation  http://www.the-hospitalist.org/hospitalist/article/152629/reducing-harm-when-doing-less-enough … @SHMLive #hospitalists
5,#Antibiotics after #incision and drainage for simple #abscesses improves outcomes: http://ow.ly/p3Jf30gEekZ 
6,#Mortality risks associated with emergency admission during weekends and public holidays: http://ow.ly/1AIA30go5TA 
7,#Antiplatelet therapy can be continued through #surgery without increased risk of reintervention for #bleeding: http://ow.ly/JDIX30gv8ZZ 
8,Elderly #patients’ view and the discussion of discontinuing #cancer screening: http://ow.ly/37sz30gCRtG 
9,@MountSinai @andrewdunn111 @mountsinai @MSWSL_Library grand rounds on Direct Oral Anticoagulants #graphicmedicine pic.twitter.com/8b7eYVS5Jk
10,@mshshospitalist Sinai hospitalist mentors from across the system together last night for dinner and to share mentorship tips and experiences. pic.twitter.com/UCeDzNSick
11,@HyungChoMD on #highvaluecare at @mshshospitalist mentorship meeting #graphicmedicine pic.twitter.com/MtJyFzdUmL
12,Join us TOMORROW at 4 pm ET for an #EthicsChat about improving health care through patient participation @HyungChoMD @DoNoHarmProject pic.twitter.com/2LhXXWAnwk
13,No more excuses! Evidence and blueprint to reduce daily labs provided by @mshshospitalist @HyungChoMD and others:  http://ja.ma/2h8RlxU 
14,Dr Elizabeth Lindenberger explains Ask Tell Ask @MountSinaiNYC @mshshospitalist pic.twitter.com/bBepmvuoy1
15,@DrRastinehad on #nephrolithiasis at #hospmed symposium @mshshospitalist @MountSinaiNYC #graphicmedicine pic.twitter.com/rG66xIQIKM – at Mount Sinai Hospital – New York City
16,@spinneymd on #furosemide dosing for acute #CHF @mshshospitalist @MountSinaiNYC pic.twitter.com/87RV9YU1VU – at Icahn School of Medicine at Mount Sinai
17,"@mdmarkoff on the ""most impt study of the yr"" comparing hospitalist outcomes by gender @mshshospitalist @MountSinaiNYC #graphicmedicine pic.twitter.com/EkgZYNkK65"
18,@flandersumich opens #hospitalmedicine symposium at @MountSinaiNYC @IcahnMountSinai @mshshospitalist #procalcitonin pic.twitter.com/Hgi79mVdGl
19,Per @mshshospitalist @drtsega and @HyungChoMD avoid unecessary labs through scripted bedside rounds. http://www.journalofhospitalmedicine.com/jhospmed/article/149337/hospital-medicine/bedside-assessment-necessity-daily-lab-testing-patients …
20,Dr Holzer leading @OCCAMsConf discussing #overuse of ddimer and CTs to @MountSinaiNYC trainees pic.twitter.com/ZhfT6slhb4
21,"Our Director of Quality, Safety, Value @HyungChoMD on editorial board of The #Hospitalist @SHMLive http://www.the-hospitalist.org/hospitalist/article/144090/leadership-training/focused-value-based-care-harry-cho-md …"
22,"Drs Reyna, Berger, & Cho on Top 10 tips for carrying out a successful #QI project http://www.the-hospitalist.org/hospitalist/article/144339/future-hospitalist-top-10-tips-carrying-out-successful-quality …"
23,"Our MSW Chief, @gracefarris and her commentary on “The Golden Years” @AcadMedJournal  http://journals.lww.com/academicmedicine/Fulltext/2017/08000/Commentary_on__The_Golden_Years_.32.aspx …"
24,Assoc Chief @dtschang Using standardized pts to assess #hospitalist communication skills @JHospMedicine http://www.journalofhospitalmedicine.com/jhospmed/article/142060/hospital-medicine/using-standardized-patients-assess-hospitalist …
25,Congrats @dtschang! Using standardized patients to assess hospitalist communication skills  http://www.journalofhospitalmedicine.com/jhospmed/article/142060/hospital-medicine/using-standardized-patients-assess-hospitalist … #mssm
26,Day 1 of intern year (drawn w permission) #internyear #residency #internalmedicine #meded #rounds #graphicmedicine pic.twitter.com/A84MEmkL6v
