,0
0,~1/2 American adults have hi BP- let's do better! That’s why I focus on prevention & why @American_Heart updated its BP guidelines. I talked w/EVP @HeatherKinder1 re: real-life ways the new guidelines are helping to advance wellbeing. #livefromtheheart http://youtu.be/I-UiW1nR4h8 
1,"There's a lot of confusion- what diet plans & #prevention strategies are right for us? Is it one-size-fits-all, or do you need special tests to determine what will work best for your body? I clear things up in my new blog - check it out!#livefromtheheart https://bottomlineinc.com/blogs/at-the-heart-of-it-all/personalize-heart-disease-prevention …"
2,"W/Dr Vivian Pinn, 1st Dir, @NIH_ORWH. To hear her speak is a gift. She IS the history of women’s health. Know this- she has fought hard for us. Carolee, founder of @AccessCircles, eloquently began the forum, “Stretch Your Mind. Stir Your Spirit. Move Your Soul.” #livefromtheheart pic.twitter.com/EwXjQg3L57"
3,Latest from Dr. Suzanne Steinbaum  http://drsuzannesteinbaum.com/blog/2018/07/14/latest-from-dr-suzanne-steinbaum-123/ … pic.twitter.com/yxvZBdYUVY
4,"Honored to be in a room like this....Reminding all of us of the connection between research & patients, data & education, information & empowerment.I am always inspired and invigorated, and always getting back more than I give.Thank you @AccessCircles! #livefromtheheart pic.twitter.com/Ozp9lQKf9e"
5,@American_Heart new BP guidelines: https://bit.ly/2L3QZ8D 
6,"How do we protect our brains as we age? It has lots to do w/risk factors of #heartdisease. New @American_Heart blood pressure guidelines show us the importance of getting BP to goal, for heart health & brain health as well.#livefromtheheart http://www.cnn.com/2018/07/11/health/blood-pressure-alzheimers-disease-study/index.html&source=gmail&ust=1531462982819000&usg=AFQjCNHVA38931obdZnVh8EOFBBvm6cOcg …"
7,"And now, switching to work mode....Getting ready to present on the Heart and Mind connection. Don’t underestimate the power of #prevention. #livefromtheheart pic.twitter.com/riK2pLWVEZ"
8,Life always depends on your #perspective...#livefromtheheart pic.twitter.com/37E8vzRkGa
9,"#Findyourbliss, your place where you can reenergize and reboot.Mine is in the mountains...skiing in the winter, hiking in the summer...The mountain air, the sounds of the birds, the smell of the flowers and the peace of nature.#livefromtheheart pic.twitter.com/y1IBjrZuBD"
10,"A patient was flipping through @Delta @InsideSKY while waiting for take-off, and spotted... me! Thrilled to be able to #SpreadTheWord of living from the heart from coast to coast, continent to continent, and across the friendly skies!#livefromtheheart pic.twitter.com/nUSpMCbOSt"
11,Latest from Dr. Suzanne Steinbaum http://drsuzannesteinbaum.com/blog/2018/07/05/latest-from-dr-suzanne-steinbaum-117/ …
12,"Hope you are spending the #4thofJuly as a day of celebration and fun! And of course, anticipating the fireworks! 🇺🇸#livefromtheheart pic.twitter.com/dCdS4Ql2Mf"
13,Exciting times in making a difference in women’s heart health across continents! So happy to be part of such an extraordinary group! https://twitter.com/clairetroberts/status/1013808729400041472 …
14,"Here’s an excerpt from by book. The next line states,“When you stop and ask yourself what you like most about yourself, what’s your answer?”Think about it. I would love to know!#livefromtheheart#selflove pic.twitter.com/CKj6hY1rnZ"
15,"Can’t sleep. We talk so much about the importance of sleep. I went outside (yes... drawn back to the serenity of my parents’ house) only to find this full moon.Couple deep breaths, some tea & and lots of gratitude...Back to bed. I’ll keep you posted! #livefromtheheart pic.twitter.com/iWAocpCFJL"
16,I'm so honored to be included in this inspiring group that shares my passion! Thank you!! ❤❤❤ https://twitter.com/aed_us/status/1012746291548508160 …
17,"At an @American_Heart board mtg suddenly distracted by the realization of our purpose- “To improve the #cardiovascular health of all Americans by 20%, and reduce deaths from cardiovascular diseases and stroke by 20%, by the year 2020.”We can do this!#livefromtheheart pic.twitter.com/rwJzUYL17U"
18,"Follow your purpose, #followyourdream, follow your passion and #livefromtheheart! pic.twitter.com/yzsrQq90Zf"
19,What do you think? It’s time we focus on prevention and wellness and change the statistics!#livefromtheheart https://twitter.com/ozsilverfox/status/1011139264766021632 …
20,Latest from Dr. Suzanne Steinbaum  http://drsuzannesteinbaum.com/blog/2018/06/24/latest-from-dr-suzanne-steinbaum-111/ … pic.twitter.com/t0x0LrQwn7
21,Latest from Dr. Suzanne Steinbaum  http://drsuzannesteinbaum.com/blog/2018/06/23/latest-from-dr-suzanne-steinbaum-110/ … pic.twitter.com/NglzBklv4t
22,"A patient brought in my book, filled w/underlines & highlights & notes. I flipped to this tabbed page! It means so much to know my book has really helped people. The #message is never going to change... write your own HEART BOOK & story of your life & always #livefromtheheart♥️ pic.twitter.com/IO4Yqqp7XL"
23,"Do you know about the CPET? It measures cardiorespiratory fitness- likely a stronger predictor of heart disease mortality than familiar risk factors of smoking, hypertension, high cholesterol & type 2 diabetes. Discuss it w/your doctor!#livefromtheheart http://bit.ly/2Mc3H2h "
