,0
0,.@Dr_BrendanCarr provides a vision for what disaster relief could look like if #telehealth were implemented & also discusses some of the barriers to implementation:  http://bit.ly/2v5ueai . pic.twitter.com/9IuVjg1r8C
1,"Looking for a #glutenfree #recipe this summer? Try Jefferson dietitian @EmilyLdn's high-protein, high-fiber & low carb fruit 'n' veggie pasta salad:  http://bit.ly/2Lui4Cn . pic.twitter.com/1PBl5r0eHO"
2,Interested in learning more about the 800-calorie-per-day liquid diet? Attend our OPTIFAST® Info Session on 8/2:  http://bit.ly/2v01VKE .
3,Why do we age? Communication inside your cells may offer clues:  http://bit.ly/2NDP5JC  via @phillydotcom @ichaydon
4,Tomorrow: Join @KimmelCancerCtr at Citizens Bank Park for @Phillies #CancerAwareness night: http://phillies.com/Jefferson 
5,Does using complementary medicine for cancer reduce patients' survival?  @DrDanielMonti weighs in:  http://bit.ly/2OcvfGf  via @phillydotcom
6,"Meet Dr. Narula, a clinical cardiologist at Mercer Bucks Cardiology - Jefferson Health! He takes care of patients & manages all aspects of general #cardiology, incl. coronary artery disease, valve disease, arrhythmias, hypertension & cholesterol disorders:  http://bit.ly/2NXtQTX  pic.twitter.com/ouPQVyOEYo"
7,"Cuban Salsa can help those facing cancer to cope with diagnosis, treatment & recovery. Join @KimmelCancerCtr on 8/1 for this 6-week dance workshop that aims to develop participants' bodily awareness & movement intuition:  http://bit.ly/2ynQpNZ  . pic.twitter.com/iqvDNErfoa"
8,ICYMI: A recent study examines whether there are changes in symptoms and adverse effects from intravenous #VitaminC infusions in cancer patients receiving or not receiving chemotherapy:  http://bit.ly/2mkiiO4  pic.twitter.com/HUt8zOldeV
9,Congratulations! https://twitter.com/jeffsurgery/status/1020048982679130113 …
10,How does the heat & humidity affect your heart? @AbingtonJeff shares simple summer heart-smart tips so you can enjoy this season of sun & fun:  http://bit.ly/2tho3Pu . #HeatSafety pic.twitter.com/PuWTB4gCKH
11,#TBT to a helicopter preparing to land on the rooftop of Foerderer Pavilion in 1971 & @JeffSTATCCT in 2017! 🚁 pic.twitter.com/WQyIIJWOMJ
12,"Tomorrow at 10a: Come, sit, & heal with Jefferson’s pet therapy dogs & their volunteers, including Visa (pictured). Register:  http://bit.ly/2NYCuSr . 🐶 pic.twitter.com/H24tMI6hT9"
13,"In a rush? #JeffConnect offers 'on-the-go' treatment for acute issues, such as colds, rashes & sprains. Dr. @draditijoshi explains ""Less than 5% of Jefferson's telemedicine requests lead to in-person visits"":  http://bit.ly/2uHknHH  via @thephillyvoice"
14,"Jefferson Health hospitals in Pennsylvania contributed more than $6 billion to the region’s economy in 2017, according to information released by @HAPupdates:  http://bit.ly/2Nt9Wiv . #PAhospitals pic.twitter.com/QukPpHVDXK"
15,#FunFact: Jefferson has the most academically productive #neurosurgery residency program in North America! 👏 https://twitter.com/JeffersonUniv/status/1019289236762234880 …
16,"It’s #NationalTattooDay & yes, some doctors have tattoos! A new study finds that people don’t perceive your professional abilities differently if you have a tattoo:  http://bit.ly/2NA6LXf   via @phillydotcom @mbernardreports pic.twitter.com/PrZEKTdxb2"
17,We’re celebrating our favorite emoji today! 😀 #WorldEmojiDay pic.twitter.com/awZK4TcYEU
18,Submit your ideas by August 13th for CannaVATION! 💡 #JAZTank https://twitter.com/JeffInnovation/status/1018896195639488513 …
19,Last week 17 members of the Department of Rehabilitation Medicine participated in a #blooddrive at the Jefferson #BloodDonor Center! Great job team! 👏 pic.twitter.com/gxHAbgMWZi
20,.@KimmelCancerCtr's @adamsnookphd discusses how CAR T-cell therapy may be effective for #colorectalcancer:  http://bit.ly/2zL8Fl6  via @HemOncToday
