,0
0,"@MorningBrew For those of you who are very busy and want a quick financial update i suggest joining me by starting your day with Morning Brew, the email covering the latest news from Wall St. to Silicon Valley.  https://www.morningbrew.com/?kid=de6654  via @morningbrew"
1,@Medtronic Seems like a great experience! Hopefully I have a chance to do this at some point this year! @medtronic #painmedicine #anest #MedEd #interventionalpain #scs #drgstimulation https://twitter.com/jonhagedornmd/status/1019040357709905922 …
2,How old were you when you found out that the game TAG stands for touch and go? Because I was today years old
3,I have used very little Sufentanil in my training (Remifentanil is the predominant short acting opioid used here). What is everyones experience and what are your thoughts on sublingual dosing?#anest #painmedicine https://www.anesthesiologynews.com/Pain-Medicine/Article/07-18/Rapid-Acting-Sublingual-Sufentanil-Effective-for-Short-Duration-Acute-Pain/50073 …
4, http://www.hartfordbusiness.com/article/20180716/PRINTEDITION/307129945/ct-scientists-want-pain-research-to-finally-get-its-due-and-funding …
5,"In 2017, ASA created several resources to guide members through the quality reporting process. Download the 2017 Annual Report to learn more:  http://ht.ly/NhZP30kYcX5  pic.twitter.com/aDgleUTvwt"
6,Always great to see more support for the use of multimodal analgesia. #MedEd #PainMedicine #Opioidcrisis #responsibleopioidusePain and Complications After Arthroplasty Controlled Best With Multimodal Analgesia https://www.anesthesiologynews.com/Pain-Medicine/Article/07-18/Pain-and-Complications-After-Arthroplasty-Controlled-Best-With-Multimodal-Analgesia/50067 …
7,Some of our residents enjoying the sun! #workhardplayhard #anesthesia #upmc #outoftheOR #VitD @_DoctorDoug pic.twitter.com/CZvkDO533u
8,"Med shortages are hitting closer and closer to home... EpiPen/and ALL generic formulations cannot be ordered, on and off backorder... Tell this to anyone/ parents of kids with anaphylaxis... Drug shortages prompt FDA to form task force @CNN https://cnn.it/2zzvesQ "
9,"Happy #FeatureFriday! Have you heard about our Neuromodulation for Cancer Pain Medicine pre-conference course happening at the NANS Summer Series this August? Well, now you have! #NYCNANS18  https://neuromodulation.org/Meetings/2018SummerSeries.aspx … pic.twitter.com/pMLeQ9HbiV"
10,We are very excited to have him coming! @UPMCAnesRes @upmc https://twitter.com/emarianomd/status/1017616707743911936 …
11,I am glad this is being addressed/ hope to see a change! #upmcpainmedicine has 8 fellows this year with 3 being female! Not quite half yet but getting closer! Why Aren't There More Female Pain Medicine Physicians? https://journals.lww.com/rapm/Fulltext/2018/07000/Why_Aren_t_There_More_Female_Pain_Medicine.10.aspx …#HeForShe #MedEd #genderequity
12,"We need studies on DRG stim for upper extremity CRPS. Found this case report ( https://www.ncbi.nlm.nih.gov/m/pubmed/25982721/ …), but we can do better. Let’s expand indications and help those patients who are suffering. #neuromodulation #drg"
13,PACC Guidelines as a mobile app! https://twitter.com/wileyneuro/status/1017535482853560328 …
14,"My week on Twitter 🎉: 37 Mentions, 179 Mention Reach, 40 Likes, 2 Retweets, 19.9K Retweet Reach. See yours with  https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=5aa86c19cb0c815c891e2a0a … pic.twitter.com/SgN2rXuYBj"
15,Very exciting news from @AbaPhysicians! This will be great for our neurocritical care and our colleagues focused on the care of neurosurgical patients.     http://www.theaba.org/ABOUT/News-Announcements/The-American-Board-of-Anesthesiology-Announces-New … #anest #anesthesiology @ASALifeline @UPMCAnesRes
16,"A powerful editorial in @RAPMOnline based on overwhelming evidence of the usefulness & safety of periop #ketamine, & difficulty in expanding its use beyond critical care setting  http://dlvr.it/Qb44zZ  #PedsAnes #PedsPain #opioidepidemic pic.twitter.com/KffhZYZzkV"
17,Our biggest fans this week: @HCSMnews. Thank you! via  https://sumall.com/thankyou?utm_source=twitter&utm_medium=publishing&utm_campaign=thank_you_tweet&utm_content=text_and_media&utm_term=5aa86c19cb0c815c891e2a0a … pic.twitter.com/QBQjVj1rpO
18,"#Anesthesia Deemed Safe for Pediatric #Surgery - ""Physician anesthesiologists have been at the forefront of research on the effects of anesthesia on children and adults and continue to study this important issue” @ASALifeline Pres-Elect Dr Linda Mason https://shar.es/a10Z8O "
19,APPROPRIATE use of opioids is always key! Observing proper indications will keep our patients safe. #opioidcrisis #painmedicine #upmcpainmedicine https://twitter.com/delswickMD/status/1017081759203319808 …
20,An Observational Case Series of Spinal Cord Stimulation Waveforms Visualized on Intraoperative Neuromonitoring - new article in Neuromodulation @IntlNeuromod https://onlinelibrary.wiley.com/doi/abs/10.1111/ner.12781 … pic.twitter.com/y4P0H7lh7y
21,Innovative study by Dr. Steven Falowski incorporating SSEP collision testing and intraoperative EMG monitoring to measure differences between various waveforms and stimulation patterns https://twitter.com/wileyneuro/status/1017034580753354752 …
22,#SpinalCordStimulation: Low Frequency vs High Frequency  https://bit.ly/2ul5Ktp  #CRPS #RSD #ChronicPain #spoonie #SCS #neuromodulation #painrelief
23,"Rising Growth of the Global Spinal Cord Stimulation System Market: Trends, Forecast and Analysis 2018-2025  https://thechronicleindia.com/rising-growth-of-the-global-spinal-cord-stimulation-system-market-trends-forecast-and-analysis-2018-2025/ … #neuromodulation growth increases opportunity @NANS_ION @ASPN_PainNeuro et al to continue collaboration with #industry & #academia for #chronicpain"
24,Great work ⁦@UPMC⁩   ⁦@pcarMD⁩ ⁦@UPMCAnesRes⁩ http://www.post-gazette.com/news/health/2018/07/10/Pitt-School-of-Medicine-chosen-to-start-program-to-train-more-physician-scientists/stories/201806290093 …
25,Using VR to learn how to give anesthesia at WISER #anesthesia #technology #Pitt #ANES18 #ASA pic.twitter.com/EWjRGoAukD
26,Go check out these @APSForg #SoMe rockstars! https://twitter.com/dremilym/status/1016448649507659776 …
27,@HoganAlex this is exciting stuff @hoganalex #implantables #wearables and other #forwardthinking #technologies have the potential to help make #medicine and subsequently #patient lives better  https://cmun.it/telxiiq  #AI #innovation @allen_ai @MikeQuindazzi @johnrobb @kashthefuturist
28,#CA1 orientation to the ORs and anesthesia machine checks. #anesthesia #livingthedream pic.twitter.com/PoAewQEBEf
29,Happy Monday quote! pic.twitter.com/ZryxWTDAAD
30,New minimally invasive techniques for treating patients with chronic joint problems: http://cle.clinic/2ssE5Yj 
31,Bravo @sloan_kettering for highlighting your impressive #WomeninMedicine - supporting and highlighting change. #PROWD @PROWDWomen https://twitter.com/sloan_kettering/status/1015759621548597250 …
32,"Erector spinae blocks are another option for pain reduction/opioid reduction+safe.  See case of the month for May/June at  http://www.pedspainmedicine.org/  #pedspain, #@ASRA_Society,#Pedsanes, #PatientCare #surgery #PatientSafety #ASA #AmericanSocietyofAnesthesia Share your block tips."
33,Researchers found that physicians’ empathy as perceived by the patient was independently related to improvement in #pain relief and quality of life. http://bit.ly/2MUQJpE 
34,YES! #Neuromldulation has continued to improve. It is often thought of as a “last resort” which seems silly when more and more data has shown it works (naturally for the correct patients/indications) https://twitter.com/joshuarosenowmd/status/1015653034175713280 …
35,"#TipsForNewDocs July 1 is upon us! Congratulations and welcome!  You've worked so hard. Continue to do so, because the day will come (perhaps very soon) when you will stand between the patient and death. You will not always win, but we will know that you gave your best. pic.twitter.com/RGnDezUYhO"
36,Almost through week 1 of #painmedicine fellowship! I am so glad that I get to train with this group over the next year. #MedEd #Neuromodulation #upmcpainmedicine pic.twitter.com/7if2xZCTOf
37,Great review article by Drs. Martucci and Mackey on pain neuroimaging. Very well written Dr. M. https://twitter.com/drkatiemartucci/status/1012027582785585152 …
38,"My week on Twitter 🎉: 12 Mentions, 3.52K Mention Reach, 38 Likes, 4 Retweets, 3.17K Retweet Reach. See yours with  https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=5aa86c19cb0c815c891e2a0a … pic.twitter.com/1frh7JXnJ6"
39,"Our biggest fans this week: @PAMEDSociety, @MedEdBot. Thank you! via  https://sumall.com/thankyou?utm_source=twitter&utm_medium=publishing&utm_campaign=thank_you_tweet&utm_content=text_and_media&utm_term=5aa86c19cb0c815c891e2a0a … pic.twitter.com/s3lJdwRZWZ"
40,Just out in print in Anesthesiology- such a great review on how obestric anesthesia has evolved! @LimGrapes pic.twitter.com/qZdIAxNrcY
41,New laws restricting #opioid prescriptions go into effect in three states  https://usat.ly/2KlZXhX  @ASALifeline @ASRA_Society @drchadb @MarkBicket @VanilaSingh
