,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,Take some time for yourself today and relax with some essential oils. #InternationalSelfCareDay https://upmc.me/2Oiv0K6 ,Take some time for yourself today and relax with some essential oils. InternationalSelfCareDay ,0.0,0.3,Neutral,Objective
1,"Welder Jim Marks of West Mifflin works high up on the top corner of the U. S. Steel Tower in #Pittsburgh on June 14, 1970.(Edward Frank/Post-Gazette) pic.twitter.com/5egL2Sh9HA","Welder Jim Marks of West Mifflin works high up on the top corner of the U. S. Steel Tower in Pittsburgh on June 14, 1970.(Edward Frank/Post-Gazette) ",0.33,0.52,Positive,Subjective
2,"@TransplantGames Honoring the life and legacy of her late husband, transplant pioneer Thomas Starzl, Joy Starzl created a quilt square of Thomas to be displayed at the @transplantgames Quilt Pinning…  https://www.instagram.com/p/BlnuLFwAcjg/?utm_source=ig_twitter_share&igshid=whtqanj0tb8b …","TransplantGames Honoring the life and legacy of her late husband, transplant pioneer Thomas Starzl, Joy Starzl created a quilt square of Thomas to be displayed at the transplantgames Quilt Pinning…  ",0.25,0.4,Positive,Objective
3,"The first step in surviving a #heartattack is being able to identify the symptoms so you can quickly seek help. If you think you are experiencing a heart attack, call 911 right away. https://upmc.me/2v2Qt0u ","The first step in surviving a heartattack is being able to identify the symptoms so you can quickly seek help. If you think you are experiencing a heart attack, call 911 right away. ",0.3422619047619048,0.4985119047619048,Positive,Objective
4,Get the most out of your workout. #TuesdayMotivation https://share.upmc.com/2018/06/treadmill-workout-tips/ …,Get the most out of your workout. TuesdayMotivation ,0.5,0.5,Positive,Objective
5,Menopause can be a difficult and uncomfortable time for women ages 45-55. Learn what you can do to lessen the adverse effects of menopause here:  https://goo.gl/QJuMUB  #WomensHealth pic.twitter.com/X1ThTyCsrh,Menopause can be a difficult and uncomfortable time for women ages 45-55. Learn what you can do to lessen the adverse effects of menopause here:   WomensHealth ,-0.5,1.0,Negative,Subjective
6,Got the interview jitters? Hear from our recruiters on application and interview tips!  http://bit.ly/2LKr56T  pic.twitter.com/IEEFydOTLP,Got the interview jitters? Hear from our recruiters on application and interview tips!   ,0.0,0.0,Neutral,Objective
7,Ever wonder how your favorite song has the power to make you feel better when you're down?  https://upmc.me/2LEYHDq  #MusicMonday,Ever wonder how your favorite song has the power to make you feel better when you're down?   MusicMonday,0.2814814814814815,0.5962962962962963,Positive,Subjective
8,Sue Mascia has sewn bags for patients in the inpatient rehabilitation unit at UPMC Passavant for the past four years. The bags are meant for patients who need to use a walker but also want to take items like phones and books with them.  https://upmc.me/2Li6dHZ  pic.twitter.com/2XJ0nWeKHI,Sue Mascia has sewn bags for patients in the inpatient rehabilitation unit at UPMC Passavant for the past four years. The bags are meant for patients who need to use a walker but also want to take items like phones and books with them.   ,-0.25,0.25,Negative,Objective
9,Did the weekend mess up your sleep schedule? Get back on track with these tips. pic.twitter.com/46KdoVgogR,Did the weekend mess up your sleep schedule? Get back on track with these tips. ,-0.0875,0.0875,Negative,Objective
