,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,It can be either perfect or awesome. I would rather have it awesome.,It can be either perfect or awesome. I would rather have it awesome.,1.0,1.0,Positive,Subjective
1,"Compassionate, high-quality, cost-effective care thrives in institutions whose members embrace the culture of collegiality, generosity, and excellence. None of this conflicts with fiscal discipline and remaining competitive.","Compassionate, high-quality, cost-effective care thrives in institutions whose members embrace the culture of collegiality, generosity, and excellence. None of this conflicts with fiscal discipline and remaining competitive.",0.0,0.0,Neutral,Objective
2,"#MayoMindfulness: @AmitSoodMD says, ""Research shows #laughter provides a good physical workout, generates mental relaxation, lowers blood pressure and pain, and even improves immunity.""  https://mayocl.in/2maoeJj  pic.twitter.com/in6lXZY5fU","MayoMindfulness: AmitSoodMD says, ""Research shows laughter provides a good physical workout, generates mental relaxation, lowers blood pressure and pain, and even improves immunity.""   ",0.2,0.3142857142857143,Positive,Objective
3,"Hunting for joy in the tiniest of moments while remaining anchored in our values is our hope to thrive - until the world around us wakes up to, and embodies the wisdom of compassion.","Hunting for joy in the tiniest of moments while remaining anchored in our values is our hope to thrive - until the world around us wakes up to, and embodies the wisdom of compassion.",0.8,0.2,Positive,Objective
4,"Feeling loved & making a difference in someone’s life helps us feel worthy. Loneliness and invasion of technology is hurting both. The solution: think of those who care about you, show others you care, and resolve that tomorrow you’ll truly focus on the person behind the numbers.","Feeling loved & making a difference in someone’s life helps us feel worthy. Loneliness and invasion of technology is hurting both. The solution: think of those who care about you, show others you care, and resolve that tomorrow you’ll truly focus on the person behind the numbers.",0.21111111111111105,0.8333333333333334,Positive,Subjective
5,"When external expectations change faster than our ability to adapt and deliver, we get overwhelmed. Best to preemptively set your own expectations based on your capacity and preference, and help others reset expectations of you, so no one is disappointed or burnt out in the end.","When external expectations change faster than our ability to adapt and deliver, we get overwhelmed. Best to preemptively set your own expectations based on your capacity and preference, and help others reset expectations of you, so no one is disappointed or burnt out in the end.",0.2125,0.5375,Positive,Subjective
6,"Research shows that in an average medical office, physician feels much less personally accomplished than the support staff. With bulk of the time spent with EMR, a health care provider’s work today lacks meaning & joy. Lack of meaning predisposes to suboptimal high-cost care.","Research shows that in an average medical office, physician feels much less personally accomplished than the support staff. With bulk of the time spent with EMR, a health care provider’s work today lacks meaning & joy. Lack of meaning predisposes to suboptimal high-cost care.",0.09722222222222222,0.2111111111111111,Positive,Objective
7,"Sometimes the adversity of today might save us from a catastrophe of tomorrow. Thinking such would not push the pain away but will help you better endure today’s pain, if you are hurting.","Sometimes the adversity of today might save us from a catastrophe of tomorrow. Thinking such would not push the pain away but will help you better endure today’s pain, if you are hurting.",0.25,0.5,Positive,Objective
8,An interview with @AmitSoodMD about #digitalwellness.  https://www.youtube.com/watch?v=DORQeh3ydzI&feature=youtu.be … @Global_GWS,An interview with AmitSoodMD about digitalwellness.   Global_GWS,0.0,0.0,Neutral,Objective
9,"Repeatedly blaming the ‘outside forces’ creates ‘external locus of control’ that makes us feel powerless, increases stress, and burnout. Feeling empowered to act, take control, and influence events (i.e. internal locus of control) enhances wellbeing.","Repeatedly blaming the ‘outside forces’ creates ‘external locus of control’ that makes us feel powerless, increases stress, and burnout. Feeling empowered to act, take control, and influence events (i.e. internal locus of control) enhances wellbeing.",-0.125,0.2625,Negative,Objective
10,"An ideal approach to burnout is to empower the individuals with resilience and collectively work to improve the system, acknowledging its strengths and weaknesses.","An ideal approach to burnout is to empower the individuals with resilience and collectively work to improve the system, acknowledging its strengths and weaknesses.",0.9,1.0,Positive,Subjective
11,"May the 4th bring you courage and hope, the freedom to pursue happiness, say No, disagree, honor the truth, value differences, love, help the vulnerable, be vulnerable, and wake up to the infinitely precious gift of being full alive.","May the 4th bring you courage and hope, the freedom to pursue happiness, say No, disagree, honor the truth, value differences, love, help the vulnerable, be vulnerable, and wake up to the infinitely precious gift of being full alive.",0.16428571428571428,0.5357142857142857,Positive,Subjective
12,Speech is brain food. Your brain gets rewired by the words it hears. Be very careful in selecting the people who receive your attention and your trust. Hope you like this video. https://m.youtube.com/watch?v=_hsLwXaU3Eg …,Speech is brain food. Your brain gets rewired by the words it hears. Be very careful in selecting the people who receive your attention and your trust. Hope you like this video. ,-0.13,1.0,Negative,Subjective
13,History will judge us by the difference we make in the everyday lives of children. - Nelson Mandela,History will judge us by the difference we make in the everyday lives of children. - Nelson Mandela,-0.2,0.6,Negative,Subjective
14,Crying can help us emotionally as well as physically. Delighted to share this short video with you. https://m.youtube.com/watch?v=T6dgQTlQrEk …,Crying can help us emotionally as well as physically. Delighted to share this short video with you. ,0.125,0.5625,Positive,Subjective
15,Physician burnout happens from a combination of cognitive overload & emotional depletion in a health system dominated by business norm. We need an integrated approach that embraces the two poles of individual & organizational strategies. Arguing this vs. that is a waste of time.,Physician burnout happens from a combination of cognitive overload & emotional depletion in a health system dominated by business norm. We need an integrated approach that embraces the two poles of individual & organizational strategies. Arguing this vs. that is a waste of time.,-0.06666666666666668,0.35000000000000003,Negative,Objective
16,Children raised in poverty have smaller memory area of the brain (hippocampus). This effect can be minimized by quality of caregiving. We must not let material poverty translate into emotional poverty. That is the hope to break the poverty cycle.  https://www.ncbi.nlm.nih.gov/m/pubmed/24165922/ …,Children raised in poverty have smaller memory area of the brain (hippocampus). This effect can be minimized by quality of caregiving. We must not let material poverty translate into emotional poverty. That is the hope to break the poverty cycle.  ,0.0,0.575,Neutral,Subjective
17,Happy father’s day! The best thing we dads can do for our children is to love their mom and show it.,Happy father’s day! The best thing we dads can do for our children is to love their mom and show it.,0.8333333333333334,0.6333333333333333,Positive,Subjective
18,"There is a difference between life satisfaction & moment to moment happiness. Success/fame help us feel accomplished but may not give lasting happiness since we adapt to the gains. This leaves us vulnerable. Nurturing relationships, strong purpose, gratitude & faith can all help.","There is a difference between life satisfaction & moment to moment happiness. Success/fame help us feel accomplished but may not give lasting happiness since we adapt to the gains. This leaves us vulnerable. Nurturing relationships, strong purpose, gratitude & faith can all help.",0.25555555555555554,0.3555555555555556,Positive,Objective
19,Sometimes it helps to look at the yard with more weeds to enjoy yours with fewer. (Scientists call this downward social comparison - which correlates with happiness),Sometimes it helps to look at the yard with more weeds to enjoy yours with fewer. (Scientists call this downward social comparison - which correlates with happiness),0.4083333333333333,0.31666666666666665,Positive,Objective
20,"Why you should live life more like your #pets do - hear from  @AmitSoodMD, an internal medicine specialist, in this #MayoClinicMinute.  https://mayocl.in/2HaacQe  pic.twitter.com/J6cs4PHqtu","Why you should live life more like your pets do - hear from  AmitSoodMD, an internal medicine specialist, in this MayoClinicMinute.   ",0.21212121212121213,0.3333333333333333,Positive,Objective
21,We don’t need stellar new technologies to create a happier world. We just need to harness the power of gratitude and compassion.,We don’t need stellar new technologies to create a happier world. We just need to harness the power of gratitude and compassion.,0.19318181818181815,0.3522727272727273,Positive,Objective
22,"May you and I find freedom from our negative predispositions. May we truly value our freedom, for it is precious, and lead our lives to help others, who might not be so lucky.","May you and I find freedom from our negative predispositions. May we truly value our freedom, for it is precious, and lead our lives to help others, who might not be so lucky.",0.17777777777777778,0.7444444444444445,Positive,Subjective
