,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,"""We couldn’t stop thinking about the huge population of men living with enlarged prostate who need a better solution."" Learn how #Innovation Fellows @nickd717 and @smehta36 developed a less invasive treatment for #BPH and founded @zenflowinc.  https://stan.md/2NMBvoa  #Menshealth pic.twitter.com/9RIcGv6SCU","""We couldn’t stop thinking about the huge population of men living with enlarged prostate who need a better solution."" Learn how Innovation Fellows nickd717 and smehta36 developed a less invasive treatment for BPH and founded zenflowinc.   Menshealth ",0.2083333333333334,0.44166666666666665,Positive,Objective
1,"Look out world, here they come!  The spectacular 2018 ⁦@StanfordSurgery⁩ ⁦@OpNotes⁩ chief class. pic.twitter.com/zNg5xwSapM","Look out world, here they come!  The spectacular 2018 ⁦StanfordSurgery⁩ ⁦OpNotes⁩ chief class. ",0.6,0.9,Positive,Subjective
2,Celebrating some of our Stanford Surgery graduates at the annual women’s luncheon #StrongWomen #DaughterInspiration #SUSurgGrad18 #WomenInMedicine #womeninsurgey #StanfordSurgery pic.twitter.com/Z3y3wWVcnw,Celebrating some of our Stanford Surgery graduates at the annual women’s luncheon StrongWomen DaughterInspiration SUSurgGrad18 WomenInMedicine womeninsurgey StanfordSurgery ,0.0,0.0,Neutral,Objective
3,We ate dessert first #SUSurgGrad18 pic.twitter.com/cjAmIKRQHl – at Paul Brest Hall at Munger,We ate dessert first SUSurgGrad18  – at Paul Brest Hall at Munger,0.25,0.3333333333333333,Positive,Objective
4,Thanks to the nor’easter we got a mini @MGHSurgery 2016 reunion!  #SSO2018 #chicago #mghsurgery #chiefclass pic.twitter.com/TGYVlqzzJr,Thanks to the nor’easter we got a mini MGHSurgery 2016 reunion!  SSO2018 chicago mghsurgery chiefclass ,0.25,0.2,Positive,Objective
5,"My brilliant, brave, compassionate bestie explains how her Catholic faith can coexist w/ rights to abortion #ProChoice is being pro-Life https://www.google.com/amp/s/amp.usatoday.com/amp/416614002 …","My brilliant, brave, compassionate bestie explains how her Catholic faith can coexist w/ rights to abortion ProChoice is being pro-Life ",0.5666666666666668,0.7000000000000001,Positive,Subjective
6,".@Laurie_Garrett great Q re: expanding global gag rule threatening all kinds of global health efforts. thought it ironic that afterward, an older white man insisted on having last word after Pulitzer Prize winning female journalist during a War on Women session. #CUGH2018",".Laurie_Garrett great Q re: expanding global gag rule threatening all kinds of global health efforts. thought it ironic that afterward, an older white man insisted on having last word after Pulitzer Prize winning female journalist during a War on Women session. CUGH2018",0.1851851851851852,0.3296296296296296,Positive,Objective
7,Road traffic accidents. Setting the stage for trauma system @drrayprice @UUtah @FiemuN @ACSTrauma #CUGH2018 #GlobalSurgery #RoadSafety pic.twitter.com/N2vVwS8nQK,Road traffic accidents. Setting the stage for trauma system drrayprice UUtah FiemuN ACSTrauma CUGH2018 GlobalSurgery RoadSafety ,0.0,0.0,Neutral,Objective
8,Injuries cause 5.8 million deaths/yr w/20-50 million non-fatal injuries/yr @drrayprice #CUGH2018 #globalsurgery pic.twitter.com/1gYYgLHeoC – at New York Hilton Midtown,Injuries cause 5.8 million deaths/yr w/20-50 million non-fatal injuries/yr drrayprice CUGH2018 globalsurgery  – at New York Hilton Midtown,0.13636363636363635,0.4545454545454545,Positive,Objective
9,We're happy to announce the close of our $31 million Series A round! https://www.wsj.com/articles/zenflow-refuels-for-prostate-treatment-device-1517920201 …,We're happy to announce the close of our $31 million Series A round! ,0.275,0.7,Positive,Subjective
10,.@MarshallBBurke guest speaking in our #globalhealth class today: health might be the reason we get stuff done on #climatechange pic.twitter.com/53YO1VN84D,.MarshallBBurke guest speaking in our globalhealth class today: health might be the reason we get stuff done on climatechange ,0.0,0.0,Neutral,Objective
11,"Bill Rodriguez of @DRKFoundation teaching tonight’s #globalsurgery med student seminar about #globalhealth governance, govts, innovation, NGOs, entrepeneurship. What hasn’t this guy done? @StanfordCIGH @StanfordMed @StanfordSurgery pic.twitter.com/p6wokKYjTO","Bill Rodriguez of DRKFoundation teaching tonight’s globalsurgery med student seminar about globalhealth governance, govts, innovation, NGOs, entrepeneurship. What hasn’t this guy done? StanfordCIGH StanfordMed StanfordSurgery ",0.0,0.0,Neutral,Objective
12,"As surgeons, we are charged with more than caring for the sick and injured. We must act now to advocate for firearm-related injury prevention. We must address the gun-violence epidemic that is indiscriminant of race, age, creed, gender, and sexual identity.","As surgeons, we are charged with more than caring for the sick and injured. We must act now to advocate for firearm-related injury prevention. We must address the gun-violence epidemic that is indiscriminant of race, age, creed, gender, and sexual identity.",0.09523809523809523,0.7301587301587302,Positive,Subjective
13,First day of school! Teaching Stanford class on #globalhealth this quarter w/ @gdarmsta @Drpablowise pic.twitter.com/U3WYY9qVzC,First day of school! Teaching Stanford class on globalhealth this quarter w/ gdarmsta Drpablowise ,0.3125,0.3333333333333333,Positive,Objective
14,Moral Choices for Today’s Physician.   http://ja.ma/2ju3OgM ,Moral Choices for Today’s Physician.   ,0.0,0.25,Neutral,Objective
15,A new vision for global health leadership http://www.thelancet.com/journals/lancet/article/PIIS0140-6736%2817%2933101-X/fulltext#.WiCgrWqQpYM.twitter …,A new vision for global health leadership ,0.06818181818181818,0.2272727272727273,Positive,Objective
16,Hope there isn't some robot out there that can outperform me anytime soon... https://news.stanford.edu/2017/11/15/algorithm-outperforms-radiologists-diagnosing-pneumonia/ …,Hope there isn't some robot out there that can outperform me anytime soon... ,0.0,0.0,Neutral,Objective
17,Interested in #globalsurgery consider taking the 6th annual @StanfordCIGH Humanitarian Surgery Course  https://med.stanford.edu/cme/courses/2018/ihum18_full_eblast.html …,Interested in globalsurgery consider taking the 6th annual StanfordCIGH Humanitarian Surgery Course  ,0.25,0.5,Positive,Objective
18,Beautiful piece from trauma surgeon perspective on firearm violence. Well done @CorneliaLG @MGHSurgery @NEJM http://www.nejm.org/doi/full/10.1056/NEJMp1714825?query=TOC#.WgzrPybwLxc.twitter …,Beautiful piece from trauma surgeon perspective on firearm violence. Well done CorneliaLG MGHSurgery NEJM ,0.85,1.0,Positive,Subjective
19,Proud to have trained with these @MGHSurgery surgical leaders now calling for firearm-related injury prevention in @AnnalsofSurgery  http://journals.lww.com/annalsofsurgery/Citation/2017/01000/Stopping_the_Bleeding_Is_Not_Enough.9.aspx …,Proud to have trained with these MGHSurgery surgical leaders now calling for firearm-related injury prevention in AnnalsofSurgery  ,0.8,1.0,Positive,Subjective
20,"Public health approach: framing as ""gun safety"" rather than ""gun control."" Great take by @NickKristof @nytimes https://nyti.ms/2hL5i2c ","Public health approach: framing as ""gun safety"" rather than ""gun control."" Great take by NickKristof nytimes ",0.4,0.4083333333333333,Positive,Objective
21,"@StanfordSurgery with @StanfordCIGH #GlobalSurgery “pitch” night for summer student research projects. Projects from OB, GU, GS & anesthesia pic.twitter.com/g7E5zjXxhG","StanfordSurgery with StanfordCIGH GlobalSurgery “pitch” night for summer student research projects. Projects from OB, GU, GS & anesthesia ",0.0,0.0,Neutral,Objective
22,Many hands helping @MGHDisasterMed @MGHGDR @GlobalHealthMGH Puerto Rico after Maria | HMS https://hms.harvard.edu/news/puerto-rico-after-maria#.WfHSSaZCbkc.twitter …,Many hands helping MGHDisasterMed MGHGDR GlobalHealthMGH Puerto Rico after Maria | HMS ,0.5,0.5,Positive,Objective
23,Kat Chu at Univ Cape Town pointing out that access to surgery goes beyond 2 hour access. #ACSCC2017 pic.twitter.com/z9WJEGWTPv,Kat Chu at Univ Cape Town pointing out that access to surgery goes beyond 2 hour access. ACSCC2017 ,0.0,0.0,Neutral,Objective
24,This is evidence-based.  Let’s bring science back to the decisions about our OR attire.  @AmCollSurgeons #ACSCC17 https://twitter.com/uwburndoc/status/922490388236996609 …,This is evidence-based.  Let’s bring science back to the decisions about our OR attire.  AmCollSurgeons ACSCC17 ,0.0,0.0,Neutral,Objective
25,Great work all!  @GeoffAndersonMD @DrJohnScott @DrTiffanyChao @JoshNgKamstra @globalsurgallie @KatAlbutt @JohnMeara @markshrime @ainhoac63 https://twitter.com/robertriviello/status/923242665436594176 …,Great work all!  GeoffAndersonMD DrJohnScott DrTiffanyChao JoshNgKamstra globalsurgallie KatAlbutt JohnMeara markshrime ainhoac63 ,1.0,0.75,Positive,Subjective
26,Says my original #globalsurgery mentor that I met in Liberia during med school and followed to Boston for residency! https://twitter.com/robertriviello/status/923242665436594176 …,Says my original globalsurgery mentor that I met in Liberia during med school and followed to Boston for residency! ,0.46875,0.75,Positive,Subjective
27,.@GeoffAndersonMD- trauma training that is locally relevant to the Ugandan context. Such cool work. pic.twitter.com/EEV5lgt1gw,.GeoffAndersonMD- trauma training that is locally relevant to the Ugandan context. Such cool work. ,0.25,0.6833333333333332,Positive,Subjective
28,".@KatAlbutt presenting on surgical volumes in UgandaGreat to see @HarvardPGSSC continuing to do awesome, partnership-based work. pic.twitter.com/b60R0N1eoN",".KatAlbutt presenting on surgical volumes in UgandaGreat to see HarvardPGSSC continuing to do awesome, partnership-based work. ",1.0,1.0,Positive,Subjective
