,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,Probably has interesting applications to medicine on how to restructure care to when the mind is fresh. What surgical cases to start first? What patients to discuss first on rounds?,Probably has interesting applications to medicine on how to restructure care to when the mind is fresh. What surgical cases to start first? What patients to discuss first on rounds?,0.325,0.4166666666666666,Positive,Objective
1,How does time of day affect productivity?Analysis of 2 million students quasi-randomized to class schedules -> having math or english in AM vs afternoon increases GPA & state test scores a lot: effect size ~ 1/4th st dev increase in teacher quality https://www.mitpressjournals.org/doi/abs/10.1162/REST_a_00525 … pic.twitter.com/voCHRfWe4J,How does time of day affect productivity?Analysis of 2 million students quasi-randomized to class schedules -> having math or english in AM vs afternoon increases GPA & state test scores a lot: effect size ~ 1/4th st dev increase in teacher quality  ,0.0,0.0,Neutral,Objective
2,"Did exposure to Hurricane Katrina lead to a REDUCTION in mortality? Fascinating @nberpubs study by Deryugina & Molitor shows that mortality for Medicare patients previously living in New Orleans fell, owing to displacement to lower mortality regions. http://www.nber.org/papers/w24822  pic.twitter.com/HdfS26dzOm","Did exposure to Hurricane Katrina lead to a REDUCTION in mortality? Fascinating nberpubs study by Deryugina & Molitor shows that mortality for Medicare patients previously living in New Orleans fell, owing to displacement to lower mortality regions.  ",0.22323232323232325,0.4904040404040405,Positive,Objective
3,"This is an offensive against worldwide Biotech innovation, US Health care and US Higher-Education. (@AnupamBJena will write the @NEJM paper) https://twitter.com/OnlyInBOS/status/1017030749222916096 …","This is an offensive against worldwide Biotech innovation, US Health care and US Higher-Education. (AnupamBJena will write the NEJM paper) ",0.0,0.0,Neutral,Objective
4,Fascinating studyIn Vaccines We Trust? The Effects of the CIA's Vaccine Ruse on Immunization in Pakistan cc @monicambravoJuly 2011 Pakistani public learns of CIA vaccine campaignLent credibility to Taliban-spread vax conspiracy theoriesVax rates fall http://www.cemfi.es/~martinez-bravo/mmb/Research_files/MS_Vaccines.pdf … pic.twitter.com/A2uggZCCeQ,Fascinating studyIn Vaccines We Trust? The Effects of the CIA's Vaccine Ruse on Immunization in Pakistan cc monicambravoJuly 2011 Pakistani public learns of CIA vaccine campaignLent credibility to Taliban-spread vax conspiracy theoriesVax rates fall  ,0.35,0.4583333333333334,Positive,Objective
5,This is classic. https://twitter.com/de1ong/status/1015046832525676544 …,This is classic. ,0.16666666666666666,0.16666666666666666,Positive,Objective
6,@Medscape @DrJohn Ex post dead versus ex ante dead. @AnupamBJena @drjohn @sara_rm84  https://www.medscape.com/viewarticle/898994?src=soc_tw_share … via @medscape,Medscape DrJohn Ex post dead versus ex ante dead. AnupamBJena drjohn sara_rm84   via medscape,-0.2,0.4,Negative,Objective
7,Impressive preliminary evidence of successful nudging in the context of cardiac disease. @jflier @AnupamBJena @kevin_volpp http://www.ideas42.org/blog/project/sticking-statins/ …,Impressive preliminary evidence of successful nudging in the context of cardiac disease. jflier AnupamBJena kevin_volpp ,0.5666666666666667,0.65,Positive,Subjective
8,New piece by @DrSarahWakeman & @ml_barnett in @NEJM on a topic whose title speaks for itselfPrimary Care and the Opioid-Overdose Crisis — Buprenorphine Myths and Realities https://www.nejm.org/doi/full/10.1056/NEJMp1802741#.Wz5cEk9U58g.twitter …,New piece by DrSarahWakeman & ml_barnett in NEJM on a topic whose title speaks for itselfPrimary Care and the Opioid-Overdose Crisis — Buprenorphine Myths and Realities ,0.13636363636363635,0.4545454545454545,Positive,Objective
9,"""While the best available estimates uggest malpractice accounts for less than 5% of overall health care spending, these estimates may be too low.""  https://dooz.us/2MGFHFj  @LisaRotenstein @AnupamBJena","""While the best availablestimates uggest malpractice accounts for less than 5% of overall health care spending, these estimates may be too low.""   LisaRotenstein AnupamBJena",0.20833333333333331,0.16666666666666666,Positive,Objective
