,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,#urologist declares no surgery in metastatic #RCC #ASCO18 congratulations to our French colleague! pic.twitter.com/5ybKRp2VCN,urologist declares no surgery in metastatic RCC ASCO18 congratulations to our French colleague! ,0.0,0.0,Neutral,Objective
1,#genomics #personializedtherapy in #breastcancer. #prostatecancer is next! #ASCO18 pic.twitter.com/E0YOcIxKL2,genomics personializedtherapy in breastcancer. prostatecancer is next! ASCO18 ,0.0,0.0,Neutral,Objective
2,Not all micrometastic PCa is an emergency #asco18 pic.twitter.com/F0j08ikH9B,Not all micrometastic PCa is an emergency asco18 ,0.0,0.0,Neutral,Objective
3,Finally FDA approves ipilimumab+ nivolumab for IMDC intermediate and poor risk mRCC pic.twitter.com/xxQGYXxP5I,Finally FDA approves ipilimumab+ nivolumab for IMDC intermediate and poor risk mRCC ,-0.2,0.8,Negative,Subjective
4,#liquidbiopsy time! #AACR2018 pic.twitter.com/BBTvDC0oNq,liquidbiopsy time! AACR2018 ,0.0,0.0,Neutral,Objective
5,did @ChrisSweens1 just quote @Eminem at #GU18 ????,did ChrisSweens1 just quote Eminem at GU18 ????,0.0,0.0,Neutral,Objective
6,William Shipley gave a convincing case AGAINST adjuvant RT! #GU18 https://twitter.com/onco_uroloog/status/961645832826007552 …,William Shipley gave a convincing case AGAINST adjuvant RT! GU18 ,0.625,1.0,Positive,Subjective
7,A great debate! @DrPaulNguyen !  Rad Onc  against adjuvant RT and Surgery for ART?!?!,A great debate! DrPaulNguyen !  Rad Onc  against adjuvant RT and Surgery for ART?!?!,1.0,0.75,Positive,Subjective
8,We salute @Howie2241 for 21 years of leadership at RTOG in the GU committee! pic.twitter.com/FDAS6uJodJ,We salute Howie2241 for 21 years of leadership at RTOG in the GU committee! ,0.0,0.0,Neutral,Objective
9,Come and learn about the current state of science in urologic oncology in LA: https://www.dropbox.com/s/oedrijhssf5rt99/v2_cedarsinai.pdf?dl=0 …,Come and learn about the current state of science in urologic oncology in LA: ,0.0,0.4,Neutral,Objective
10,Watch “The Donald Coffey Story” on #Vimeo  https://vimeo.com/138298248?ref=tw-share …. On 11/10 we lost our Chief.  #RIP #DonaldCoffey,Watch “The Donald Coffey Story” on Vimeo  . On 11/10 we lost our Chief.  RIP DonaldCoffey,0.0,0.0,Neutral,Objective
11,#pcfretreat17  real collaboration @nhbander @cnsternberg,pcfretreat17  real collaboration nhbander cnsternberg,0.2,0.30000000000000004,Positive,Objective
12,@EpicSciences @rdittamore @RDittamore presents new data on @epicSciences CTC technology. Ryan has done so much to advance this science #PCFRetreat17 @PCF_Science pic.twitter.com/AcQQwSCHG0,EpicSciences rdittamore RDittamore presents new data on epicSciences CTC technology. Ryan has done so much to advance this science PCFRetreat17 PCF_Science ,0.16818181818181818,0.3272727272727273,Positive,Objective
13,Dr. Don Coffey #firstgenCancerWarrior #mentorofmentors #innovation #cancerresearch @PCFnews #pcfretreat17 #younginvestigatorday pic.twitter.com/HvuF0w8KWz,Dr. Don Coffey firstgenCancerWarrior mentorofmentors innovation cancerresearch PCFnews pcfretreat17 younginvestigatorday ,0.0,0.0,Neutral,Objective
14,"""Arrogance is the most dangerous thing we find in smart people"". Don Coffey. #pcfretreat17 #quotes","""Arrogance is the most dangerous thing we find in smart people"". Don Coffey. pcfretreat17 quotes",0.0380952380952381,0.6809523809523809,Positive,Subjective
15,"""Do not let the bastards get you down"" Don Coffey, rejected by 23 grad schools.   #PCFRetreat17 #persistence pic.twitter.com/45uw5BJ32Y","""Do not let the bastards get you down"" Don Coffey, rejected by 23 grad schools.   PCFRetreat17 persistence ",-0.1555555555555556,0.2888888888888889,Negative,Objective
16,"Dr. Don Coffey, father of PCa research addresses PCF YIs @PCF_Science #PCFretreat17 #ProstateCancer pic.twitter.com/42OVipQB21","Dr. Don Coffey, father of PCa research addresses PCF YIs PCF_Science PCFretreat17 ProstateCancer ",0.0,0.0,Neutral,Objective
17,Good morning @PCFnews glad to share @NCI_CSSI insights at #PCFRetreat17 #younginvestigatorday #innovation #teamscience #cancerresearch pic.twitter.com/FSpkF8V3IS – at Omni Shoreham Hotel,Good morning PCFnews glad to share NCI_CSSI insights at PCFRetreat17 younginvestigatorday innovation teamscience cancerresearch  – at Omni Shoreham Hotel,0.6,0.8,Positive,Subjective
18,@emkhowley What Is HER-2-Positive #BreastCancer? by @emkHowley featuring @DrNimmiKapoor #HER2+ #bcsm | Patient Advice | US News https://health.usnews.com/health-care/patient-advice/articles/2018-06-15/what-is-her-2-positive-breast-cancer?src=usn_tw …,emkhowley What Is HER-2-Positive BreastCancer? by emkHowley featuring DrNimmiKapoor HER2+ bcsm | Patient Advice | US News ,0.0,0.0,Neutral,Objective
19,Staying healthy and reducing your risk of disease takes daily work and making some adjustments: Nutrition for Life  http://www.drnimmikapoor.com/nutrition-for-life/ … by @DrNimmiKapoor,Staying healthy and reducing your risk of disease takes daily work and making some adjustments: Nutrition for Life   by DrNimmiKapoor,0.25,0.25,Positive,Objective
20,"Avoiding disease and being healthy is helped by taking some common sense steps, like eating less and eating healthy. Wise words from the amazing @DrNimmiKapoor http://www.drnimmikapoor.com/nutrition-for-life/ …No magic bullets, sorry.","Avoiding disease and being healthy is helped by taking some common sense steps, like eating less and eating healthy. Wise words from the amazing DrNimmiKapoor No magic bullets, sorry.",0.13541666666666669,0.6708333333333334,Positive,Subjective
21,"Nutrition for Life - Dr. Nimmi KapoorHere’s my two cents on diet.  It’s based on research, experience, and more http://www.drnimmikapoor.com/nutrition-for-life/ …","Nutrition for Life - Dr. Nimmi KapoorHere’s my two cents on diet.  It’s based on research, experience, and more ",0.5,0.5,Positive,Objective
22,. @alexskunz @petertellone @pwcarey Try whole wheat pasta! There’s also other gluten free varieties that are quite tasty.,. alexskunz petertellone pwcarey Try whole wheat pasta! There’s also other gluten free varieties that are quite tasty.,0.17500000000000002,0.525,Positive,Subjective
23,"YOGA&#8230;a quick note of thanks, day 8 http://www.drnimmikapoor.com/yoga-quick-note-thanks-day-8/ …","YOGA&8230;a quick note of thanks, day 8 ",0.26666666666666666,0.35,Positive,Objective
24,"a quick note of thanks, day 7 http://www.drnimmikapoor.com/quick-note-thanks-day-7/ …","a quick note of thanks, day 7 ",0.26666666666666666,0.35,Positive,Objective
25,Thankful...for being able to go ice skating when today’s high was 80 degrees. #loveLA pic.twitter.com/FrvUkMtbpj,Thankful...for being able to go ice skating when today’s high was 80 degrees. loveLA ,0.33,0.5825,Positive,Subjective
26,"a quick note of thanks, day six http://www.drnimmikapoor.com/quick-note-thanks-day-six/ …","a quick note of thanks, day six ",0.26666666666666666,0.35,Positive,Objective
