,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,Great paper by Dr. Patel @PassmanRod @NMHheartdoc @JavedButler1 that highlights all of the challenges and great opportunities for #afib clinical trials moving forward @DCRINews @DukeHeartCenter @NorthwesternMed #mustread https://twitter.com/drjohnm/status/1019167355044356097 …,Great paper by Dr. Patel PassmanRod NMHheartdoc JavedButler1 that highlights all of the challenges and great opportunities for afib clinical trials moving forward DCRINews DukeHeartCenter NorthwesternMed mustread ,0.8,0.75,Positive,Subjective
1,It’s great. Good protection and very easy to use. https://twitter.com/peterhu02/status/1017558865259450369 …,It’s great. Good protection and very easy to use. ,0.6877777777777778,0.7833333333333333,Positive,Subjective
2,"Behind the scenes at AHA: 👏 for Braunwald awardee Rob Califf, Research Achievement Gary Gibbons & Chairman’s Mary Ann Bauman. I know! Some ‘unknowns’ in the field 😀. Gee, I hope their careers eventually take off! @DCRINews @nih_nhlbi @AHAScience @American_Heart @AHAMeetings","Behind the scenes at AHA: 👏 for Braunwald awardee Rob Califf, Research Achievement Gary Gibbons & Chairman’s Mary Ann Bauman. I know! Some ‘unknowns’ in the field 😀. Gee, I hope their careers eventually take off! DCRINews nih_nhlbi AHAScience American_Heart AHAMeetings",-0.625,0.7,Negative,Subjective
3,Another big step forward for #afib screening. https://twitter.com/erictopol/status/1016698819747049473 …,Another big step forward for afib screening. ,0.0,0.1,Neutral,Objective
4,Such a great program!  Made all the difference in my own career and my decision to stay in academic medicine despite overwhelming educational debt. #LRP https://twitter.com/NHLBI_Translate/status/1015280984789569536 …,Such a great program!  Made all the difference in my own career and my decision to stay in academic medicine despite overwhelming educational debt. LRP ,0.39166666666666666,0.5833333333333334,Positive,Subjective
5,Mechanistic insight>Reversal of adverse substrate after Catheter Abl for AF in CHF. Regression of Diffuse Ventricular Fibrosis Following Restoration of SR w Catheter Abl in Pts W Atrial Fibrillation & Systolic Dysfunction (Substudy of the CAMERA MRI Trial)  http://electrophysiology.onlinejacc.org/content/early/2018/06/21/j.jacep.2018.04.013 … pic.twitter.com/QdOlBpi2nE,Mechanistic insight>Reversal of adverse substrate after Catheter Abl for AF in CHF. Regression of Diffuse Ventricular Fibrosis Following Restoration of SR w Catheter Abl in Pts W Atrial Fibrillation & Systolic Dysfunction (Substudy of the CAMERA MRI Trial)   ,0.0,0.1,Neutral,Objective
6,.@HeartBobH Congratulations from all of us at @AHABayArea on being elected as national American Heart Association volunteer board president-elect. We look forward to working with you and supporting you locally. @KathyatHeart,.HeartBobH Congratulations from all of us at AHABayArea on being elected as national American Heart Association volunteer board president-elect. We look forward to working with you and supporting you locally. KathyatHeart,0.08333333333333333,0.08333333333333333,Positive,Objective
7,"The DCRI’s @SVRaoMD will become the new editor-in-chief of Circulation: Cardiovascular Interventions, one of 12 @American_Heart scientific journals, on July 1.  https://dcri.org/rao-named-editor/ … @HeartNews @AHAScience pic.twitter.com/pKHJZLDcJF","The DCRI’s SVRaoMD will become the new editor-in-chief of Circulation: Cardiovascular Interventions, one of 12 American_Heart scientific journals, on July 1.   HeartNews AHAScience ",0.13636363636363635,0.4545454545454545,Positive,Objective
8,Open Access: Catheter Ablation versus Antiarrhythmic Drug Therapy for Atrial Fibrillation (CABANA) Trial: Study Rationale and Design.  https://www.ncbi.nlm.nih.gov/pubmed/29754661  pic.twitter.com/qjhRPC3UWh,Open Access: Catheter Ablation versus Antiarrhythmic Drug Therapy for Atrial Fibrillation (CABANA) Trial: Study Rationale and Design.   ,0.0,0.5,Neutral,Objective
9,Mechanical function of the left atrium is improved with epicardial ligation of the left atrial appendage: Insights from the LAFIT-LARIAT Registry https://www.heartrhythmjournal.com/article/S1547-5271(18)30133-4/fulltext …,Mechanical function of the left atrium is improved with epicardial ligation of the left atrial appendage: Insights from the LAFIT-LARIAT Registry ,0.0,0.0,Neutral,Objective
10,"@DukeForge A hospital that touts a ""mortality rate of zero"" is not a real hospital.  @dukeforge https://twitter.com/coconnormd/status/1010523475864358912 …","DukeForge A hospital that touts a ""mortality rate of zero"" is not a real hospital.  dukeforge ",-0.1,0.30000000000000004,Negative,Objective
11,@subatomicdoc @DoctorPhillEP @Rad_Nation Quite a lot in common between #radonc and #EPeeps I’ll let a goofy slide I made for #HRS2018 do the talking. 🤓 pic.twitter.com/zO4NlOs17Z,subatomicdoc DoctorPhillEP Rad_Nation Quite a lot in common between radonc and EPeeps I’ll let a goofy slide I made for HRS2018 do the talking. 🤓 ,0.1,0.75,Positive,Subjective
12,Agree. Congrats @jspertus - so well deserved ! https://twitter.com/dr_bowtie65/status/1010187553465483264 …,Agree. Congrats jspertus - so well deserved ! ,0.0,0.0,Neutral,Objective
13,#OpenAccess highlights from the June 2018 issue: Atrial fibrillation ablation using very short duration 50 W ablations and contact force sensing catheters.  https://link.springer.com/article/10.1007/s10840-018-0322-6 …#AFib #Afablation pic.twitter.com/qNRyLOy1Ym,OpenAccess highlights from the June 2018 issue: Atrial fibrillation ablation using very short duration 50 W ablations and contact force sensing catheters.  AFib Afablation ,0.0,0.39,Neutral,Objective
14,"""Our society relies on Computer simulations everyday, but in Medicine this is not the case."" Professor Trayanova pic.twitter.com/QzysMjTont","""Our society relies on Computer simulations everyday, but in Medicine this is not the case."" Professor Trayanova ",-0.2,0.6,Negative,Subjective
15,Hear @NotreDame Prof. Baker's inspirational TedX talk about using immunotherapy to treat cancer:  https://youtu.be/NfzxiJ__rOk  and don't forget to join us at 4. June 20 in Harper Hall for the 4th Annual Harper Cancer Research Institute Open House. Public is welcome! #cancerresearch pic.twitter.com/12NaWo36uH,Hear NotreDame Prof. Baker's inspirational TedX talk about using immunotherapy to treat cancer:   and don't forget to join us at 4. June 20 in Harper Hall for the 4th Annual Harper Cancer Research Institute Open House. Public is welcome! cancerresearch ,0.375,0.6166666666666667,Positive,Subjective
16,Pocket defibrillator - interesting innovation! #SuddenCardiacArrest #AED https://twitter.com/aheightman/status/1007111709830467585 …,Pocket defibrillator - interesting innovation! SuddenCardiacArrest AED ,0.625,0.5,Positive,Objective
17,RT @JonPicciniSr: Very important issue. New-onset heart failure is 2-3x more common than stroke in patients with #afib Need prevention strategies for stroke AND heart failure. @HFSA @HRSonline @ba_steinberg @nmarrouche @DCRINews #EPeeps https://twitter.com/jaccjournals/status/1003758340957200384 …,RT JonPicciniSr: Very important issue. New-onset heart failure is 2-3x more common than stroke in patients with afib Need prevention strategies for stroke AND heart failure. HFSA HRSonline ba_steinberg nmarrouche DCRINews EPeeps ,0.017333333333333333,0.5199999999999999,Positive,Subjective
18,@DukeHeart Tremendous leadership and inspiration. Awe inspiring work Andrew and Svati! Congratulations on a long and successful tenure. @dukeheart @DCRINews https://twitter.com/manesh_patelmd/status/1007782131874041861 …,DukeHeart Tremendous leadership and inspiration. Awe inspiring work Andrew and Svati! Congratulations on a long and successful tenure. dukeheart DCRINews ,0.4145833333333333,0.8374999999999999,Positive,Subjective
19,REVERSE-AF effect of weight loss and managing risk factors on AF:  https://academic.oup.com/europace/advance-article-abstract/doi/10.1093/europace/euy117/5038102 … ⁦@melissaemm1⁩ ⁦@drrpathak⁩ @escardio⁩ ⁦@UniofAdelaide⁩ ⁦@SAHMRI_Heart⁩ ⁦@drjohnm⁩ pic.twitter.com/iH4IAo3eEY,REVERSE-AF effect of weight loss and managing risk factors on AF:   ⁦melissaemm1⁩ ⁦drrpathak⁩ escardio⁩ ⁦UniofAdelaide⁩ ⁦SAHMRI_Heart⁩ ⁦drjohnm⁩ ,0.0,0.0,Neutral,Objective
20,"Douglas Packer, MD from @MayoClinicCV and Eric Prystowsky, MD talk results from #CABANA and what they mean for clinical practice. #EPonEP.   https://bit.ly/2HQymiP  pic.twitter.com/2fCRYI3hNG","Douglas Packer, MD from MayoClinicCV and Eric Prystowsky, MD talk results from CABANA and what they mean for clinical practice. EPonEP.    ",-0.3125,0.6875,Negative,Subjective
21,"Congrats, @SBRT_CR and @DoctorPhillEP! Is this the academic equivalent of being cover models?! So fancy!!! :) https://twitter.com/washuradonc/status/1006960022503481345 …","Congrats, SBRT_CR and DoctorPhillEP! Is this the academic equivalent of being cover models?! So fancy!!! :) ",0.25,0.5,Positive,Objective
22,"The 2018 Lead Extraction Symposium is Sept. 22 in Bloomington, MN. The symposium is designed to build a foundation for a lead extraction team. Workshops include anatomy and pathology for the extractor, lead construction, & more! Register today: http://ow.ly/h1kF30kkRuR ","The 2018 Lead Extraction Symposium is Sept. 22 in Bloomington, MN. The symposium is designed to build a foundation for a lead extraction team. Workshops include anatomy and pathology for the extractor, lead construction, & more! Register today: ",0.625,0.5,Positive,Objective
23,"""Mr. Trump may well think bullying #Canada is cost-free. ... But having limited options does not mean having none."" Read full #OpEd here:  http://bit.ly/Kelly_Canada #G7Summit #Singapore pic.twitter.com/LBfQPHj6jv","""Mr. Trump may well think bullying Canada is cost-free. ... But having limited options does not mean having none."" Read full OpEd here:  7Summit Singapore ",0.1449404761904762,0.4601190476190476,Positive,Objective
24,Chief wellness officers won’t reduce burnoutC suite doesn’t want to hear it but here is what will reduce burnout:-Appropriate staffing-Fewer clinical hours-Functional EMR-Non-physician help to do busywork -Scribes-$$ for charting done outside of clinical hours https://twitter.com/jenchuang_md/status/1005885770740137984 …,Chief wellness officers won’t reduce burnoutC suite doesn’t want to hear it but here is what will reduce burnout:-Appropriate staffing-Fewer clinical hours-Functional EMR-Non-physician help to do busywork -Scribes-$$ for charting done outside of clinical hours ,0.0,0.05,Neutral,Objective
25,"""Experience is a hard teacher because she gives the test first, the lesson afterward.""-Vernon Law #MotivationMonday #BaseballRebellion pic.twitter.com/oiBTEL4frd","""Experience is a hard teacher because she gives the test first, the lesson afterward.""-Vernon Law MotivationMonday BaseballRebellion ",-0.020833333333333343,0.4375,Negative,Objective
26,Congrats Paulus - so very well deserved! https://twitter.com/afnet_ev/status/1006090618081284097 …,Congrats Paulus - so very well deserved! ,0.25,0.3,Positive,Objective
27,"1-2-3 inning for Matt Dockman to close this one out. FINAL | 🔵😈 11, Texas Tech 2Duke and Texas Tech tomorrow at 4 pm (ET). Winner goes to Omaha. #GoDuke | #RoadToOmaha pic.twitter.com/GM7Abk3rGj","1-2-3 inning for Matt Dockman to close this one out. FINAL | 🔵😈 11, Texas Tech 2Duke and Texas Tech tomorrow at 4 pm (ET). Winner goes to Omaha. GoDuke | RoadToOmaha ",0.0,1.0,Neutral,Subjective
28,"How to diagnose syndrome of ""stiff LA"" after AF and DDx for dyspnea.  I've been waiting for a good review article on the topic.  This one in @hrs_journal by Nishimura and colleagues is great.  https://tinyurl.com/yc8xqtmz  pic.twitter.com/CTPmCVgoXn","How to diagnose syndrome of ""stiff LA"" after AF and DDx for dyspnea.  I've been waiting for a good review article on the topic.  This one in hrs_journal by Nishimura and colleagues is great.   ",0.42857142857142855,0.6166666666666667,Positive,Subjective
