,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,Well said https://twitter.com/IraLeeds_MD/status/1017927492353609730 …,Well said ,0.0,0.0,Neutral,Objective
1,"""If you want to have the maximum chance of survival, the person who’s going to take care of you is the person right beside you."" ~ Lenworth M. Jacobs, Jr., MD, MPH, FACS  http://ow.ly/cFRA30kVmox  #StoptheBleed @LenworthJacobs","""If you want to have the maximum chance of survival, the person who’s going to take care of you is the person right beside you."" ~ Lenworth M. Jacobs, Jr., MD, MPH, FACS   StoptheBleed LenworthJacobs",0.2857142857142857,0.5357142857142857,Positive,Subjective
2,Update: #PCHETA and #CHGME have been approved by the full Energy and Commerce Committee and now await further action by the #USHouse https://twitter.com/justinmrosen/status/1011961841709469696 …,Update: PCHETA and CHGME have been approved by the full Energy and Commerce Committee and now await further action by the USHouse ,0.15,0.38333333333333336,Positive,Objective
3,August JACS: Attending surgeon preference for #bouffantcap vs #skullcap does not significantly impact SSI rates after accounting for surgical procedure type.  http://ow.ly/cR5i30kI6ZA  #VisualAbstract @shanu_kothari @gundersenhealth pic.twitter.com/IHa73QwPAl,August JACS: Attending surgeon preference for bouffantcap vs skullcap does not significantly impact SSI rates after accounting for surgical procedure type.   VisualAbstract shanu_kothari gundersenhealth ,-0.1875,0.875,Negative,Subjective
4,"New interns: This is the time when you are setting your habits. A thing to avoid: copying big portions of your note text from prior notes. In the most recent data, 46% of notes are copied and pasted, often helping ""chart myths"" persist #Tips4NewDocs pic.twitter.com/XMkkMdVd2R","New interns: This is the time when you are setting your habits. A thing to avoid: copying big portions of your note text from prior notes. In the most recent data, 46% of notes are copied and pasted, often helping ""chart myths"" persist Tips4NewDocs ",0.12727272727272726,0.2609090909090909,Positive,Objective
5,Our recent paper in @Health_Affairs about visit costs for ED visits by insurance type between 1996-2015.  https://www.healthaffairs.org/doi/full/10.1377/hlthaff.2018.0083 …@k_sauser @MDaware 1/,Our recent paper in Health_Affairs about visit costs for ED visits by insurance type between 1996-2015.  k_sauser MDaware 1/,0.0,0.25,Neutral,Objective
6,"Previously referenced in a consult call for a ""routine"" surgical problem as ""oh, by the way..."" https://twitter.com/NEJM/status/1016703657398669313 …","Previously referenced in a consult call for a ""routine"" surgical problem as ""oh, by the way..."" ",-0.16666666666666666,0.16666666666666666,Negative,Objective
7,"Civility in government needs to be restored. In honor of #NationalDayofCvility this Thursday, call on your member of Congress to pledge commitment to civility:  https://mikejohnson.house.gov/sites/mikejohnson.house.gov/files/sharp.la04%40mail.house_.gov_20170623_171435.pdf …","Civility in government needs to be restored. In honor of NationalDayofCvility this Thursday, call on your member of Congress to pledge commitment to civility:  ",0.0,0.0,Neutral,Objective
8,Nice work! https://twitter.com/COTS_HIL/status/1016713193798987777 …,Nice work! ,0.75,1.0,Positive,Subjective
9,"Peer navigators - a wholistic, low-cost addition for treating members of some minority populations with serious mental illness.  Needs more study, but what if.....And the biggest surprise maybe - the peer navigators benefitted too.  @PCORI @NAMICommunicate https://twitter.com/PCORI/status/1013843749171027969 …","Peer navigators - a wholistic, low-cost addition for treating members of some minority populations with serious mental illness.  Needs more study, but what if.....And the biggest surprise maybe - the peer navigators benefitted too.  PCORI NAMICommunicate ",0.022222222222222216,0.4555555555555556,Positive,Objective
10,"The other dr kent, building up his community bringing state of the art non-opioid spinal regional techniques to arkansas. #carolinaspain #opioidcrisis #backpain https://youtu.be/iWCBeoGeaMk ","The other dr kent, building up his community bringing state of the art non-opioid spinal regional techniques to arkansas. carolinaspain opioidcrisis backpain ",-0.125,0.375,Negative,Objective
11,Congressional staffers get livesaving skills in 'Stop the Bleed' class  http://ow.ly/jIm830kz1lL  #StopTheBleed,Congressional staffers get livesaving skills in 'Stop the Bleed' class   StopTheBleed,0.0,0.0,Neutral,Objective
12,@LVSelbs @AndreaLMerrill @drewshirleymd Maybe we should do same for Trauma/ACS division at @hopkinssurgery too. I think @JosephSakran is in the lead. Doubt @jonessurgery @DrReemaKar @Alistair_MD and I will ever catch up. #GoalSecondPlace #SurgTweeting.,LVSelbs AndreaLMerrill drewshirleymd Maybe we should do same for Trauma/ACS division at hopkinssurgery too. I think JosephSakran is in the lead. Doubt jonessurgery DrReemaKar Alistair_MD and I will ever catch up. GoalSecondPlace SurgTweeting.,0.0,0.125,Neutral,Objective
13,"Active day on Capitol Hill. The Energy and Commerce #HealthSub Committee is acting on legislation pertaining to disaster preparedness and response #PAHPA, funding for palliative care education #PCHETA, and Children’s Hospital GME #CHGMEFollow the hearing: https://energycommerce.house.gov/markups/subcommittee-vote-on-h-r-__-pandemic-and-all-hazards-preparedness-reauthorization-act-of-2018-h-r-959-h-r-1676-h-r-3728-and-h-r-5385/ … – at House Energy and Commerce Committee","Active day on Capitol Hill. The Energy and Commerce HealthSub Committee is acting on legislation pertaining to disaster preparedness and response PAHPA, funding for palliative care education PCHETA, and Children’s Hospital GME CHGMEFollow the hearing:  – at House Energy and Commerce Committee",-0.06666666666666668,0.3,Negative,Objective
14,.@AmCollSurgeons is pleased to see @HouseCommerce @EnergyCommerce marking up several ACS legislative priorities aimed at improving and providing #quality #surgical #patient care. #PCHETA #PAHPA #CHGME,.AmCollSurgeons is pleased to see HouseCommerce EnergyCommerce marking up several ACS legislative priorities aimed at improving and providing quality surgical patient care. PCHETA PAHPA CHGME,0.25,0.5,Positive,Objective
15,"I went down to the border protection processing center in McAllen, Texas so I could see what’s happening there with my own eyes. They wouldn’t let cameras inside, but I can tell you what I saw: pic.twitter.com/JDqgTw4Z2J","I went down to the border protection processing center in McAllen, Texas so I could see what’s happening there with my own eyes. They wouldn’t let cameras inside, but I can tell you what I saw: ",0.1148148148148148,0.462962962962963,Positive,Objective
16,Congrats! https://twitter.com/WashUSurgery/status/1011255357568581632 …,Congrats! ,0.0,0.0,Neutral,Objective
17,Supreme Court Justice Sotomayor's dissenting opinion in today's #TravelBan decision is an eloquent defense of American values and the U.S. Constitution. A ray of light in this dark episode. Worth a read. #IDissent pic.twitter.com/v4JTNmROmD,Supreme Court Justice Sotomayor's dissenting opinion in today's TravelBan decision is an eloquent defense of American values and the U.S. Constitution. A ray of light in this dark episode. Worth a read. IDissent ,0.1375,0.30000000000000004,Positive,Objective
18,And a bit more context to Dr. Baicker's previous remark. #ARM18 #ARM2018 (2/2) https://twitter.com/YasminZerhouni/status/1011034121735245824?s=19 …,And a bit more context to Dr. Baicker's previous remark. ARM18 ARM2018 (2/2) ,0.16666666666666669,0.3333333333333333,Positive,Objective
19,"From the @nytimes: Medicare Allows More Benefits for Chronically Ill, Aiming to Improve Care for Millions https://www.nytimes.com/2018/06/24/us/politics/medicare-chronic-illness-benefits.html …","From the nytimes: Medicare Allows More Benefits for Chronically Ill, Aiming to Improve Care for Millions ",0.0,0.75,Neutral,Subjective
20,"Point well taken, but would caution the interpretation.  Considering surgery as a single health service is akin to treating Cancer as a single diagnosis.  Lots of work to be done determining what sectors of it can improve through protocol utilization https://mobile.reuters.com/article/amp/idUSKBN1JH36O?__twitter_impression=true …","Point well taken, but would caution the interpretation.  Considering surgery as a single health service is akin to treating Cancer as a single diagnosis.  Lots of work to be done determining what sectors of it can improve through protocol utilization ",-0.07142857142857142,0.21428571428571427,Negative,Objective
