,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,"@ELLEmagazine The AMF responds to recent '#Migraine Pose' article, encouraging collaboration between @ElleMagazine and the #migraine community. Find out more about how we can all work together to stop the stigma of migraine. #truemigrainepose #moveagainstmigraine #MHAM https://buff.ly/2IFoJUz ","ELLEmagazine The AMF responds to recent 'Migraine Pose' article, encouraging collaboration between ElleMagazine and the migraine community. Find out more about how we can all work together to stop the stigma of migraine. truemigrainepose moveagainstmigraine MHAM ",0.25,0.375,Positive,Objective
1,"Have you read the @ihs_official Vancouver Declaration on Global #Headache Patient Advocacy 2018, now published in @JCephalalgia Read it now:  http://ow.ly/rZZf30kxDyq  pic.twitter.com/W95iCMNGGq","Have you read the ihs_official Vancouver Declaration on Global Headache Patient Advocacy 2018, now published in JCephalalgia Read it now:   ",0.0,0.0,Neutral,Objective
2,Here is what's happening @JCephalalgia  http://journals.sagepub.com/toc/cepa/0/0  Free to read: Vancouver Declaration on Global Headache Patient Advocacy 2018 @daviddodick pic.twitter.com/P8t2VyWxHt,Here is what's happening JCephalalgia   Free to read: Vancouver Declaration on Global Headache Patient Advocacy 2018 daviddodick ,0.2,0.4,Positive,Objective
3,"⁦@amfmigraine⁩ ⁦@schwedtt⁩ ⁦⁦⁦driving #migraine, #cluster, and headache research forward with #ARMR. ⁦@MayoClinic⁩ @JeffHeadacheCtr⁩ ⁦@dartmouth⁩ Univ Colorado, UT Houston, and more to join soon! https://www.washingtonpost.com/national/health-science/there-are-some-new-ways-to-fight-disabling-migraines/2018/06/01/f956ab6e-6424-11e8-99d2-0d678ec08c2f_story.html …","⁦amfmigraine⁩ ⁦schwedtt⁩ ⁦⁦⁦driving migraine, cluster, and headache research forward with ARMR. ⁦MayoClinic⁩ JeffHeadacheCtr⁩ ⁦dartmouth⁩ Univ Colorado, UT Houston, and more to join soon! ",0.625,0.5,Positive,Objective
4,"⁦@amfmigraine⁩ #moveagainstmigraine campaign is for people with #migraine to learn more, find help, and get connected. Committed to eliminating #stigma and raising awareness of and respect for this disease and those affected. https://www.washingtonpost.com/national/health-science/there-are-some-new-ways-to-fight-disabling-migraines/2018/06/01/f956ab6e-6424-11e8-99d2-0d678ec08c2f_story.html …","⁦amfmigraine⁩ moveagainstmigraine campaign is for people with migraine to learn more, find help, and get connected. Committed to eliminating stigma and raising awareness of and respect for this disease and those affected. ",0.5,0.5,Positive,Objective
5,"@arizonapbs Tune in to ""Migraine Solution"" with leading experts, including Dr. David Dodick of Mayo Clinic, as they explore the struggles of trying to solve a very complex neurological disease. Sunday, June 3 at 5:30pm MST on @ArizonaPBS https://to.pbs.org/2HdAgts ","arizonapbs Tune in to ""Migraine Solution"" with leading experts, including Dr. David Dodick of Mayo Clinic, as they explore the struggles of trying to solve a very complex neurological disease. Sunday, June 3 at 5:30pm MST on ArizonaPBS ",-0.39,0.52,Negative,Subjective
6,@KPBS @daviddodick @PBS @KateGrimsrud @clearwaterblue4 Thank you for being a #MigraineWarrior. Let’s see if we can encourage other #SanDiego #PainWarriors to do the same! Have you heard of the FB page #MoveAgainstMigraine? Join it and see how many people are from SD. #IAmAMigraineWarrior,KPBS daviddodick PBS KateGrimsrud clearwaterblue4 Thank you for being a MigraineWarrior. Let’s see if we can encourage other SanDiego PainWarriors to do the same! Have you heard of the FB page MoveAgainstMigraine? Join it and see how many people are from SD. IAmAMigraineWarrior,0.125,0.3333333333333333,Positive,Objective
7,"#pain mechanisms and therapeutics meeting in #Taormina, Sicily! Outstanding meeting with world’s top #pain scientists and clinicians. Entire session dedicated to #migraine. A treat to be here! pic.twitter.com/PqEeU69ulr","pain mechanisms and therapeutics meeting in Taormina, Sicily! Outstanding meeting with world’s top pain scientists and clinicians. Entire session dedicated to migraine. A treat to be here! ",0.3333333333333333,0.6666666666666666,Positive,Subjective
8,"#MHAM is here, and the AMF wants YOU to get involved. From participating in our #MHAMSocialChallenge every Wednesday to tuning in to our weekly Facebook Lives, your options are endless. Learn how to #MoveAgainstMigraine on our website. https://buff.ly/2JmLilp  pic.twitter.com/vGf7HDFqm6","MHAM is here, and the AMF wants YOU to get involved. From participating in our MHAMSocialChallenge every Wednesday to tuning in to our weekly Facebook Lives, your options are endless. Learn how to MoveAgainstMigraine on our website.  ",0.037500000000000006,0.425,Positive,Objective
9,"Today marks the beginning of #Migraine and #Headache Awareness Month. Stay connected and join the movement by following our social media for shareable materials, advocacy tips and more. #MHAM #NotAlone pic.twitter.com/34H3nUHQh0","Today marks the beginning of Migraine and Headache Awareness Month. Stay connected and join the movement by following our social media for shareable materials, advocacy tips and more. MHAM NotAlone ",0.17777777777777778,0.22222222222222224,Positive,Objective
