,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,Manhattanhenge 2018 pic.twitter.com/Uh1EXgPBNY,Manhattanhenge 2018 ,0.0,0.0,Neutral,Objective
1,Getting ready for 4 pm EST Dr. radio channel 110 @NYUDocs @nyulangone to discuss #nutrition and gut health with #superstar #dietician @AlannaCabrero pic.twitter.com/APXWZrAvVo – at NYU Langone Medical Center,Getting ready for 4 pm EST Dr. radio channel 110 NYUDocs nyulangone to discuss nutrition and gut health with superstar dietician AlannaCabrero  – at NYU Langone Medical Center,0.03333333333333333,0.2,Positive,Objective
2,"The ACG Institute proudly introduces a new Young Physician #Leadership Scholars Program: ""Elevating great doctors into great leaders.""  Co-Directors Dr. David Hass and Dr. Mark Pochapin.  Application deadline = July 13th. Learn more:  https://bit.ly/2JeOccy  #gastroenterology pic.twitter.com/iqumLQ7e0g","The ACG Institute proudly introduces a new Young Physician Leadership Scholars Program: ""Elevating great doctors into great leaders.""  Co-Directors Dr. David Hass and Dr. Mark Pochapin.  Application deadline = July 13th. Learn more:   gastroenterology ",0.4480519480519481,0.5506493506493506,Positive,Subjective
3,@DrJordanAxelrad @DrRitaKnotts Excited to welcome #superstars @drritaknotts and @drjordanaxelrad to @nyulangone GI! #DDW18 pic.twitter.com/UiwJQ0PQL6,DrJordanAxelrad DrRitaKnotts Excited to welcome superstars drritaknotts and drjordanaxelrad to nyulangone GI! DDW18 ,0.6875,0.825,Positive,Subjective
4,Congrats to these terrific future leaders @DDWMeeting #DDW2018 https://twitter.com/petersliang/status/1002990769731440640 …,Congrats to these terrific future leaders DDWMeeting DDW2018 ,0.0,0.5625,Neutral,Subjective
5,Tune in to @NBCNews tonight with @rehemaellis to discuss @AmericanCancer #ColorectalCancer screening now starting at age 45 @AmCollegeGastro @DDWMeeting @nyulangone pic.twitter.com/JER8BLCEUE,Tune in to NBCNews tonight with rehemaellis to discuss AmericanCancer ColorectalCancer screening now starting at age 45 AmCollegeGastro DDWMeeting nyulangone ,0.0,0.1,Neutral,Objective
6,What is a child’s smile worth?  Ask “Spot” #SpotTheDog outside of the new children’s hospital @nyulangone.  Spot is the worlds largest #TherapyDog and is balancing a real NYC #Taxi pic.twitter.com/LOVFaMbkZy,What is a child’s smile worth?  Ask “Spot” SpotTheDog outside of the new children’s hospital nyulangone.  Spot is the worlds largest TherapyDog and is balancing a real NYC Taxi ,0.18727272727272729,0.20090909090909093,Positive,Objective
7,So true! https://twitter.com/jsekharan/status/992842844988624896 …,So true! ,0.4375,0.65,Positive,Subjective
8,"#wendywalk demonstrates that we can overcome any disease with love, commitment and dedication #sarcoma #liposarcoma pic.twitter.com/FXQ2iWKVo6 – at Tavern on the Green","wendywalk demonstrates that we can overcome any disease with love, commitment and dedication sarcoma liposarcoma  – at Tavern on the Green",0.15,0.45,Positive,Objective
9,One of the most important #leadership messages.#clinicalwellbeing @nyulangone pic.twitter.com/RwrDmUa1ma,One of the most important leadership messages.clinicalwellbeing nyulangone ,0.45,0.75,Positive,Subjective
