,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,.@Dr_BrendanCarr provides a vision for what disaster relief could look like if #telehealth were implemented & also discusses some of the barriers to implementation:  http://bit.ly/2v5ueai . pic.twitter.com/9IuVjg1r8C,.Dr_BrendanCarr provides a vision for what disaster relief could look like if telehealth were implemented & also discusses some of the barriers to implementation:   ,0.0,0.0,Neutral,Objective
1,"Looking for a #glutenfree #recipe this summer? Try Jefferson dietitian @EmilyLdn's high-protein, high-fiber & low carb fruit 'n' veggie pasta salad:  http://bit.ly/2Lui4Cn . pic.twitter.com/1PBl5r0eHO","Looking for a glutenfree recipe this summer? Try Jefferson dietitian EmilyLdn's high-protein, high-fiber & low carb fruit 'n' veggie pasta salad:   ",0.0,0.3,Neutral,Objective
2,Interested in learning more about the 800-calorie-per-day liquid diet? Attend our OPTIFAST® Info Session on 8/2:  http://bit.ly/2v01VKE .,Interested in learning more about the 800-calorie-per-day liquid diet? Attend our OPTIFAST® Info Session on 8/2:  ,0.375,0.5,Positive,Objective
3,Why do we age? Communication inside your cells may offer clues:  http://bit.ly/2NDP5JC  via @phillydotcom @ichaydon,Why do we age? Communication inside your cells may offer clues:   via phillydotcom ichaydon,0.0,0.0,Neutral,Objective
4,Tomorrow: Join @KimmelCancerCtr at Citizens Bank Park for @Phillies #CancerAwareness night: http://phillies.com/Jefferson ,Tomorrow: Join KimmelCancerCtr at Citizens Bank Park for Phillies CancerAwareness night: ,0.0,0.0,Neutral,Objective
5,Does using complementary medicine for cancer reduce patients' survival?  @DrDanielMonti weighs in:  http://bit.ly/2OcvfGf  via @phillydotcom,Does using complementary medicine for cancer reduce patients' survival?  DrDanielMonti weighs in:   via phillydotcom,0.0,0.0,Neutral,Objective
6,"Meet Dr. Narula, a clinical cardiologist at Mercer Bucks Cardiology - Jefferson Health! He takes care of patients & manages all aspects of general #cardiology, incl. coronary artery disease, valve disease, arrhythmias, hypertension & cholesterol disorders:  http://bit.ly/2NXtQTX  pic.twitter.com/ouPQVyOEYo","Meet Dr. Narula, a clinical cardiologist at Mercer Bucks Cardiology - Jefferson Health! He takes care of patients & manages all aspects of general cardiology, incl. coronary artery disease, valve disease, arrhythmias, hypertension & cholesterol disorders:   ",0.05000000000000002,0.5,Positive,Objective
7,"Cuban Salsa can help those facing cancer to cope with diagnosis, treatment & recovery. Join @KimmelCancerCtr on 8/1 for this 6-week dance workshop that aims to develop participants' bodily awareness & movement intuition:  http://bit.ly/2ynQpNZ  . pic.twitter.com/iqvDNErfoa","Cuban Salsa can help those facing cancer to cope with diagnosis, treatment & recovery. Join KimmelCancerCtr on 8/1 for this 6-week dance workshop that aims to develop participants' bodily awareness & movement intuition:   . ",0.0,0.1,Neutral,Objective
8,ICYMI: A recent study examines whether there are changes in symptoms and adverse effects from intravenous #VitaminC infusions in cancer patients receiving or not receiving chemotherapy:  http://bit.ly/2mkiiO4  pic.twitter.com/HUt8zOldeV,ICYMI: A recent study examines whether there are changes in symptoms and adverse effects from intravenous VitaminC infusions in cancer patients receiving or not receiving chemotherapy:   ,0.0,0.25,Neutral,Objective
9,Congratulations! https://twitter.com/jeffsurgery/status/1020048982679130113 …,Congratulations! ,0.0,0.0,Neutral,Objective
