,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,Thank you for AWESOME experience today in Boston! Amazing people! @MGHPallCare @NorthwesternMed #Geriatrics pic.twitter.com/mx11kOmZiZ,Thank you for AWESOME experience today in Boston! Amazing people! MGHPallCare NorthwesternMed Geriatrics ,0.875,0.95,Positive,Subjective
1,Thank you @_workingmother_! We're honored to receive this recognition #DBPInclusionIndex https://twitter.com/_workingmother_/status/1021784571380039680 …,Thank you _workingmother_! We're honored to receive this recognition DBPInclusionIndex ,0.0,0.0,Neutral,Objective
2,@NorthwesternMed Bayer Announced It Will Stop Selling  #Essure. Should women who currently have an ESSURE  have it removed? Tune in tomorrow  @WGNMorningNews  9:15  https://www.self.com/story/bayer-stop-selling-essure-in-the-us … via @SELFmagazine @northwesternmed,NorthwesternMed Bayer Announced It Will Stop Selling  Essure. Should women who currently have an ESSURE  have it removed? Tune in tomorrow  WGNMorningNews  9:15   via SELFmagazine northwesternmed,0.0,0.4,Neutral,Objective
3,"Hey, parents! Beat the #stress of #summervacation with these #selfcare tips from a Northwestern Medicine psychologist. http://bit.ly/2NJ5XOX ","Hey, parents! Beat the stress of summervacation with these selfcare tips from a Northwestern Medicine psychologist. ",0.0,0.0,Neutral,Objective
4,Drs. Ansari and Darwish representing @NorthwesternMed at @SNISinfo #SNIS2018 meeting! pic.twitter.com/mYTUzP0fOZ – at Hilton San Francisco Union Square,Drs. Ansari and Darwish representing NorthwesternMed at SNISinfo SNIS2018 meeting!  – at Hilton San Francisco Union Square,0.0,0.0,Neutral,Objective
5,#TAVR procedures are providing patients with a minimally invasive alternative to open heart surgery. #Cardiology http://bit.ly/2mz4xeF ,TAVR procedures are providing patients with a minimally invasive alternative to open heart surgery. Cardiology ,-0.05,0.55,Negative,Subjective
6,Combat #Alzheimers and #Parkinsons with some #summerfun and #aerobics. http://bit.ly/2NyIX59 ,Combat Alzheimers and Parkinsons with some summerfun and aerobics. ,0.0,0.0,Neutral,Objective
7,Who says cake can't be #brainfood? 🧠🎂😋 #NMNeurology #NMBetter pic.twitter.com/fSEbIgrKu4,Who says cake can't be brainfood? 🧠🎂😋 NMNeurology NMBetter ,0.0,0.0,Neutral,Objective
8,"Alcohol-related liver deaths have skyrocketed among millennials, according to a new study. Haripriya Maddur, MD, transplant hematologist at Northwestern Memorial Hospital, weighs in. https://www.nbcnews.com/health/health-news/deaths-liver-disease-are-surging-drinking-blame-n892521?sf90615189=1 …","Alcohol-related liver deaths have skyrocketed among millennials, according to a new study. Haripriya Maddur, MD, transplant hematologist at Northwestern Memorial Hospital, weighs in. ",0.13636363636363635,0.4545454545454545,Positive,Objective
9,Does #chocolate cause #migraines? #Coffee prolong life? #Fertility treatments promote #ovarian cancer?  http://bit.ly/2L6BCgI … for this mornings segment on @WGNMorningNews @NorthwesternMed pic.twitter.com/jP4DvsQQNx,Does chocolate cause migraines? Coffee prolong life? Fertility treatments promote ovarian cancer?   for this mornings segment on WGNMorningNews NorthwesternMed ,0.0,0.0,Neutral,Objective
10,"Scientists @NorthwesternMed have discovered a protective cellular mechanism that kicks in during iron deficiency, keeping cells running even in the face of continued iron deprivation, according to a study published in @PNASNews:  http://bit.ly/2mt6MzW  pic.twitter.com/F5A5YwuLoQ","Scientists NorthwesternMed have discovered a protective cellular mechanism that kicks in during iron deficiency, keeping cells running even in the face of continued iron deprivation, according to a study published in PNASNews:   ",0.0,0.0,Neutral,Objective
11,A beautiful night and a great event with amazing colleagues!!  #purplepride #summerinchicago #WomenofNorthwestern https://twitter.com/NU_WFO/status/1019740789604257794 …,A beautiful night and a great event with amazing colleagues!!  purplepride summerinchicago WomenofNorthwestern ,0.8624999999999999,0.8833333333333333,Positive,Subjective
12,Northwestern Medicine is taking the lead in finding new ways treat the number one cause of death in the world. http://bit.ly/2msxc4X ,Northwestern Medicine is taking the lead in finding new ways treat the number one cause of death in the world. ,0.13636363636363635,0.4545454545454545,Positive,Objective
13,Could a #ChicagoHotDog ever be considered healthy? We dare you to try. Check out our step-by-step recipe! #NationalHotDogDay  http://bit.ly/2Ns6ODO  pic.twitter.com/6cI9ogqO4H,Could a ChicagoHotDog ever be considered healthy? We dare you to try. Check out our step-by-step recipe! NationalHotDogDay   ,0.625,0.5,Positive,Objective
14,It was an honor to care for you and help with your #fibroids ⁦@NorthwesternMed⁩. https://wgntv.com/2017/10/23/fibroids-and-fertility/ …,It was an honor to care for you and help with your fibroids ⁦NorthwesternMed⁩. ,0.0,0.0,Neutral,Objective
15,New research from Northwestern Medicine shows potential for reducing the severity of #allergicreactions. http://bit.ly/2NsSACn ,New research from Northwestern Medicine shows potential for reducing the severity of allergicreactions. ,0.06818181818181818,0.7272727272727273,Positive,Subjective
16,"Healthcare providers are invited to attend the 2018 Northwestern Medicine Comprehensive Stroke and Cerebrovascular Conference on Saturday, October 13 at the Hyatt Centric Chicago Magnificent Mile. Book your seat now! http://bit.ly/2NmRYyj ","Healthcare providers are invited to attend the 2018 Northwestern Medicine Comprehensive Stroke and Cerebrovascular Conference on Saturday, October 13 at the Hyatt Centric Chicago Magnificent Mile. Book your seat now! ",0.5,0.55,Positive,Subjective
17,@NorthwesternMed @CountryPumpDoc speaks to @Suntimes and @chicagotribune about the rare heart condition that tragically took the life of a @ChicagoFireDep rescue diver: https://chicago.suntimes.com/news/juan-bucio-cfd-diver-autopsy/ …,NorthwesternMed CountryPumpDoc speaks to Suntimes and chicagotribune about the rare heart condition that tragically took the life of a ChicagoFireDep rescue diver: ,0.3,0.9,Positive,Subjective
18,"Due to increased patient volumes, expect extended wait times in the Kishwaukee Hospital Emergency Department. For minor illnesses or injuries, please consider visiting your primary care physician or Northwestern Medicine Convenient Care Sycamore located at 1850 Gateway Drive.","Due to increased patient volumes, expect extended wait times in the Kishwaukee Hospital Emergency Department. For minor illnesses or injuries, please consider visiting your primary care physician or Northwestern Medicine Convenient Care Sycamore located at 1850 Gateway Drive.",0.07500000000000001,0.3583333333333333,Positive,Objective
19,We'll be LIVE on @facebook today at 1:15pm CST with two of our @NMCardiology physicians! Tune in to learn more about the latest advances in #cardiacsurgery at Northwestern Medicine. #HeartHealth #Cardiology pic.twitter.com/I1rHkTF77c,We'll be LIVE on facebook today at 1:15pm CST with two of our NMCardiology physicians! Tune in to learn more about the latest advances in cardiacsurgery at Northwestern Medicine. HeartHealth Cardiology ,0.3901515151515152,0.6333333333333333,Positive,Subjective
20,"#behindthescenes @NorthwesternMed’s Haripriya Maddur, MD speaks with @DrJohnTorres about the rising number of millennials being diagnosed with #liverdisease ! Tune in to @NBCNightlyNews tomorrow evening! pic.twitter.com/SVcmyGJTFJ","behindthescenes NorthwesternMed’s Haripriya Maddur, MD speaks with DrJohnTorres about the rising number of millennials being diagnosed with liverdisease ! Tune in to NBCNightlyNews tomorrow evening! ",0.0,0.0,Neutral,Objective
21,Always a good day working with @NBCNewsHealth! Looking forward to their upcoming segment on @NorthwesternMed’s efforts to address the opioid epidemic. @JJStulberg pic.twitter.com/JeQk2c8rcV,Always a good day working with NBCNewsHealth! Looking forward to their upcoming segment on NorthwesternMed’s efforts to address the opioid epidemic. JJStulberg ,0.875,0.6000000000000001,Positive,Subjective
22,Scientists have identified thousands of molecules unique to human fat cells that may play an important role in fat metabolism.  http://bit.ly/2zZiaNR  #metabolism #genetics @sciencemagazine pic.twitter.com/HQBcZcINDk,Scientists have identified thousands of molecules unique to human fat cells that may play an important role in fat metabolism.   metabolism genetics sciencemagazine ,0.25833333333333336,0.7000000000000001,Positive,Subjective
23,"Martella, a longtime friend and fellow Northwestern Medicine nurse, surprised @BonnieHunt_real on the set of @WindyCityLIVE earlier today. Thank you both for touching the lives of so many patients in and outside these hospital walls! pic.twitter.com/zEAmMS82RR","Martella, a longtime friend and fellow Northwestern Medicine nurse, surprised BonnieHunt_real on the set of WindyCityLIVE earlier today. Thank you both for touching the lives of so many patients in and outside these hospital walls! ",0.22000000000000006,0.49,Positive,Objective
24,"#CardiacSurgery is one of the most rapidly evolving fields of medicine. Join us LIVE on Wednesday, July 18 at 1:15pm CST to learn how Northwestern Medicine is pioneering these incredible advances. pic.twitter.com/KCgek5rsXQ","CardiacSurgery is one of the most rapidly evolving fields of medicine. Join us LIVE on Wednesday, July 18 at 1:15pm CST to learn how Northwestern Medicine is pioneering these incredible advances. ",0.5121212121212121,0.6333333333333333,Positive,Subjective
25,"On @QueerEye, the #Fab5 share more than fashion advice, but also how to talk with others who have differing ideologies. Dr. Reinecke, chief psychologist, offers tips to @chicagotribune on how to have productive conversations when discussing tough topics. http://www.chicagotribune.com/lifestyles/sc-fam-queer-eye-political-differences-0724-story.html …","On QueerEye, the Fab5 share more than fashion advice, but also how to talk with others who have differing ideologies. Dr. Reinecke, chief psychologist, offers tips to chicagotribune on how to have productive conversations when discussing tough topics. ",0.07037037037037036,0.4444444444444445,Positive,Objective
26,Do you #crossfit? @NaderDahdaleh & research team have published 20 papers recently & generating a significant amount of interest for paper on Cross Fit related injuries treated at @NorthwesternMed  as well as papers on #DVT after spinal surgery.  http://ow.ly/Q01i30kYuXS  #spine pic.twitter.com/YLSO9TsAWj,Do you crossfit? NaderDahdaleh & research team have published 20 papers recently & generating a significant amount of interest for paper on Cross Fit related injuries treated at NorthwesternMed  as well as papers on DVT after spinal surgery.   spine ,0.155,0.385,Positive,Objective
27,"In the latest episode of our ""Breakthroughs"" #podcast, Robert Kalb, MD, Director of @LesTurnerALS at @NorthwesternMed, explains why he is optimistic that breakthroughs in the basic biology of #ALS are on the way and a cure is possible. https://soundcloud.com/user-549060398/what-causes-als-with-robert-kalb-md …","In the latest episode of our ""Breakthroughs"" podcast, Robert Kalb, MD, Director of LesTurnerALS at NorthwesternMed, explains why he is optimistic that breakthroughs in the basic biology of ALS are on the way and a cure is possible. ",0.16666666666666666,0.6749999999999999,Positive,Subjective
28,Northwestern's own @kbilimoria interviewed by @AmCollSurgeons about incorporating research into their profession https://twitter.com/AmCollSurgeons/status/1017529178818785282 …,Northwestern's own kbilimoria interviewed by AmCollSurgeons about incorporating research into their profession ,0.6,1.0,Positive,Subjective
29,"Happy birthday to CTC therapy dog Winston!  Winston visits with patients at @NorthwesternMed.  Wishing you a great day, Winston!To support Winston's comforting work, please consider donating to CTC today:  https://buff.ly/2qHJuIz  pic.twitter.com/6M0tYR5eqL","Happy birthday to CTC therapy dog Winston!  Winston visits with patients at NorthwesternMed.  Wishing you a great day, Winston!To support Winston's comforting work, please consider donating to CTC today:   ",0.9,0.875,Positive,Subjective
