,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,Excellent interviews with our visionary partners!@uchealth @CUInnovations https://twitter.com/healthscholars1/status/1009220694238871552 …,Excellent interviews with our visionary partners!uchealth CUInnovations ,1.0,1.0,Positive,Subjective
1,Great example of why we need digital partners to help create evidence based clinical decision support tools! @JulieReisetter @uchealth @CUInnovations https://twitter.com/aliraja_md/status/1008738218924236800 …,Great example of why we need digital partners to help create evidence based clinical decision support tools! JulieReisetter uchealth CUInnovations ,0.4,0.375,Positive,Objective
2,At @MEDIUM_FILMS with @TheOpteraGroup capturing new video footage for the release of Fire in the OR Virtual Reality Simulation. #VR #firesafety #patientsafety #MedEd pic.twitter.com/dYsJjc05i9,At MEDIUM_FILMS with TheOpteraGroup capturing new video footage for the release of Fire in the OR Virtual Reality Simulation. VR firesafety patientsafety MedEd ,0.13636363636363635,0.4545454545454545,Positive,Objective
3,Dr. Toby Cosgrove of Cleveland Clinic Joins RxRevu Board - Link:  http://bit.ly/2tctIGK  pic.twitter.com/A036C4CGbH,Dr. Toby Cosgrove of Cleveland Clinic Joins RxRevu Board - Link:   ,0.0,0.0,Neutral,Objective
4,"@catalyst @uchealth ""We are unequivocally putting a stake in the ground that innovation is our future.” Richard Zane @UCHealth will open innovation lab in Denver's @Catalyst HTI (Health Tech Innovation) building#healthinnovation https://dpo.st/2JGE8oV  pic.twitter.com/h4PVYAzeQh","catalyst uchealth ""We are unequivocally putting a stake in the ground that innovation is our future.” Richard Zane UCHealth will open innovation lab in Denver's Catalyst HTI (Health Tech Innovation) buildinghealthinnovation  ",0.0,0.3125,Neutral,Objective
5,Thank you @modrnhealthcr for your coverage of @CatalystHTI and @uchealth AND all the wonderful things we are doing TOGETHER in #Denver to reimagine #healthcare! #pinksocks #healthtech #innovation #hcldr #gsd https://twitter.com/modrnhealthcr/status/1006963131116081171 …,Thank you modrnhealthcr for your coverage of CatalystHTI and uchealth AND all the wonderful things we are doing TOGETHER in Denver to reimagine healthcare! pinksocks healthtech innovation hcldr gsd ,1.0,1.0,Positive,Subjective
6,"Great news from @uchealth and @CatalystHTI for patients and the future of health care delivery, via @denverpost! #innovation #HealthCareIT #digitalhealth #AI https://www.denverpost.com/2018/06/13/uchealth-to-open-innovation-lab-in-catalyst-hti-building-in-denvers-rino-neighborhood/ …","Great news from uchealth and CatalystHTI for patients and the future of health care delivery, via denverpost! innovation HealthCareIT digitalhealth AI ",0.4,0.4375,Positive,Objective
7,Can’t wait to change the world with @uchealth @mikebiselli @JulieReisetter ! https://twitter.com/mikebiselli/status/1006907224470401024 …,Can’t wait to change the world with uchealth mikebiselli JulieReisetter ! ,0.0,0.0,Neutral,Objective
8,Important work for EM. Honored to work with such talented health services researchers @Dr_BrendanCarr @M_Lin @JSchuurMD and team https://twitter.com/jschuurmd/status/1006909583963631617 …,Important work for EM. Honored to work with such talented health services researchers Dr_BrendanCarr M_Lin JSchuurMD and team ,0.3666666666666667,0.7999999999999999,Positive,Subjective
9,So incredibly proud and excited for my friends in #Denver @uchealth @JulieReisetter @CatalystHTI @mikebiselli  https://dpo.st/2JEJxgd  via @denverpost #Healthcare #innovation,So incredibly proud and excited for my friends in Denver uchealth JulieReisetter CatalystHTI mikebiselli   via denverpost Healthcare innovation,0.5875,0.875,Positive,Subjective
10,Excited to announce our partnership to create the innovation hub of the west! https://twitter.com/healthfurther/status/1006895026725679104 …,Excited to announce our partnership to create the innovation hub of the west! ,0.46875,0.75,Positive,Subjective
11,"Great feature on our company @agilemd and our partners @uchealth! Thanks, #HCbiz! https://twitter.com/dflee30/status/1006530144155160576 …","Great feature on our company agilemd and our partners uchealth! Thanks, HCbiz! ",0.625,0.475,Positive,Objective
12,Glad to be there to stand in support representing EM physicians https://twitter.com/almannixmd/status/1006248766100426752 …,Glad to be there to stand in support representing EM physicians ,0.5,1.0,Positive,Subjective
13,"I joined the AMA 20 years ago as a medical student, and helped me develop a taste for advocacy... being a part of this community provided me with the knowledge, network, resources and mentorship that made me into the physician I am today #AMAmtg @AmerMedicalAssn #healthequity pic.twitter.com/2UhGPcADLF","I joined the AMA 20 years ago as a medical student, and helped me develop a taste for advocacy... being a part of this community provided me with the knowledge, network, resources and mentorship that made me into the physician I am today AMAmtg AmerMedicalAssn healthequity ",0.0,0.0,Neutral,Objective
14,"“Telling doctors to eat granola, do yoga and be more resilient isn’t going to address this problem.” #EHRreform via @WSJ@RichDuszak @CMichaelGibson @RasuShrestha https://www.wsj.com/articles/hospitals-address-widespread-doctor-burnout-1528542121 … via @WSJ","“Telling doctors to eat granola, do yoga and be more resilient isn’t going to address this problem.” EHRreform via WSJRichDuszak CMichaelGibson RasuShrestha  via WSJ",0.5,0.5,Positive,Objective
15,"How Fitbit is trying to transform healthcare, and itself #wearables http://bit.ly/2Hvks5v ","How Fitbit is trying to transform healthcare, and itself wearables ",0.0,0.0,Neutral,Objective
16,Thanks to the wonderful work of my friend @Surgeon_General Dr. Jerome Adams to help improve the health of ALL Americans! pic.twitter.com/Sb0bLcP1vd,Thanks to the wonderful work of my friend Surgeon_General Dr. Jerome Adams to help improve the health of ALL Americans! ,0.6,0.6,Positive,Subjective
17,Thanks to @dflee30 and @The_HCBiz for taking time to chat with two of our awesome @uchealth #innovation partners @HealthScholars1 and @agilemd today!  That was fun! #HITExpo pic.twitter.com/V3mLdSRpx7,Thanks to dflee30 and The_HCBiz for taking time to chat with two of our awesome uchealth innovation partners HealthScholars1 and agilemd today!  That was fun! HITExpo ,0.525,0.4666666666666666,Positive,Objective
18,Thrilled to meet @ctlin1 and to hear his philosophy of making clinical informatics relevant to providers through a commitment to “extraordinary relationships” rather than technical skills. Truly a giant in healthcare transparency and patient empowerment! @AAMCtoday #healthIT pic.twitter.com/pQEJF4ND5L – at Poynter Hall - UNMC,Thrilled to meet ctlin1 and to hear his philosophy of making clinical informatics relevant to providers through a commitment to “extraordinary relationships” rather than technical skills. Truly a giant in healthcare transparency and patient empowerment! AAMCtoday healthIT  – at Poynter Hall - UNMC,0.26666666666666666,0.74,Positive,Subjective
19,@AppliedVRhealth 50% reduction in pain with #VR. Huge congrats to @BrennanSpiegel @CedarsSinai @appliedVRHealth @freethinkmedia for an incredibly insightful and inspiring piece on how #TherapeuticVR may be used to help battle the #OpioidEpidemic  https://lnkd.in/gTdAW9q  https://lnkd.in/gbBh658 ,AppliedVRhealth 50% reduction in pain with VR. Huge congrats to BrennanSpiegel CedarsSinai appliedVRHealth freethinkmedia for an incredibly insightful and inspiring piece on how TherapeuticVRay be used to help battle the OpioidEpidemic   ,0.6,0.9333333333333332,Positive,Subjective
20,Looking forward to sharing the great work of our co-dev partners! @uchealth @CUInnovations @UCHealthInnov https://twitter.com/juliereisetter/status/994580856978075650 …,Looking forward to sharing the great work of our co-dev partners! uchealth CUInnovations UCHealthInnov ,1.0,0.75,Positive,Subjective
21,Glad to have such a talented partner at the UCHealth CARE Innovation Center! @uchealth @CUAnschutz @CUInnovations https://twitter.com/juliereisetter/status/994730500274221056 …,Glad to have such a talented partner at the UCHealth CARE Innovation Center! uchealth CUAnschutz CUInnovations ,0.26875,0.625,Positive,Subjective
22,"Unpacking another wicked healthcare problem... Reluctance and unwillingness to discuss death and dying... Thank you Dr. Kutner for sharing your mother’s story and giving us hope that a solution exists.  Snoopy was, again, right...💖@101010net pic.twitter.com/kxr3jhumAr","Unpacking another wicked healthcare problem... Reluctance and unwillingness to discuss death and dying... Thank you Dr. Kutner for sharing your mother’s story and giving us hope that a solution exists.  Snoopy was, again, right...💖101010net ",0.0,0.0,Neutral,Objective
23,The unique assets at @CUAnschutz +  #VR experts like @WalterGreenleaf @NMHIC_CU + industry partners = 🙌🏻  Exciting stuff! @uchealth @CUInnovations https://www.cuanschutztoday.org/conversion-to-immersion-medical-campus-poised-as-leader-in-bringing-vr-to-health-care/ …,The unique assets at CUAnschutz +  VR experts like WalterGreenleaf NMHIC_CU + industry partners = 🙌🏻  Exciting stuff! uchealth CUInnovations ,0.375,0.9,Positive,Subjective
24,Put women & minorities on the stage. To deliver science. Every session. Every Panel. Every day. Every Society. #nomoremanels #PROWD @PROWDWomen https://www.becomebraveenough.com/blog/2018/4/26/put-women-and-minorities-on-the-stage …,Put women & minorities on the stage. To deliver science. Every session. Every Panel. Every day. Every Society. nomoremanels PROWD PROWDWomen ,0.0,0.0,Neutral,Objective
25,So proud to work with some of the best! https://twitter.com/fosgoss/status/989327726946402304 …,So proud to work with some of the best! ,0.9,0.65,Positive,Subjective
26,"I’m so lucky to be surrounded by amazing friends who are changing the world! 2 examples just this morning: @JulieReisetter in #Vietnam & @nickisnpdx in #India! With friends like this, I know I’m in good hands! “Love more, fear less” #pinksocks #bethechange pic.twitter.com/ghnLPy2JZ2","I’m so lucky to be surrounded by amazing friends who are changing the world! 2 examples just this morning: JulieReisetter in Vietnam & nickisnpdx in India! With friends like this, I know I’m in good hands! “Love more, fear less” pinksocks bethechange ",0.4965277777777778,0.5833333333333334,Positive,Subjective
27,"Congratulations to Richard Zane, MD of UCHealth who was recently identified as one of the 30 top chief innovation officers at leading healthcare organizations. https://www.healthdatamanagement.com/list/30-key-chief-innovation-officers-at-healthcare-organizations#slide-30 …","Congratulations to Richard Zane, MD of UCHealth who was recently identified as one of the 30 top chief innovation officers at leading healthcare organizations. ",0.25,0.375,Positive,Objective
28,"Huge congrats are in order for our friends at @uchealth! Special kudos to one of our key #pinksocks leaders, @JulieReisetter, her team and the entire organization! This is BIG!  https://www.linkedin.com/feed/update/urn:li:activity:6394568491847995392/ …#healthcare #innovation #aim2innovate #hcldr #gsd","Huge congrats are in order for our friends at uchealth! Special kudos to one of our key pinksocks leaders, JulieReisetter, her team and the entire organization! This is BIG!  healthcare innovation aim2innovate hcldr gsd",0.17142857142857146,0.6392857142857143,Positive,Subjective
29,Congrats to @JayLemery on his book launch! https://twitter.com/jaylemery/status/985902425432141825 …,Congrats to JayLemery on his book launch! ,0.0,0.0,Neutral,Objective
30,BREAKING! @American_Heart has joined @CatalystHTI in #Denver! For more info:  https://www.linkedin.com/feed/update/urn:li:activity:6392377293582462976 … #pinksocks #healthcare #innovation #aim2innovate #cohealth pic.twitter.com/qdVR0Egyxz,BREAKING! American_Heart has joined CatalystHTI in Denver! For more info:   pinksocks healthcare innovation aim2innovate cohealth ,0.5,0.5,Positive,Objective
31,"🎶 ""You made me a partner with what you wrote."" 🎶 - lyric from the #OpenNotes song by @ctlin1 of @uchealth, live in concert at #SGIM18 https://twitter.com/cmd418/status/984848298526687233 …","🎶 ""You made me a partner with what you wrote."" 🎶 - lyric from the OpenNotes song by ctlin1 of uchealth, live in concert at SGIM18 ",0.19318181818181815,0.575,Positive,Subjective
