,tweet,processed_tweet,polarity,subjectivity,Sentiment,Objectivity
0,"Color your way to 5 a day. With fresh, in-season fruits and vegetables flooding into supermarkets and local farmers markets, it's a perfect time to practice and have fun ""painting"" your plate with color.  https://mayocl.in/2KBA4Ku  pic.twitter.com/bSOzppd1RO","Color your way to 5 a day. With fresh, in-season fruits and vegetables flooding into supermarkets and local farmers markets, it's a perfect time to practice and have fun ""painting"" your plate with color.   ",0.4,0.425,Positive,Objective
1,"Lower cost, higher quality health care is right at our fingertips.  http://bit.ly/2mId1jC  via @Forbes #Telemedicine","Lower cost, higher quality health care is right at our fingertips.   via Forbes Telemedicine",0.26785714285714285,0.5178571428571428,Positive,Subjective
2,"Do you have questions about the shape of your baby's head? Join us Thursday, July 26 at 11 a.m. CT for a video Q&A with @DrAngelaMattke pediatrician, and Dr. Edward Ahn, pediatric neurosurgeon. Learn more about: #Craniosynostosis and #Plagiocephaly  https://connect.mayoclinic.org/webinar/video-qa-about-the-shape-of-your-babys-head/?date=1532563200 … pic.twitter.com/eu4WVpzHIp","Do you have questions about the shape of your baby's head? Join us Thursday, July 26 at 11 a.m. CT for a video Q&A with DrAngelaMattke pediatrician, and Dr. Edward Ahn, pediatric neurosurgeon. Learn more about: Craniosynostosis and Plagiocephaly   ",0.5,0.5,Positive,Objective
3,#MayoClinicMinute: The @CDCgov estimates 48 million people in the U.S. get sick every year from #FoodPoisoning. @DrPritishTosh says prevention is especially important in your kitchen when it comes to #FoodSafety.  https://mayocl.in/2Oe7wpm  pic.twitter.com/7rd4L5Ls1U,MayoClinicMinute: The CDCgov estimates 48 million people in the U.S. get sick every year from FoodPoisoning. DrPritishTosh says prevention is especially important in your kitchen when it comes to FoodSafety.   ,0.04285714285714287,0.9285714285714286,Positive,Subjective
4,"Many people are enjoying these warm #summer days in the water. But according to the @CDCgov about 10 people die from drowning every day. Dr. Christopher Tookey says, “Anyone can have a water-related accident.""  https://mayocl.in/2A1MlE5  @MayoClinicHS pic.twitter.com/xwyMYFQIJl","Many people are enjoying these warm summer days in the water. But according to the CDCgov about 10 people die from drowning every day. Dr. Christopher Tookey says, “Anyone can have a water-related accident.""   MayoClinicHS ",0.5333333333333333,0.5666666666666668,Positive,Subjective
5,#Epilepsy surgery frees Kelly Daniels to enjoy her independence.  https://mayocl.in/2A3tjNg  pic.twitter.com/DTAP3maCWh,Epilepsy surgery frees Kelly Daniels to enjoy her independence.   ,0.4,0.5,Positive,Objective
6,"Alexander Revzin, Ph.D., is the recipient of a 2018 Regenerative Medicine Minnesota Research Award. He is developing microcapsules that could be used as cell carriers during differentiation of #StemCells into pancreatic islets.  https://mayocl.in/2msFXff  pic.twitter.com/864Doa5BwV","Alexander Revzin, Ph.D., is the recipient of a 2018 Regenerative Medicine Minnesota Research Award. He is developing microcapsules that could be used as cell carriers during differentiation of StemCells into pancreatic islets.   ",0.0,0.0,Neutral,Objective
7,"A recent study shows that the test that doctors use to diagnose #Alzheimer’s is finding the disease later in women, and over diagnosing some men.  https://wb.md/2mDOj3G  via @WebMD #AAIC18","A recent study shows that the test that doctors use to diagnose Alzheimer’s is finding the disease later in women, and over diagnosing some men.   via WebMD AAIC18",0.0,0.125,Neutral,Objective
8,"Just how far have we come in understanding the mechanisms of sex differences in #heartdisease? Turn knowledge into gender-specific care, at the @MayoClinic ""Heart Disease in Women"" CME course October 4-5, 2018. #physician #healthcare #womenshealth https://cveducation.mayo.edu/store/heart-disease-in-women-a-new-era-of-understanding-recognition-prevention-diagnosis-and-treatment-2018 … pic.twitter.com/hmDc7OQT6h","Just how far have we come in understanding the mechanisms of sex differences in heartdisease? Turn knowledge into gender-specific care, at the MayoClinic ""Heart Disease in Women"" CME course October 4-5, 2018. physician healthcare womenshealth  ",0.1,1.0,Positive,Subjective
9,"This fresh  salsa is a great way to use up tomatoes from your garden or farmers market.For more healthy recipes, download the Mayo Clinic app.  http://mayocl.in/2pjQr4h  pic.twitter.com/F918pYaQmD","This fresh  salsa is a great way to use up tomatoes from your garden or farmers market.For more healthy recipes, download the Mayo Clinic app.   ",0.525,0.5625,Positive,Subjective
10,Did you miss the show? The 7/21/18 #MayoClinicRadio program is now available:  https://mayocl.in/2A3zZLD . pic.twitter.com/zEPDT8SJ1p,Did you miss the show? The 7/21/18 MayoClinicRadio program is now available:   ,0.4,0.4,Positive,Objective
11,"After daughter dies at 26, parents say pay her kindness forward with #ALittleBitofLaura.   http://bit.ly/2v07x7B  via @dailyherald #ColonCancer","After daughter dies at 26, parents say pay her kindness forward with ALittleBitofLaura.    via dailyherald ColonCancer",0.0,0.0,Neutral,Objective
12,"If you live in Olmsted County, cast your vote for the 2018 Mayo Clinic Shared Value Award winner. The winner will get a grant of up to $50,000 to address county health priorities.   https://mayocl.in/2uXFBkE  #RochMN pic.twitter.com/gqMrnmnSGl","If you live in Olmsted County, cast your vote for the 2018 Mayo Clinic Shared Value Award winner. The winner will get a grant of up to $50,000 to address county health priorities.    RochMN ",0.13636363636363635,0.5,Positive,Objective
13,"Mayo Clinic's Biomedical Ethics Department and the Rochester Public Library teamed up to offer a free screening of the 2017 film ""Wonder"" at the Civic Theatre Sunday afternoon.  http://bit.ly/2A5iiev  via @KTTCTV #RochMN","Mayo Clinic's Biomedical Ethics Department and the Rochester Public Library teamed up to offer a free screening of the 2017 film ""Wonder"" at the Civic Theatre Sunday afternoon.   via KTTCTV RochMN",0.2,0.43333333333333335,Positive,Objective
14,"Questions about teen #acne? @MTollefsonMD, a pediatrician and dermatologist, replies in this #MayoClinicQandA.  https://mayocl.in/2mvmsTh  pic.twitter.com/64IVpMna3U","Questions about teen acne? MTollefsonMD, a pediatrician and dermatologist, replies in this MayoClinicQandA.   ",0.0,0.0,Neutral,Objective
15,"#MayoClinicMinute: Did you know that drinking lots of water not only helps prevent #dehydration, but may also reduce the risk of developing #KidneyStones? It seems more people battle painful kidney stones in summer than any other time of year.  https://mayocl.in/2uT6kPa  pic.twitter.com/CP9HhSbYla","MayoClinicMinute: Did you know that drinking lots of water not only helps prevent dehydration, but may also reduce the risk of developing KidneyStones? It seems more people battle painful kidney stones in summer than any other time of year.   ",-0.08124999999999999,0.69375,Negative,Subjective
